streams_sd	online_advertising	customer_rating	streams_hd	movieID	genre	academy_award
2405	1	5	1540	92	3	1
2693	0	4	1054	93	3	1
2579	0	5	1936	94	3	0
1946	0	3	1764	95	3	0
3232	1	5	1954	96	3	0
2853	0	5	817	97	3	1
2654	1	3	2992	98	3	0
4255	1	5	3240	99	3	1
2288	0	5	1521	100	3	0
995	0	1	1930	101	3	0
3817	1	4	2603	102	3	1
2492	0	5	1044	103	3	1
3118	1	4	3726	104	3	1
3224	1	5	2230	105	3	0
852	0	1	1355	106	3	0
3379	1	3	1189	107	3	0
3390	0	5	1211	108	3	0
1545	0	4	1378	109	4	1
2525	1	4	844	110	4	0
3551	1	5	2498	111	4	1
1665	0	2	2093	112	4	0
1622	0	2	1675	113	4	0
1737	0	2	1724	114	4	0
1071	0	1	2514	115	4	1
3315	1	5	1540	116	4	1
2344	1	3	1161	117	4	0
4368	1	5	2313	118	4	1
3031	0	4	1042	119	4	0
2768	1	3	1901	120	4	1
1982	0	2	1141	121	4	1
3367	1	4	2540	122	4	0
1787	0	3	1035	123	4	0
3259	1	3	2935	124	4	1
2162	0	4	1357	125	4	0
1882	0	3	1690	126	4	0
2149	0	2	1859	127	4	0
2538	1	2	2757	128	4	0
4437	1	5	2447	129	4	1
3590	1	4	2412	130	4	0
3021	0	5	1528	131	4	1
4483	1	4	2017	132	4	0
2749	1	5	2630	133	4	0
1464	0	3	1326	134	4	1
2569	0	5	2272	135	4	0
3188	0	4	1300	136	4	0
3710	1	2	1318	137	4	1
2826	1	3	3063	138	4	1
1847	0	5	2299	139	4	1
3570	0	5	1887	140	4	1
1038	0	1	680	141	4	1
2812	0	3	1790	142	4	0
3380	1	5	2579	143	4	0
2425	0	4	1579	144	4	0
1877	1	3	2382	145	4	0
1579	0	2	1344	146	4	0
2319	0	2	1917	147	4	0
2503	0	5	1741	148	4	1
2115	0	4	1594	149	4	1
1669	0	5	1791	150	4	0
2129	0	3	1300	151	4	0
1308	0	2	1605	152	4	1
2618	0	4	1580	153	4	0
1178	0	1	1404	154	4	0
1670	0	4	1138	155	4	0
1090	0	1	1091	156	4	1
2510	1	5	2778	157	4	1
4388	1	3	2806	158	4	0
2720	0	3	1878	159	4	1
2514	0	3	1616	160	4	1
2364	0	3	1965	161	4	1
2749	1	3	2631	162	4	0
3595	1	5	1767	163	4	1
3432	1	1	1951	164	4	0
2856	1	2	2751	165	4	1
3895	0	5	1835	166	5	1
4284	1	3	2395	167	5	0
1272	0	4	1407	168	5	0
2424	0	3	1689	169	5	0
3497	1	4	2717	170	5	0
972	0	1	2187	171	5	0
1545	1	4	1547	172	5	1
2303	1	5	1543	173	5	1
2048	1	5	2176	174	5	0
2043	0	3	1443	175	5	0
1121	0	1	1349	176	5	1
2107	0	5	829	177	5	1
3594	1	4	681	178	5	0
2199	1	4	2050	179	5	0
3920	1	5	1660	180	5	0
2270	0	3	1549	181	5	0
5509	1	5	3124	182	5	0
1527	0	2	1784	183	5	1
1181	0	2	1534	184	5	0
1343	0	2	1214	185	5	0
3674	1	2	3414	186	5	0
2181	1	1	3037	187	5	1
4462	1	3	1905	188	5	1
1362	0	3	1205	189	5	0
3540	1	3	2811	190	5	1
3872	1	2	1233	191	5	0
982	0	2	1636	192	5	0
3248	0	3	1225	193	5	0
4237	1	5	1435	194	5	1
3483	1	4	3014	195	5	1
2120	1	3	2145	196	5	0
4303	1	4	2695	197	5	0
4647	1	4	2245	198	5	0
2512	1	1	2994	199	5	0
1820	1	3	2130	200	5	1
