song_id,week,streams,release_date,weeks_since_release,playlist_follower,radio,adspend,genre
1,2017-11-27,416,2013-01-14,254,19189,0,0,rock
1,2017-12-04,405,2013-01-14,255,19568,0,0,rock
1,2017-12-11,324,2013-01-14,256,19881,0,0,rock
1,2017-12-18,496,2013-01-14,257,20204,0,97800,rock
1,2017-12-25,976,2013-01-14,258,20516,0,129660,rock
1,2018-01-01,1322,2013-01-14,259,20865,0,91500,rock
1,2018-01-08,1611,2013-01-14,260,21230,0,53640,rock
1,2018-01-15,1667,2013-01-14,261,21602,0,46321,rock
1,2018-01-22,1152,2013-01-14,262,21998,0,0,rock
1,2018-01-29,1061,2013-01-14,263,22347,0,0,rock
1,2018-02-05,1083,2013-01-14,264,23168,0,0,rock
1,2018-02-12,729,2013-01-14,265,23117,0,0,rock
1,2018-02-19,633,2013-01-14,266,23395,0,0,rock
1,2018-02-26,543,2013-01-14,267,23735,0,0,rock
1,2018-03-05,543,2013-01-14,268,24058,0,0,rock
1,2018-03-12,480,2013-01-14,269,24426,0,0,rock
1,2018-03-19,496,2013-01-14,270,24782,0,0,rock
1,2018-03-26,541,2013-01-14,271,25053,0,0,rock
1,2018-04-02,478,2013-01-14,272,25387,0,0,rock
1,2018-04-09,536,2013-01-14,273,25725,0,0,rock
1,2018-04-16,494,2013-01-14,274,26061,0,0,rock
1,2018-04-23,444,2013-01-14,275,26346,0,0,rock
1,2018-04-30,493,2013-01-14,276,26684,0,0,rock
1,2018-05-07,426,2013-01-14,277,26912,0,0,rock
1,2018-05-14,518,2013-01-14,278,27137,0,0,rock
1,2018-05-21,586,2013-01-14,279,27612,0,0,rock
1,2018-05-28,684,2013-01-14,280,27994,0,0,rock
1,2018-06-04,536,2013-01-14,281,28403,0,0,rock
1,2018-06-11,544,2013-01-14,282,28727,0,0,rock
1,2018-06-18,559,2013-01-14,283,29102,0,0,rock
1,2018-06-25,490,2013-01-14,284,29462,0,0,rock
1,2018-07-02,560,2013-01-14,285,29803,0,0,rock
1,2018-07-09,572,2013-01-14,286,30210,0,0,rock
1,2018-07-16,608,2013-01-14,287,30584,0,0,rock
1,2018-07-23,571,2013-01-14,288,31149,0,0,rock
1,2018-07-30,769,2013-01-14,289,31790,0,0,rock
1,2018-08-06,1020,2013-01-14,290,32426,0,0,rock
1,2018-08-13,683,2013-01-14,291,32923,0,0,rock
1,2018-08-20,660,2013-01-14,292,33472,0,0,rock
1,2018-08-27,843,2013-01-14,293,33962,0,0,rock
1,2018-09-03,824,2013-01-14,294,34464,0,0,rock
1,2018-09-10,664,2013-01-14,295,34939,0,0,rock
1,2018-09-17,598,2013-01-14,296,35387,0,0,rock
1,2018-09-24,574,2013-01-14,297,35842,0,0,rock
1,2018-10-01,628,2013-01-14,298,36256,0,0,rock
1,2018-10-08,616,2013-01-14,299,36766,0,0,rock
1,2018-10-15,607,2013-01-14,300,37229,0,0,rock
1,2018-10-22,569,2013-01-14,301,37746,0,0,rock
1,2018-10-29,753,2013-01-14,302,38436,0,0,rock
1,2018-11-05,705,2013-01-14,303,38887,0,0,rock
1,2018-11-12,709,2013-01-14,304,39268,0,0,rock
1,2018-11-19,638,2013-01-14,305,39670,0,0,rock
1,2018-11-26,643,2013-01-14,306,40098,0,0,rock
1,2018-12-03,665,2013-01-14,307,40452,0,0,rock
1,2018-12-10,866,2013-01-14,308,40853,0,0,rock
1,2018-12-17,1209,2013-01-14,309,41205,0,0,rock
1,2018-12-24,762,2013-01-14,310,41518,0,0,rock
1,2018-12-31,1068,2013-01-14,311,41867,0,0,rock
1,2019-01-07,666,2013-01-14,312,42238,0,0,rock
1,2019-01-14,783,2013-01-14,313,42614,0,0,rock
1,2019-01-21,681,2013-01-14,314,42956,0,0,rock
1,2019-01-28,645,2013-01-14,315,43259,0,0,rock
1,2019-02-04,733,2013-01-14,316,43524,0,0,rock
1,2019-02-11,690,2013-01-14,317,43858,0,0,rock
1,2019-02-18,736,2013-01-14,318,44163,0,0,rock
1,2019-02-25,699,2013-01-14,319,44487,0,0,rock
1,2019-03-04,673,2013-01-14,320,44772,0,0,rock
1,2019-03-11,780,2013-01-14,321,45070,0,0,rock
1,2019-03-18,805,2013-01-14,322,45378,0,0,rock
1,2019-03-25,723,2013-01-14,323,45710,0,0,rock
1,2019-04-01,730,2013-01-14,324,46042,0,0,rock
1,2019-04-08,727,2013-01-14,325,46375,0,0,rock
1,2019-04-15,656,2013-01-14,326,46657,0,0,rock
1,2019-04-22,561,2013-01-14,327,46987,0,0,rock
1,2019-04-29,577,2013-01-14,328,47292,0,0,rock
1,2019-05-06,629,2013-01-14,329,47685,0,0,rock
1,2019-05-13,559,2013-01-14,330,48048,0,0,rock
1,2019-05-20,489,2013-01-14,331,48413,0,0,rock
1,2019-05-27,509,2013-01-14,332,48740,0,0,rock
1,2019-06-03,494,2013-01-14,333,49075,0,0,rock
1,2019-06-10,483,2013-01-14,334,49335,0,0,rock
1,2019-06-17,497,2013-01-14,335,49888.5,0,0,rock
1,2019-06-24,474,2013-01-14,336,50442,0,0,rock
1,2019-07-01,484,2013-01-14,337,50901,0,0,rock
1,2019-07-08,483,2013-01-14,338,51284,0,0,rock
1,2019-07-15,498,2013-01-14,339,51638,0,0,rock
1,2019-07-22,526,2013-01-14,340,51988,0,0,rock
1,2019-07-29,579,2013-01-14,341,52360,0,0,rock
1,2019-08-05,551,2013-01-14,342,52722,0,0,rock
1,2019-08-12,541,2013-01-14,343,53110,0,0,rock
1,2019-08-19,540,2013-01-14,344,53508,0,0,rock
1,2019-08-26,504,2013-01-14,345,53907,0,0,rock
1,2019-09-02,587,2013-01-14,346,54284,0,0,rock
1,2019-09-09,619,2013-01-14,347,54651,0,0,rock
1,2019-09-16,673,2013-01-14,348,55181,0,0,rock
1,2019-09-23,578,2013-01-14,349,55712,0,0,rock
1,2019-09-30,1856,2013-01-14,350,56629,0,0,rock
1,2019-10-07,2532,2013-01-14,351,57235,0,0,rock
1,2019-10-14,1720,2013-01-14,352,57669,0,0,rock
1,2019-10-21,1393,2013-01-14,353,58059,0,0,rock
1,2019-10-28,1538,2013-01-14,354,58632,0,0,rock
1,2019-11-04,1136,2013-01-14,355,59026,0,0,rock
1,2019-11-11,1027,2013-01-14,356,59356,0,0,rock
1,2019-11-18,870,2013-01-14,357,59662,0,0,rock
1,2019-11-25,901,2013-01-14,358,59967,0,0,rock
1,2019-12-02,970,2013-01-14,359,60420,0,0,rock
1,2019-12-09,967,2013-01-14,360,60824,0,0,rock
1,2019-12-16,889,2013-01-14,361,61239,0,0,rock
1,2019-12-23,652,2013-01-14,362,61582,0,0,rock
2,2017-01-02,3345,2015-03-16,94,186189,0,0,classic
2,2017-01-09,3590,2015-03-16,95,186843,0,0,classic
2,2017-01-16,3110,2015-03-16,96,187400,0,0,classic
2,2017-01-23,3217,2015-03-16,97,187935,0,0,classic
2,2017-01-30,2939,2015-03-16,98,188459,0,0,classic
2,2017-02-06,3103,2015-03-16,99,189010,0,0,classic
2,2017-02-13,3210,2015-03-16,100,189468,0,0,classic
2,2017-02-20,3093,2015-03-16,101,190225,0,0,classic
2,2017-02-27,3066,2015-03-16,102,191197,0,0,classic
2,2017-03-06,3270,2015-03-16,103,192062,0,0,classic
2,2017-03-13,3248,2015-03-16,104,192719,0,0,classic
2,2017-03-20,3805,2015-03-16,105,193228,0,0,classic
2,2017-03-27,3876,2015-03-16,106,137267,0,0,classic
2,2017-04-03,3622,2015-03-16,107,181101,0,0,classic
2,2017-04-10,4110,2015-03-16,108,182352,0,0,classic
2,2017-04-17,3527,2015-03-16,109,183380,0,0,classic
2,2017-04-24,4257,2015-03-16,110,184384,0,0,classic
2,2017-05-01,3201,2015-03-16,111,185365,0,0,classic
2,2017-05-08,3382,2015-03-16,112,186273,0,0,classic
2,2017-05-15,3399,2015-03-16,113,187251,0,0,classic
2,2017-05-22,3832,2015-03-16,114,188763,0,0,classic
2,2017-05-29,3643,2015-03-16,115,189889,0,0,classic
2,2017-06-05,3801,2015-03-16,116,190905,0,0,classic
2,2017-06-12,3215,2015-03-16,117,162095,0,0,classic
2,2017-06-19,3163,2015-03-16,118,162851,0,0,classic
2,2017-06-26,3132,2015-03-16,119,163800,0,0,classic
2,2017-07-03,2828,2015-03-16,120,164930,0,0,classic
2,2017-07-10,3034,2015-03-16,121,165693,0,0,classic
2,2017-07-17,2994,2015-03-16,122,166801,0,0,classic
2,2017-07-24,3706,2015-03-16,123,168070,0,0,classic
2,2017-07-31,3661,2015-03-16,124,169091,0,0,classic
2,2017-08-07,3451,2015-03-16,125,170530,0,0,classic
2,2017-08-14,2878,2015-03-16,126,171058,0,0,classic
2,2017-08-21,2965,2015-03-16,127,172073,0,0,classic
2,2017-08-28,2891,2015-03-16,128,172908,0,0,classic
2,2017-09-04,3102,2015-03-16,129,173750,0,0,classic
2,2017-09-11,3076,2015-03-16,130,172221,0,0,classic
2,2017-09-18,3371,2015-03-16,131,173509,0,0,classic
2,2017-09-25,3449,2015-03-16,132,174269,0,0,classic
2,2017-10-02,3942,2015-03-16,133,167023,0,0,classic
2,2017-10-09,3509,2015-03-16,134,167719,0,0,classic
2,2017-10-16,3568,2015-03-16,135,168360,0,0,classic
2,2017-10-23,3888,2015-03-16,136,169022,0,0,classic
2,2017-10-30,4040,2015-03-16,137,169538,0,0,classic
2,2017-11-06,3506,2015-03-16,138,173525,0,0,classic
2,2017-11-13,3528,2015-03-16,139,173425,0,0,classic
2,2017-11-20,3632,2015-03-16,140,173757,0,0,classic
2,2017-11-27,3512,2015-03-16,141,174421,0,0,classic
2,2017-12-04,3115,2015-03-16,142,175072,0,0,classic
2,2017-12-11,3533,2015-03-16,143,175847,0,0,classic
2,2017-12-18,4021,2015-03-16,144,176337,0,0,classic
2,2017-12-25,4198,2015-03-16,145,177375,0,0,classic
2,2018-01-01,3491,2015-03-16,146,178091,0,0,classic
2,2018-01-08,3690,2015-03-16,147,179198,0,0,classic
2,2018-01-15,3800,2015-03-16,148,179960,0,0,classic
2,2018-01-22,3684,2015-03-16,149,180690,0,0,classic
2,2018-01-29,3893,2015-03-16,150,181460,0,0,classic
2,2018-02-05,3679,2015-03-16,151,182447,0,0,classic
2,2018-02-12,3780,2015-03-16,152,180870,0,0,classic
2,2018-02-19,3487,2015-03-16,153,181653,0,0,classic
2,2018-02-26,4038,2015-03-16,154,182474,0,0,classic
2,2018-03-05,3554,2015-03-16,155,183274,0,0,classic
2,2018-03-12,3771,2015-03-16,156,184015,0,0,classic
2,2018-03-19,3482,2015-03-16,157,184820,0,0,classic
2,2018-03-26,3247,2015-03-16,158,128418,0,0,classic
2,2018-04-02,3639,2015-03-16,159,128878,0,0,classic
2,2018-04-09,3273,2015-03-16,160,129366,0,0,classic
2,2018-04-16,3477,2015-03-16,161,130085,0,0,classic
2,2018-04-23,3059,2015-03-16,162,130972,0,0,classic
2,2018-04-30,2999,2015-03-16,163,131643,0,0,classic
2,2018-05-07,2914,2015-03-16,164,132250,0,440,classic
2,2018-05-14,2992,2015-03-16,165,132658,0,0,classic
2,2018-05-21,3122,2015-03-16,166,130508,0,0,classic
2,2018-05-28,2773,2015-03-16,167,131075,0,0,classic
2,2018-06-04,2779,2015-03-16,168,131450,0,0,classic
2,2018-06-11,2402,2015-03-16,169,131870,0,0,classic
2,2018-06-18,2328,2015-03-16,170,132358,0,0,classic
2,2018-06-25,2288,2015-03-16,171,132830,0,0,classic
2,2018-07-02,2664,2015-03-16,172,151817,0,0,classic
2,2018-07-09,2952,2015-03-16,173,152938,0,0,classic
2,2018-07-16,2640,2015-03-16,174,134385,0,0,classic
2,2018-07-23,2473,2015-03-16,175,134801,0,0,classic
2,2018-07-30,2226,2015-03-16,176,135156,0,0,classic
2,2018-08-06,2407,2015-03-16,177,135582,0,0,classic
2,2018-08-13,2169,2015-03-16,178,135976,0,0,classic
2,2018-08-20,2488,2015-03-16,179,136399,0,0,classic
2,2018-08-27,2212,2015-03-16,180,136853,0,0,classic
2,2018-09-03,2585,2015-03-16,181,137230,0,0,classic
2,2018-09-10,2294,2015-03-16,182,137651,0,0,classic
2,2018-09-17,2338,2015-03-16,183,138108,0,0,classic
2,2018-09-24,2531,2015-03-16,184,138495,0,0,classic
2,2018-10-01,2508,2015-03-16,185,138887,0,0,classic
2,2018-10-08,2552,2015-03-16,186,139419,0,0,classic
2,2018-10-15,2616,2015-03-16,187,139990,0,0,classic
2,2018-10-22,2445,2015-03-16,188,140427,0,0,classic
2,2018-10-29,2592,2015-03-16,189,140888,0,0,classic
2,2018-11-05,2881,2015-03-16,190,141301,0,0,classic
2,2018-11-12,2842,2015-03-16,191,141924,0,0,classic
2,2018-11-19,2566,2015-03-16,192,142637,0,0,classic
2,2018-11-26,2713,2015-03-16,193,143052,0,0,classic
2,2018-12-03,4220,2015-03-16,194,143367,0,0,classic
2,2018-12-10,5414,2015-03-16,195,143740,0,0,classic
2,2018-12-17,4811,2015-03-16,196,144081,0,0,classic
2,2018-12-24,4414,2015-03-16,197,144473,0,0,classic
2,2018-12-31,4511,2015-03-16,198,144883,0,0,classic
2,2019-01-07,4215,2015-03-16,199,145585,0,0,classic
2,2019-01-14,4039,2015-03-16,200,145951,0,0,classic
2,2019-01-21,3974,2015-03-16,201,146293,0,0,classic
2,2019-01-28,3956,2015-03-16,202,146662,0,0,classic
2,2019-02-04,3715,2015-03-16,203,146977,0,0,classic
2,2019-02-11,3539,2015-03-16,204,147312,0,0,classic
2,2019-02-18,3655,2015-03-16,205,147700,0,0,classic
2,2019-02-25,3149,2015-03-16,206,147989,0,0,classic
2,2019-03-04,3284,2015-03-16,207,148380,0,0,classic
2,2019-03-11,3382,2015-03-16,208,148701,0,0,classic
2,2019-03-18,3659,2015-03-16,209,148989,0,0,classic
2,2019-03-25,3410,2015-03-16,210,149286,0,0,classic
2,2019-04-01,3216,2015-03-16,211,150948,0,0,classic
2,2019-04-08,3452,2015-03-16,212,151332,0,0,classic
2,2019-04-15,3199,2015-03-16,213,151795,0,0,classic
2,2019-04-22,3180,2015-03-16,214,152159,0,0,classic
2,2019-04-29,3452,2015-03-16,215,152524,0,0,classic
2,2019-05-06,3143,2015-03-16,216,152872,0,0,classic
2,2019-05-13,3196,2015-03-16,217,153238,0,0,classic
2,2019-05-20,3415,2015-03-16,218,153629,0,0,classic
2,2019-05-27,3141,2015-03-16,219,154077,0,0,classic
2,2019-06-03,2970,2015-03-16,220,154474,0,0,classic
2,2019-06-10,2953,2015-03-16,221,154687,0,0,classic
2,2019-06-17,3047,2015-03-16,222,155146,0,0,classic
2,2019-06-24,3162,2015-03-16,223,155605,0,0,classic
2,2019-07-01,2818,2015-03-16,224,156069,0,0,classic
2,2019-07-08,3021,2015-03-16,225,156589,0,0,classic
2,2019-07-15,2955,2015-03-16,226,157155,0,0,classic
2,2019-07-22,2827,2015-03-16,227,157730,0,0,classic
2,2019-07-29,2752,2015-03-16,228,158240,0,0,classic
2,2019-08-05,2738,2015-03-16,229,158714,0,0,classic
2,2019-08-12,2655,2015-03-16,230,159201,0,0,classic
2,2019-08-19,3347,2015-03-16,231,159661,0,0,classic
2,2019-08-26,2704,2015-03-16,232,160081,0,0,classic
2,2019-09-02,2879,2015-03-16,233,160377,0,0,classic
2,2019-09-09,2707,2015-03-16,234,160746,0,0,classic
2,2019-09-16,2828,2015-03-16,235,161120,0,0,classic
2,2019-09-23,2934,2015-03-16,236,161419,0,0,classic
2,2019-09-30,2990,2015-03-16,237,161777,0,0,classic
2,2019-10-07,2727,2015-03-16,238,162159,0,0,classic
2,2019-10-14,3050,2015-03-16,239,162495,0,0,classic
2,2019-10-21,2891,2015-03-16,240,162847,0,0,classic
2,2019-10-28,2834,2015-03-16,241,163249,0,0,classic
2,2019-11-04,2851,2015-03-16,242,163524,0,0,classic
2,2019-11-11,2899,2015-03-16,243,163910,0,0,classic
2,2019-11-18,2753,2015-03-16,244,164404,0,0,classic
2,2019-11-25,2799,2015-03-16,245,164869,0,0,classic
2,2019-12-02,3608,2015-03-16,246,165332,0,0,classic
2,2019-12-09,3462,2015-03-16,247,165703,0,0,classic
2,2019-12-16,2945,2015-03-16,248,166076,0,0,classic
2,2019-12-23,2989,2015-03-16,249,166473,0,0,classic
3,2017-01-02,669,2016-06-13,29,181121,0,0,pop
3,2017-01-09,780,2016-06-13,30,322716,0,0,pop
3,2017-01-16,717,2016-06-13,31,325295,0,0,pop
3,2017-01-23,615,2016-06-13,32,326061,0,0,pop
3,2017-01-30,708,2016-06-13,33,281367,0,0,pop
3,2017-02-06,582,2016-06-13,34,286880,0,0,pop
3,2017-02-13,636,2016-06-13,35,296217,0,0,pop
3,2017-02-20,793,2016-06-13,36,288135,0,0,pop
3,2017-02-27,755,2016-06-13,37,289130,0,0,pop
3,2017-03-06,713,2016-06-13,38,297161,0,0,pop
3,2017-03-13,702,2016-06-13,39,301000,0,0,pop
3,2017-03-20,740,2016-06-13,40,276864,0,0,pop
3,2017-03-27,690,2016-06-13,41,278058,0,0,pop
3,2017-04-03,550,2016-06-13,42,288430,0,0,pop
3,2017-04-10,630,2016-06-13,43,285906,0,0,pop
3,2017-04-17,747,2016-06-13,44,287672,0,0,pop
3,2017-04-24,536,2016-06-13,45,162794,0,0,pop
3,2017-05-01,476,2016-06-13,46,157496,0,0,pop
3,2017-05-08,576,2016-06-13,47,177880,0,0,pop
3,2017-05-15,514,2016-06-13,48,171104,0,0,pop
3,2017-05-22,431,2016-06-13,49,164185,0,0,pop
3,2017-05-29,400,2016-06-13,50,170998,0,0,pop
3,2017-06-05,45443,2016-06-13,51,582545,0,0,pop
3,2017-06-12,31264,2016-06-13,52,589611,0,0,pop
3,2017-06-19,9609,2016-06-13,53,234204,0,0,pop
3,2017-06-26,7620,2016-06-13,54,912956,0,0,pop
3,2017-07-03,10999,2016-06-13,55,1010384,0,0,pop
3,2017-07-10,9769,2016-06-13,56,1012170,0,0,pop
3,2017-07-17,9425,2016-06-13,57,1034120,0,0,pop
3,2017-07-24,6434,2016-06-13,58,914560,0,0,pop
3,2017-07-31,6200,2016-06-13,59,928790,0,0,pop
3,2017-08-07,9301,2016-06-13,60,929693,0,0,pop
3,2017-08-14,9927,2016-06-13,61,1232278,0,0,pop
3,2017-08-21,17234,2016-06-13,62,1176684,0,81094,pop
3,2017-08-28,18022,2016-06-13,63,1148418,0,189700,pop
3,2017-09-04,18839,2016-06-13,64,1148900,0,22208,pop
3,2017-09-11,20442,2016-06-13,65,1120992,0,44352,pop
3,2017-09-18,16782,2016-06-13,66,1127529,0,42592,pop
3,2017-09-25,7786,2016-06-13,67,168212,0,34692,pop
3,2017-10-02,7944,2016-06-13,68,168625,0,0,pop
3,2017-10-09,18932,2016-06-13,69,154819,0,0,pop
3,2017-10-16,8542,2016-06-13,70,143486,0,0,pop
3,2017-10-23,5167,2016-06-13,71,143737,0,0,pop
3,2017-10-30,4795,2016-06-13,72,144062,0,0,pop
3,2017-11-06,3254,2016-06-13,73,128408,0,0,pop
3,2017-11-13,2449,2016-06-13,74,127990,0,0,pop
3,2017-11-20,2543,2016-06-13,75,120887,0,0,pop
3,2017-11-27,3354,2016-06-13,76,120993,0,0,pop
3,2017-12-04,3620,2016-06-13,77,121105,0,0,pop
3,2017-12-11,3561,2016-06-13,78,121261,0,0,pop
3,2017-12-18,2620,2016-06-13,79,121341,0,0,pop
3,2017-12-25,2718,2016-06-13,80,121452,0,0,pop
3,2018-01-01,2541,2016-06-13,81,121449,0,0,pop
3,2018-01-08,2385,2016-06-13,82,121533,0,0,pop
3,2018-01-15,3248,2016-06-13,83,121745,0,0,pop
3,2018-01-22,2959,2016-06-13,84,121935,0,0,pop
3,2018-01-29,2686,2016-06-13,85,122144,0,0,pop
3,2018-02-05,2209,2016-06-13,86,122307,0,0,pop
3,2018-02-12,2178,2016-06-13,87,122630,0,0,pop
3,2018-02-19,2674,2016-06-13,88,123000,0,0,pop
3,2018-02-26,1960,2016-06-13,89,123683,0,0,pop
3,2018-03-05,1874,2016-06-13,90,96696,0,0,pop
3,2018-03-12,2081,2016-06-13,91,97046,0,0,pop
3,2018-03-19,2088,2016-06-13,92,97363,0,0,pop
3,2018-03-26,1981,2016-06-13,93,96598,0,0,pop
3,2018-04-02,1840,2016-06-13,94,96704,0,0,pop
3,2018-04-09,1550,2016-06-13,95,96982,0,0,pop
3,2018-04-16,2681,2016-06-13,96,97126,0,0,pop
3,2018-04-23,1825,2016-06-13,97,97290,0,0,pop
3,2018-04-30,1908,2016-06-13,98,97476,0,0,pop
3,2018-05-07,1572,2016-06-13,99,97663,0,0,pop
3,2018-05-14,1936,2016-06-13,100,97805,0,0,pop
3,2018-05-21,1613,2016-06-13,101,97892,0,0,pop
3,2018-05-28,1385,2016-06-13,102,97993,0,0,pop
3,2018-06-04,1511,2016-06-13,103,98084,0,0,pop
3,2018-06-11,1661,2016-06-13,104,98320,0,0,pop
3,2018-06-18,1438,2016-06-13,105,98349,0,0,pop
3,2018-06-25,1358,2016-06-13,106,98549,0,0,pop
3,2018-07-02,1179,2016-06-13,107,98756,0,0,pop
3,2018-07-09,998,2016-06-13,108,98814,0,0,pop
3,2018-07-16,1063,2016-06-13,109,84493,0,0,pop
3,2018-07-23,1310,2016-06-13,110,84543,0,0,pop
3,2018-07-30,1742,2016-06-13,111,84573,0,0,pop
3,2018-08-06,1094,2016-06-13,112,84638,0,0,pop
3,2018-08-13,935,2016-06-13,113,84625,0,0,pop
3,2018-08-20,898,2016-06-13,114,84616,0,0,pop
3,2018-08-27,757,2016-06-13,115,84679,0,0,pop
3,2018-09-03,875,2016-06-13,116,84667,0,0,pop
3,2018-09-10,910,2016-06-13,117,84676,0,0,pop
3,2018-09-17,705,2016-06-13,118,84694,0,0,pop
3,2018-09-24,786,2016-06-13,119,84708,0,0,pop
3,2018-10-01,759,2016-06-13,120,84703,0,0,pop
3,2018-10-08,779,2016-06-13,121,84713,0,0,pop
3,2018-10-15,928,2016-06-13,122,84716,0,0,pop
3,2018-10-22,876,2016-06-13,123,84697,0,0,pop
3,2018-10-29,691,2016-06-13,124,84673,0,0,pop
3,2018-11-05,736,2016-06-13,125,84631,0,0,pop
3,2018-11-12,716,2016-06-13,126,84675,0,0,pop
3,2018-11-19,583,2016-06-13,127,84740,0,0,pop
3,2018-11-26,515,2016-06-13,128,84749,0,0,pop
3,2018-12-03,712,2016-06-13,129,84755,0,0,pop
3,2018-12-10,756,2016-06-13,130,84803,0,0,pop
3,2018-12-17,680,2016-06-13,131,84812,0,0,pop
3,2018-12-24,527,2016-06-13,132,84819,0,0,pop
3,2018-12-31,594,2016-06-13,133,84881,0,0,pop
3,2019-01-07,511,2016-06-13,134,84909,0,0,pop
3,2019-01-14,585,2016-06-13,135,84908,0,0,pop
3,2019-01-21,560,2016-06-13,136,84921,0,0,pop
3,2019-01-28,567,2016-06-13,137,84968,0,0,pop
3,2019-02-04,569,2016-06-13,138,84965,0,0,pop
3,2019-02-11,585,2016-06-13,139,85027,0,0,pop
3,2019-02-18,572,2016-06-13,140,85078,0,0,pop
3,2019-02-25,503,2016-06-13,141,85135,0,0,pop
3,2019-03-04,450,2016-06-13,142,13071,0,0,pop
3,2019-03-11,558,2016-06-13,143,13128,0,0,pop
3,2019-03-18,464,2016-06-13,144,13183,0,0,pop
3,2019-03-25,573,2016-06-13,145,13230,0,0,pop
3,2019-04-01,480,2016-06-13,146,13282,0,0,pop
3,2019-04-08,510,2016-06-13,147,13336,0,0,pop
3,2019-04-15,512,2016-06-13,148,13412,0,0,pop
3,2019-04-22,477,2016-06-13,149,13518,0,0,pop
3,2019-04-29,490,2016-06-13,150,13597,0,0,pop
3,2019-05-06,503,2016-06-13,151,13739,0,0,pop
3,2019-05-13,482,2016-06-13,152,13897,0,0,pop
3,2019-05-20,553,2016-06-13,153,14034,0,0,pop
3,2019-05-27,550,2016-06-13,154,9152,0,0,pop
3,2019-06-03,521,2016-06-13,155,9281,0,0,pop
3,2019-06-10,493,2016-06-13,156,9359,0,0,pop
3,2019-06-17,503,2016-06-13,157,9444.5,0,0,pop
3,2019-06-24,654,2016-06-13,158,9530,0,0,pop
3,2019-07-01,657,2016-06-13,159,9587,0,0,pop
3,2019-07-08,568,2016-06-13,160,10285,0,0,pop
3,2019-07-15,495,2016-06-13,161,10391,0,0,pop
3,2019-07-22,531,2016-06-13,162,39561,0,0,pop
3,2019-07-29,528,2016-06-13,163,39685,0,0,pop
3,2019-08-05,531,2016-06-13,164,10635,0,0,pop
3,2019-08-12,447,2016-06-13,165,10717,0,0,pop
3,2019-08-19,502,2016-06-13,166,10782,0,0,pop
3,2019-08-26,445,2016-06-13,167,10861,0,0,pop
3,2019-09-02,457,2016-06-13,168,10932,0,0,pop
3,2019-09-09,467,2016-06-13,169,11006,0,0,pop
3,2019-09-16,504,2016-06-13,170,11065,0,0,pop
3,2019-09-23,447,2016-06-13,171,11131,0,0,pop
