StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q39,Q42_1,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q8_1,Q8_2,Q8_3,Q8_4,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q45_1,Q47_1,Q63_1,Q63_2,Q63_3,Q63_4,Q63_5,Q63_6,Q63_7,Q63_8,Q18_1_1,Q18_1_2,Q18_1_3,Q18_1_4,Q18_1_5,Q18_1_6,Q18_1_7,Q18_1_8,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q17,Q46,Q29,Q30,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q22,Q23,Q27,Q27_2_TEXT,Q24,Q40,Q25,Q25_6_TEXT,Q26,Q48,Q49,Q45,Q18_1_1 - Topics
2017-11-01 21:09:28,2017-11-01 21:16:37,0,80.110.65.215,100,428,1,2017-11-01 21:16:37,R_3IWZc8ITxhGFD51,,,,,48.216705322266,16.399993896484,anonymous,EN,"1,2,3,4,5,6,7,8",69,5,3,3,4,5,1,1,5,5,2,3,1,5,1,4,1,2,3,3,8,3,4,4,3,4,2,2,5,1,4,2,2,4,2,4,2,2,2,2€,1€,2€,"2,5€","1,5€",1€,"1,2€","0,9€",4,4,4,5,5,3,3,5,2,1,1,1,"2,3,4",3,5,5,5,3,2,1,1,4,1,5,1,2,1,,2,2,3,,3,1,2,,Unknown
2017-11-01 21:08:47,2017-11-01 21:19:12,0,91.119.177.248,100,624,1,2017-11-01 21:19:12,R_1kSPHdS1wk2UbOY,,,,,47.799392700195,13.044006347656,anonymous,EN,"1,2,3,4,5,6,7,8",57,5,4,4,3,4,4,1,5,5,4,4,4,4,2,4,5,7,8,6,3,4,3,4,4,2,5,4,5,2,5,5,3,2,2,4,2,2,3,€3,€2,€5,€6,€1.90,€1.50,€4,€2.50,5,5,5,5,4,4,4,4,2,1,2,1,"1,3",4,5,4,2,5,5,4,4,4,3,3,2,2,1,,3,2,4,,5,1,2,,Unknown
2017-11-01 21:05:43,2017-11-01 21:19:55,0,77.119.128.140,100,851,1,2017-11-01 21:19:55,R_eVsQddf7ZC5UOFb,,,,,48.195205688477,16.350296020508,anonymous,EN,"1,2,3,4,5,6,7,8",70,5,4,4,1,4,1,1,5,5,3,4,4,4,2,4,3,7,5,7,4,4,4,3,4,3,4,4,4,2,2,4,3,3,3,3,2,2,2,€3,€2.5,€3,€4,€2.5,€2,€3,€3,3,5,4,4,4,3,4,4,1,2,1,2,3,2,2,4,4,5,4,2,3,4,2,3,1,2,1,,2,2,3,,4,2,2,,Unknown
2017-11-01 21:08:55,2017-11-01 21:20:23,0,78.150.152.188,100,688,1,2017-11-01 21:20:23,R_25RaSrrUJpkQUT2,,,,,52.966705322266,-1.1667022705078,anonymous,EN,"1,2,3,4,5,6,7,8",31,4,5,3,3,4,1,1,5,5,4,3,4,5,1,4,2,7,7,6,6,4,3,4,2,2,4,4,5,2,2,4,3,2,2,3,2,2,3,2.5,2.0,3,3.5,3,2,2.5,2.5,2,4,3,4,3,1,2,4,1,1,1,1,"1,2,3,4",4,4,3,3,4,4,2,2,3,2,3,2,2,1,,2,2,4,,4,1,1,,Unknown
2017-11-01 21:04:55,2017-11-01 21:23:08,0,91.141.2.96,100,1093,1,2017-11-01 21:23:09,R_21pTVWFUSGf7V48,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,6,7,8",0,3,4,4,1,1,1,1,5,4,3,2,2,4,2,5,3,3,6,8,7,3,2,5,3,4,4,4,5,3,4,5,3,3,2,2,3,1,3,3,2.5,2.5,3.5,2.5,2.5,3.5,3.5,4,4,4,5,3,3,4,5,2,1,2,1,4,4,5,4,5,5,5,5,4,5,1,3,1,2,1,,1,2,1,,1,2,2,,Unknown
2017-11-01 21:18:54,2017-11-01 21:26:15,0,80.110.96.236,100,440,1,2017-11-01 21:26:15,R_w505CB2LpzuvEGZ,,,,,48.195205688477,16.350296020508,anonymous,EN,"1,2,3,4,5,6,7,8",60,5,4,5,4,3,3,1,5,5,3,5,2,4,3,4,2,3,6,7,7,4,4,4,1,4,3,2,5,4,2,5,3,3,4,4,2,2,3,"2,5","1,5",3,3,2,2,1,1,5,5,5,5,4,5,5,5,2,2,2,1,"1,2",3,5,5,5,3,4,5,3,5,3,3,1,2,1,,1,1,2,,3,1,2,,Unknown
2017-11-01 21:17:56,2017-11-01 21:29:04,0,212.186.232.218,100,667,1,2017-11-01 21:29:04,R_3PbIH0kKnYDXaDf,,,,,48.216705322266,16.350006103516,anonymous,EN,"1,2,3,4,5,6,7,8",51,5,4,5,1,1,1,1,5,5,4,4,1,5,1,5,2,2,6,7,8,5,4,5,1,5,4,2,5,3,3,1,3,3,2,5,3,5,3,3.0,2.5,3.5,4.5,2.5,1.5,1.5,1.5,5,4,4,5,5,2,4,5,2,2,1,2,4,5,3,2,2,5,5,5,5,5,1,1,2,2,1,,2,1,1,,4,1,2,,Unknown
2017-11-01 21:23:27,2017-11-01 21:30:12,0,46.125.249.55,100,405,1,2017-11-01 21:30:13,R_2whJ5Q5nI4TR6Gq,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,7,8",49,4,4,5,3,3,1,1,5,5,4,4,4,5,1,5,4,6,7,6,6,4,3,5,4,2,3,4,3,3,1,5,3,3,2,3,3,2,3,"2,00","1,50","3,00","3,00","2,20","2,00","2,20","2,00",3,4,5,5,5,3,5,5,1,2,1,2,"1,3",2,2,2,4,4,1,5,4,5,1,5,2,2,1,,1,1,3,,4,2,1,,Unknown
2017-11-01 21:24:45,2017-11-01 21:32:42,0,90.96.37.25,100,476,1,2017-11-01 21:32:42,R_ageu71GOp107fhf,,,,,48.858200073242,2.3386993408203,anonymous,EN,"1,2,3,4,5,7",51,4,4,3,3,4,3,1,4,4,1,4,1,1,4,4,1,4,1,6,8,4,2,4,1,2,3,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,4,4,4,5,4,4,4,4,2,1,2,2,"1,2",3,4,3,3,3,1,3,3,3,3,3,4,1,1,,2,2,5,,4,2,2,,Unknown
2017-11-01 21:08:21,2017-11-01 21:32:57,0,85.127.34.55,100,1475,1,2017-11-01 21:32:57,R_1Nqe1MU8xd6sFjP,,,,,47.083297729492,15.541702270508,anonymous,EN,"1,2,3,4,5,7,8",20,3,5,1,1,3,1,1,5,5,3,4,3,5,1,4,1,6,5,7,7,5,4,5,1,2,2,3,5,2,2,5,2,3,3,3,3,2,3,€2.8,€2.0,2.0,3.0,2.0,1.5,1.80,1.10,5,3,3,4,4,2,2,4,2,1,1,1,"2,4",5,4,4,5,5,2,3,3,4,2,5,1,2,1,,1,1,1,,3,1,2,"I liked the pictures, it's more fun to fill in the questionnaire with pictures. If the test would be a little shorter, maybe more people would have finished it. I also had the feeling that the bar at the end of the page with de percent was not equal to the amount of work, so maybe it would be an idea to make the questions similar long. It would have been really cool to have the possibility to get the result of the questionnaire and your interpretations and researches per mail.",Unknown
2017-11-01 21:18:57,2017-11-01 21:34:06,0,88.117.64.129,100,908,1,2017-11-01 21:34:06,R_3j8s7G4LIIlcHDw,,,,,48.207702636719,16.370498657227,anonymous,EN,"1,2,3,4,5,6,7,8",150,4,3,4,5,3,3,1,4,4,2,5,2,3,1,4,3,2,2,7,6,5,4,3,3,4,1,4,4,3,3,4,3,3,4,4,2,2,2,1.5,1.8,2.0,2.9,2.5,2.0,1.3,1.8,1,4,4,4,4,4,3,3,1,2,2,1,"1,3",1,5,4,4,3,1,4,4,5,1,1,4,2,1,,4,2,3,,4,1,2,,Unknown
2017-11-01 21:20:03,2017-11-01 21:36:35,0,213.225.9.211,100,992,1,2017-11-01 21:36:35,R_9KXjLrbN48cmczn,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,6,7,8",39,5,5,5,3,4,1,1,4,4,4,5,4,5,2,4,2,6,6,8,4,4,4,5,2,4,4,4,4,4,2,5,3,5,2,4,2,2,4,€3,€1.80,€3,€4,€3.50,€2,€3,€2,3,5,4,5,5,2,4,5,1,2,2,1,"1,4",1,5,5,4,5,4,5,2,5,1,4,2,2,1,,2,1,1,,4,1,1,,Unknown
2017-11-01 21:35:59,2017-11-01 21:53:35,0,91.115.142.29,100,1055,1,2017-11-01 21:53:36,R_1pDn4mGrhwUFdEV,,,,,48.185699462891,13.304397583008,anonymous,EN,"1,2,3,5,7,8",26,4,4,4,3,4,3,1,4,5,3,4,3,5,3,5,2,5,5,8,8,4,4,3,2,3,3,2,5,3,2,4,3,3,2,3,2,3,2,"3,00","1,20","0,80","1,2","2,5","1,50","1,05","0,80",4,2,5,3,4,3,4,3,2,2,1,1,"3,4",4,4,4,4,3,3,4,4,5,2,2,2,2,1,,2,1,1,,4,1,1,"for the question Who does usually your shopping the option ""somebody else and I"" is missing",Unknown
