streams_sd	online_advertising	customer_rating	streams_hd	movieID	genre	academy_award
3153	0	4	2090	85	3	1
2598	0	5	2044	86	3	0
3286	1	4	686	87	3	1
2023	0	3	1678	88	3	1
4005	1	3	2813	89	3	1
3251	1	3	2124	90	3	0
2566	0	4	1736	91	3	1
3782	1	5	2409	92	3	1
2289	0	3	1193	93	3	1
1689	0	2	1435	94	3	1
3137	0	5	741	95	3	1
3560	0	5	1555	96	3	0
2009	0	4	1505	97	3	1
2721	1	2	2656	98	3	0
4022	1	5	2629	99	3	1
3825	1	5	2014	100	3	1
2674	0	5	1570	101	3	1
2213	1	4	1788	102	3	1
2889	1	3	2054	103	3	0
1661	0	2	1682	104	3	1
4226	1	2	1137	105	3	1
3194	0	5	2013	106	3	0
3734	1	3	1437	107	3	1
3032	1	3	1639	108	3	0
1100	0	1	1928	109	4	0
2681	1	5	1627	110	4	1
4069	1	5	3475	111	4	0
1868	1	5	1896	112	4	1
3270	1	4	2578	113	4	0
2558	0	4	1986	114	4	1
2235	0	2	568	115	4	1
4555	1	5	2220	116	4	0
3144	1	5	2302	117	4	1
890	0	1	1636	118	4	0
5510	1	3	1222	119	4	1
5025	1	5	2114	120	4	1
3534	1	3	1582	121	4	0
2021	1	4	2983	122	4	1
3208	1	2	986	123	4	1
2924	1	1	1060	124	4	0
3755	1	5	3437	125	4	0
4646	1	5	1432	126	4	0
1963	0	3	2148	127	4	0
1882	1	3	1450	128	4	0
982	0	2	2093	129	4	0
2448	0	4	1070	130	4	0
1766	0	2	1326	131	4	0
2484	0	4	2069	132	4	0
2058	1	5	3466	133	4	1
1428	0	3	1272	134	4	0
2993	1	5	3030	135	4	0
3279	1	5	1275	136	4	1
4123	1	5	3387	137	4	0
3732	0	5	804	138	4	1
4088	1	5	1655	139	4	0
1790	1	4	2457	140	4	0
1240	0	1	2345	141	4	0
1121	0	1	1810	142	4	0
3697	0	5	1143	143	4	0
2682	0	3	1228	144	4	0
1209	0	1	1775	145	4	1
3136	1	5	1791	146	4	0
2461	0	4	1239	147	4	0
1817	0	2	1208	148	4	1
855	0	1	1446	149	4	0
2465	0	3	836	150	4	1
4394	1	4	2313	151	4	0
3751	1	5	2114	152	4	0
4539	1	5	2552	153	4	0
2867	0	4	1185	154	4	0
2370	1	2	1723	155	4	0
2534	0	3	1862	156	4	0
2390	0	3	2032	157	4	0
3603	1	4	2606	158	4	0
4502	1	5	2490	159	4	1
2780	1	3	965	160	4	1
2250	0	5	2329	161	4	1
3407	1	4	2459	162	4	1
1195	0	3	2181	163	4	0
1828	1	5	1611	164	4	1
1817	0	3	1037	165	4	1
1988	1	4	2223	166	5	0
4088	0	4	1334	167	5	1
4811	1	3	1864	168	5	0
4810	1	4	2644	169	5	0
3182	1	4	2192	170	5	0
2295	1	3	1919	171	5	0
3545	0	5	1687	172	5	1
2991	0	4	2132	173	5	1
3640	0	4	1302	174	5	1
4069	1	5	2998	175	5	1
1881	0	3	739	176	5	0
3523	0	5	1978	177	5	0
4490	0	5	2225	178	5	0
3845	0	5	1899	179	5	0
968	0	1	1211	180	5	0
1307	0	2	1814	181	5	0
2082	1	3	1360	182	5	0
4399	0	5	2340	183	5	0
872	0	1	841	184	5	0
1664	1	1	2812	185	5	1
3936	1	4	2215	186	5	0
3108	0	4	988	187	5	1
2029	1	1	2092	188	5	0
1209	0	1	1920	189	5	0
2292	0	2	849	190	5	1
2367	0	3	987	191	5	0
1696	0	2	1816	192	5	0
4123	1	5	1578	193	5	1
2772	1	5	931	194	5	1
3700	1	3	2689	195	5	1
3933	1	5	2707	196	5	0
1391	0	2	1082	197	5	0
1963	0	3	1344	198	5	1
2978	1	4	594	199	5	0
993	0	3	1369	200	5	0
