StartDate,EndDate,Status,IPAddress,Progress,Duration__in_seconds,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3_1,Q3_2,Q3_3,Q3_4,Q3_4_TEXT,Q4_1,Q4_2,Q4_3,Q4_4,Q4_4_TEXT,Q5_1,Q5_2,Q5_3,Q5_4,Q5_4_TEXT,Q6_1,Q6_2,Q6_3,Q6_4,Q6_4_TEXT,Q7_Gender,Q7_Gender_TEXT,Q3_1.0,Q3_2.0,Q3_3.0
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,07-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,1,1,1,,,1,1,1,,,,,,,,,,,1,Market,Female,,2,3,1
02-03-20 4:16,02-03-20 4:16,1,,100,6,1,02-03-20 4:16,R_2YgPvwKAz2CR77k,,,,,48.21670532,16.3999939,preview,EN,1,1,1,1,Vending machines with coffee,1,1,1,1,Vending machines with coffee,,,,,,,,,1,Vending machines with coffee,Male,,3,2,1
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,02-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,1,,1,,,1,,1,,,,,,,,,,1,,,Male,,3,2,1
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,03-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,1,,1,,,1,,1,,,,,,,,,1,,,,Male,,1,2,3
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,04-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,1,1,1,,,1,1,1,,,,,,,,,,,1,Vending machines with coffee,Female,,2,3,1
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,05-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,1,,,1,Market,1,,,1,Market,,,,,,,1,,,,Male,,1,3,2
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,06-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,,1,1,,,,1,1,,,,,,,,,,1,,,Female,,1,3,2
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,07-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,1,1,1,,,1,1,1,,,,,,,,,,,1,Market,Female,,3,1,2
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,08-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,1,,1,,,1,,1,,,,,,,,,,1,,,Female,,2,3,1
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,04-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,1,1,1,,,1,1,1,,,,,,,,1,,,,,Female,,3,2,1
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,02-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,1,,1,,,1,,1,,,,,,,,,,,1,Market,Female,,3,2,1
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,03-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,1,,1,,,1,,1,,,,,,,,,,,1,Vending machines with coffee,Male,,1,2,3
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,04-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,1,1,1,,,1,1,1,,,,,,,,,,1,,,Male,,2,3,1
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,05-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,1,,,1,Market,1,,,1,Market,,,,,,,1,,,,Female,,1,3,2
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,06-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,,1,1,,,,1,1,,,,,,,,,,,1,Vending machines with coffee,Female,,1,3,2
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,07-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,1,1,1,,,1,1,1,,,,,,,,,1,,,,Female,,3,1,2
02-03-20 4:16,02-03-20 4:16,1,,100,6,1,02-03-20 4:16,R_2YgPvwKAz2CR77k,,,,,48.21670532,16.3999939,preview,EN,1,1,1,1,Vending machines with coffee,1,1,1,1,Vending machines with coffee,,,,,,1,,,,,Male,,2,3,1
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,02-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,1,,1,,,1,,1,,,,,,,,,,,1,Market,Female,,3,2,1
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,07-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,1,1,1,,,1,1,1,,,,,,,,1,,,,,Male,,3,2,1
02-03-20 4:16,02-03-20 4:16,1,,100,6,1,02-03-20 4:16,R_2YgPvwKAz2CR77k,,,,,48.21670532,16.3999939,preview,EN,1,1,1,1,Vending machines with coffee,1,1,1,1,Vending machines with coffee,,,,,,1,,,,,Male,,1,2,3
02-03-20 4:16,02-03-20 4:16,1,,100,6,1,02-03-20 4:16,R_2YgPvwKAz2CR77k,,,,,48.21670532,16.3999939,preview,EN,1,1,1,1,Vending machines with coffee,1,1,1,1,Vending machines with coffee,,,,,,,,1,,,Female,,2,3,1
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,02-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,1,,1,,,1,,1,,,,,,,,,,,1,Market,Female,,1,3,2
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,07-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,1,1,1,,,1,1,1,,,,,,,,,,1,,,Female,,1,3,2
02-03-20 4:16,02-03-20 4:16,1,,100,6,1,02-03-20 4:16,R_2YgPvwKAz2CR77k,,,,,48.21670532,16.3999939,preview,EN,1,1,1,1,Vending machines with coffee,1,1,1,1,Vending machines with coffee,,,,,,1,,,,,Male,,3,1,2
02-03-20 4:16,02-03-20 4:16,1,,100,6,1,02-03-20 4:16,R_2YgPvwKAz2CR77k,,,,,48.21670532,16.3999939,preview,EN,1,1,1,1,Vending machines with coffee,1,1,1,1,Vending machines with coffee,,,,,,1,,,,,Male,,2,3,1
02-03-20 4:16,02-03-20 4:16,1,,100,6,1,02-03-20 4:16,R_2YgPvwKAz2CR77k,,,,,48.21670532,16.3999939,preview,EN,1,1,1,1,Vending machines with coffee,1,1,1,1,Vending machines with coffee,,,,,,1,,,,,Male,,3,2,1
02-03-20 4:16,02-03-20 4:16,1,,100,6,1,02-03-20 4:16,R_2YgPvwKAz2CR77k,,,,,48.21670532,16.3999939,preview,EN,1,1,1,1,Vending machines with coffee,1,1,1,1,Vending machines with coffee,,,,,,,1,,,,Female,,3,2,1
02-03-20 4:16,02-03-20 4:16,1,,100,6,1,02-03-20 4:16,R_2YgPvwKAz2CR77k,,,,,48.21670532,16.3999939,preview,EN,1,1,1,1,Vending machines with coffee,1,1,1,1,Vending machines with coffee,,,,,,,1,,,,Female,,1,2,3
02-03-20 4:16,02-03-20 4:16,1,,100,6,1,02-03-20 4:16,R_2YgPvwKAz2CR77k,,,,,48.21670532,16.3999939,preview,EN,1,1,1,1,Vending machines with coffee,1,1,1,1,Vending machines with coffee,,,,,,,1,,,,Female,,2,3,1
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,07-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,1,1,1,,,1,1,1,,,,,,,,,,1,,,Male,,1,3,2
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,07-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,1,1,1,,,1,1,1,,,,,,,,,,1,,,Male,,1,3,2
02-03-20 4:16,02-03-20 4:16,1,,100,6,1,02-03-20 4:16,R_2YgPvwKAz2CR77k,,,,,48.21670532,16.3999939,preview,EN,1,1,1,1,Vending machines with coffee,1,1,1,1,Vending machines with coffee,,,,,,1,,,,,Male,,3,1,2
02-03-20 4:16,02-03-20 4:16,1,,100,6,1,02-03-20 4:16,R_2YgPvwKAz2CR77k,,,,,48.21670532,16.3999939,preview,EN,1,1,1,1,Vending machines with coffee,1,1,1,1,Vending machines with coffee,,,,,,1,,,,,Male,,2,3,1
02-03-20 4:16,02-03-20 4:16,1,,100,6,1,02-03-20 4:16,R_2YgPvwKAz2CR77k,,,,,48.21670532,16.3999939,preview,EN,1,1,1,1,Vending machines with coffee,1,1,1,1,Vending machines with coffee,,,,,,1,,,,,Male,,3,2,1
02-03-20 4:16,02-03-20 4:16,1,,100,6,1,02-03-20 4:16,R_2YgPvwKAz2CR77k,,,,,48.21670532,16.3999939,preview,EN,1,1,1,1,Vending machines with coffee,1,1,1,1,Vending machines with coffee,,,,,,,1,,,,Female,,3,2,1
02-03-20 4:16,02-03-20 4:16,1,,100,6,1,02-03-20 4:16,R_2YgPvwKAz2CR77k,,,,,48.21670532,16.3999939,preview,EN,1,1,1,1,Vending machines with coffee,1,1,1,1,Vending machines with coffee,,,,,,,1,,,,Female,,1,2,3
02-03-20 4:16,02-03-20 4:16,1,,100,6,1,02-03-20 4:16,R_2YgPvwKAz2CR77k,,,,,48.21670532,16.3999939,preview,EN,1,1,1,1,Vending machines with coffee,1,1,1,1,Vending machines with coffee,,,,,,,1,,,,Female,,2,3,1
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,07-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,1,1,1,,,1,1,1,,,,,,,,,,1,,,Male,,1,2,3
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,03-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,1,,1,,,1,,1,,,,,,,,,,,1,Vending machines with coffee,Male,,1,3,2
02-03-20 4:17,02-03-20 4:17,1,,100,6,1,03-03-20 4:17,R_27QdztT5llWnhoU,,,,,48.21670532,16.3999939,preview,EN,1,,1,,,1,,1,,,,,,,,,,,1,Vending machines with coffee,Male,,1,2,3
