"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"13","RT @ahorapodemos: Enhorabuena a #elintermedio por su entrevista a @openarms_fund. Vergonzosa política europea de refugiados. https://t.co/u…",FALSE,0,NA,2017-10-16 19:16:47,FALSE,NA,"920005622384427008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dreamelfa61",353,TRUE,FALSE,NA,NA
"14","@xavitorresll @openarms_fund @campsoscar Doncs deu ser impresionant. Es mereixen el Premi Nobel de la Pau com a minim.",FALSE,0,"xavitorresll",2017-10-16 19:16:43,FALSE,"919972534052900865","920005603161968640","291582280","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","albertgimcer",0,FALSE,FALSE,NA,NA
"15","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 19:14:50,FALSE,NA,"920005131931996160",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","albertgimcer",46,TRUE,FALSE,NA,NA
"16","RT @villacampa8: Salvar vidas es un incentivo tan importante como para resistir hasta el final. Ánimos @openarms_fund Lo De acoger ya si es…",FALSE,0,NA,2017-10-16 19:13:41,FALSE,NA,"920004841971306497",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alexmadridsan",171,TRUE,FALSE,NA,NA
"17","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 19:06:52,FALSE,NA,"920003125129465857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Xavict7",46,TRUE,FALSE,NA,NA
"18","@josepsa @sorluciacaram @openarms_fund @campsoscar No em referia a avui, em referia a les darreres setmanes.",FALSE,0,"josepsa",2017-10-16 19:02:06,FALSE,"920001679587766272","920001926900658177","98000570","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jordi_salvia",0,FALSE,FALSE,NA,NA
"19","RT @openarms_fund: Buenos días desde #Astral 
Enormes gracias a las miles personas que nos visitaron @GVAAlicanteVOR 
Próxima parada @DOCfi…",FALSE,0,NA,2017-10-16 19:01:57,FALSE,NA,"920001889818894336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Librexpression1",37,TRUE,FALSE,NA,NA
"20","@jordi_salvia @sorluciacaram @openarms_fund Avui es parlaba d'activitats de voluntariat, i @campsoscar en sap un mu… https://t.co/1rIqeI5S90",FALSE,0,"jordi_salvia",2017-10-16 19:01:07,TRUE,"919875644770672641","920001679587766272","3403389676","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","josepsa",0,FALSE,FALSE,NA,NA
"21","RT @openarms_fund: //SAVE THE DATE// Inauguración @DOCfieldBCN y expo fotográfica retrospectiva sobre nuestra labor ""No más vidas a la deri…",FALSE,0,NA,2017-10-16 19:00:58,FALSE,NA,"920001639129415682",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CFD_Barcelona",20,TRUE,FALSE,NA,NA
"22","RT @openarms_fund: //SAVE THE DATE// Inauguración @DOCfieldBCN y expo fotográfica retrospectiva sobre nuestra labor ""No más vidas a la deri…",FALSE,0,NA,2017-10-16 19:00:02,FALSE,NA,"920001406274240512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CFrontino",20,TRUE,FALSE,NA,NA
"23","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 18:58:17,FALSE,NA,"920000964467286016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","antonicarreno",46,TRUE,FALSE,NA,NA
"24","RT @ahorapodemos: Enhorabuena a #elintermedio por su entrevista a @openarms_fund. Vergonzosa política europea de refugiados. https://t.co/u…",FALSE,0,NA,2017-10-16 18:54:59,FALSE,NA,"920000134318092290",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HekBoni",353,TRUE,FALSE,NA,NA
"25","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 18:54:06,FALSE,NA,"919999910715457537",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vanebrucefan",46,TRUE,FALSE,NA,NA
"26","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 18:45:39,FALSE,NA,"919997785952448514",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Elenarocaes",46,TRUE,FALSE,NA,NA
"27","@evaenlaradio @sosrefugiados @openarms_fund @BRE_redes @M_RSeccion @MigRightsScot @M_RSezione @maydayterraneo… https://t.co/pKzaY8DFpQ",FALSE,0,"evaenlaradio",2017-10-16 18:45:16,TRUE,"919847506711859200","919997691060523009","3379011411","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PEYO6576",0,FALSE,FALSE,NA,NA
"28","RT @GVAAlicanteVOR: <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8>Si no visitaste el ´Astral, acércate a conocer la labor de @openarms_fund en la exposición de fotos del Village<U+26F5><U+FE0F> #Pue…",FALSE,0,NA,2017-10-16 18:42:21,FALSE,NA,"919996956507869186",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EusebioFrag",16,TRUE,FALSE,NA,NA
"29","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 18:42:10,FALSE,NA,"919996908390834176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EusebioFrag",46,TRUE,FALSE,NA,NA
"30","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 18:41:52,FALSE,NA,"919996834025803777",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","goyalanit",46,TRUE,FALSE,NA,NA
"31","RT @FndRosaOriol: Jornada de voluntariat al teatre @Kursaalmanresa amb l'activista @campsoscar de  @openarms_fund i l'aventurer @albert_bos…",FALSE,0,NA,2017-10-16 18:35:56,FALSE,NA,"919995341033951232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MariaSalaB",5,TRUE,FALSE,NA,NA
"32","RT @villacampa8: Salvar vidas es un incentivo tan importante como para resistir hasta el final. Ánimos @openarms_fund Lo De acoger ya si es…",FALSE,0,NA,2017-10-16 18:33:16,FALSE,NA,"919994670888968192",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","moncape19",171,TRUE,FALSE,NA,NA
"33","RT @villacampa8: Salvar vidas es un incentivo tan importante como para resistir hasta el final. Ánimos @openarms_fund Lo De acoger ya si es…",FALSE,0,NA,2017-10-16 18:32:12,FALSE,NA,"919994401245618176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","moramalicia",171,TRUE,FALSE,NA,NA
"34","RT @bertral: Sembla Astèrix! Una petita carpa de resistència i dignitat, al @EsperanzahWMF amb @jordievole @AlguerMiquel @openarms_fund @en…",FALSE,0,NA,2017-10-16 18:31:49,FALSE,NA,"919994303610540032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","roserfontc1",51,TRUE,FALSE,NA,NA
"35","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 18:27:22,FALSE,NA,"919993183727169536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mariahelena57b1",46,TRUE,FALSE,NA,NA
"36","RT @sorluciacaram: Ayudemos a @openarms_fund Son ellos los que rescatan vidas. Nos necesitan. Los gobiernos los persiguen.  Son nuestros al…",FALSE,0,NA,2017-10-16 18:27:06,FALSE,NA,"919993118275104768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FenixCalladito",19,TRUE,FALSE,NA,NA
"37","RT @openarms_fund: Buenos días desde #Astral 
Enormes gracias a las miles personas que nos visitaron @GVAAlicanteVOR 
Próxima parada @DOCfi…",FALSE,0,NA,2017-10-16 18:27:00,FALSE,NA,"919993090361962496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MaitriRodrigo",37,TRUE,FALSE,NA,NA
"38","RT @LuviadeCruz: @evaenlaradio @openarms_fund @sosrefugiados @BRE_redes @M_RSeccion @MigRightsScot @M_RSezione @maydayterraneo @alfayomegas…",FALSE,0,NA,2017-10-16 18:24:31,FALSE,NA,"919992466115301376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sosrefugiados",1,TRUE,FALSE,NA,NA
"39","RT @sorluciacaram: Ayudemos a @openarms_fund Son ellos los que rescatan vidas. Nos necesitan. Los gobiernos los persiguen.  Son nuestros al…",FALSE,0,NA,2017-10-16 18:21:32,FALSE,NA,"919991718417698816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lulu_lin",19,TRUE,FALSE,NA,NA
"40","RT @sorluciacaram: Ayudemos a @openarms_fund Son ellos los que rescatan vidas. Nos necesitan. Los gobiernos los persiguen.  Son nuestros al…",FALSE,0,NA,2017-10-16 18:20:34,FALSE,NA,"919991473256493056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","martabatallas",19,TRUE,FALSE,NA,NA
"41","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 18:17:29,FALSE,NA,"919990696559312896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dtondatell0",46,TRUE,FALSE,NA,NA
"42","RT @bertral: Sembla Astèrix! Una petita carpa de resistència i dignitat, al @EsperanzahWMF amb @jordievole @AlguerMiquel @openarms_fund @en…",FALSE,0,NA,2017-10-16 18:15:26,FALSE,NA,"919990179376631809",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","pauleta19_",51,TRUE,FALSE,NA,NA
"43","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 18:13:53,FALSE,NA,"919989790765998080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tpb_mari",46,TRUE,FALSE,NA,NA
"44","RT @FndRosaOriol: Jornada de voluntariat al teatre @Kursaalmanresa amb l'activista @campsoscar de  @openarms_fund i l'aventurer @albert_bos…",FALSE,0,NA,2017-10-16 18:13:49,FALSE,NA,"919989775930667008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SONIAMIGUELZ",5,TRUE,FALSE,NA,NA
"45","RT @FndRosaOriol: Jornada de voluntariat al teatre @Kursaalmanresa amb l'activista @campsoscar de  @openarms_fund i l'aventurer @albert_bos…",FALSE,0,NA,2017-10-16 18:13:23,FALSE,NA,"919989666161545216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","albert_bosch",5,TRUE,FALSE,NA,NA
"46","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 18:10:36,FALSE,NA,"919988963926044674",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RogerCasamajor",46,TRUE,FALSE,NA,NA
"47","RT @bertral: Sembla Astèrix! Una petita carpa de resistència i dignitat, al @EsperanzahWMF amb @jordievole @AlguerMiquel @openarms_fund @en…",FALSE,0,NA,2017-10-16 18:07:47,FALSE,NA,"919988254262382592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nuriamadrida",51,TRUE,FALSE,NA,NA
"48","RT @openarms_fund: Dijous 19 oct ,19h inauguració @DOCfieldBCN i expo fotografica de @openarms_fund al @MuseuMaritim 
Us-hi esperem https:/…",FALSE,0,NA,2017-10-16 18:07:24,FALSE,NA,"919988159097778176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","miralallunavida",18,TRUE,FALSE,NA,NA
"49","RT @GVAAlicanteVOR: <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8>Si no visitaste el ´Astral, acércate a conocer la labor de @openarms_fund en la exposición de fotos del Village<U+26F5><U+FE0F> #Pue…",FALSE,0,NA,2017-10-16 18:02:59,FALSE,NA,"919987049503043585",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lounomen",16,TRUE,FALSE,NA,NA
"50","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 18:02:22,FALSE,NA,"919986894859104258",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","genesca_62",46,TRUE,FALSE,NA,NA
"51","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 18:02:02,FALSE,NA,"919986810788433920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MariaSalaB",46,TRUE,FALSE,NA,NA
"52","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 18:01:35,FALSE,NA,"919986697278033921",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ArbonesA",46,TRUE,FALSE,NA,NA
"53","CEAR report sizes the number of people displaced around the world in 70 million https://t.co/xsR6Rm7QL9 @CEARefugio @Refugees @openarms_fund",FALSE,1,NA,2017-10-16 18:00:01,FALSE,NA,"919986300987625472",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","nonprofit_cat",0,FALSE,FALSE,NA,NA
"54","RT @bertral: Sembla Astèrix! Una petita carpa de resistència i dignitat, al @EsperanzahWMF amb @jordievole @AlguerMiquel @openarms_fund @en…",FALSE,0,NA,2017-10-16 17:59:37,FALSE,NA,"919986202211733506",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlguerMiquel",51,TRUE,FALSE,NA,NA
"55","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 17:55:31,FALSE,NA,"919985168517074944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jgibal",46,TRUE,FALSE,NA,NA
"56","Expo de 2 años @openarms_fund éste jueves a las 19h! https://t.co/oFu0KCgRSC",FALSE,0,NA,2017-10-16 17:54:33,FALSE,NA,"919984927441027079",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","roysmother",0,FALSE,FALSE,NA,NA
"57","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 17:54:00,FALSE,NA,"919984788328591361",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Psicodromo",46,TRUE,FALSE,NA,NA
"58","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 17:53:40,FALSE,NA,"919984702123110400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JustDimh",46,TRUE,FALSE,NA,NA
"59","RT @openarms_fund: //SAVE THE DATE// Inauguración @DOCfieldBCN y expo fotográfica retrospectiva sobre nuestra labor ""No más vidas a la deri…",FALSE,0,NA,2017-10-16 17:52:16,FALSE,NA,"919984353245003778",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MatiMma2021964",20,TRUE,FALSE,NA,NA
"60","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 17:48:22,FALSE,NA,"919983367935971329",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MuozMateu",46,TRUE,FALSE,NA,NA
"61","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 17:44:06,FALSE,NA,"919982294152237061",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SandraguapaLB",46,TRUE,FALSE,NA,NA
"62","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 17:42:44,FALSE,NA,"919981954073812994",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","martabatallas",46,TRUE,FALSE,NA,NA
"63","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 17:41:35,FALSE,NA,"919981662762668032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MerceNomen",46,TRUE,FALSE,NA,NA
"64","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 17:41:28,FALSE,NA,"919981634824343553",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","language_lady",46,TRUE,FALSE,NA,NA
"65","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 17:41:10,FALSE,NA,"919981559515623424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BujXavier",46,TRUE,FALSE,NA,NA
"66","RT @villacampa8: Salvar vidas es un incentivo tan importante como para resistir hasta el final. Ánimos @openarms_fund Lo De acoger ya si es…",FALSE,0,NA,2017-10-16 17:40:38,FALSE,NA,"919981422026330115",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ametsa3",171,TRUE,FALSE,NA,NA
"67","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 17:40:24,FALSE,NA,"919981365659136000",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","sergicamara",46,TRUE,FALSE,NA,NA
"68","RT @POBRESAZEROCV: #Agenda #Alicante 18 oct Mesa redonda. Hechos y testimonios sobre #desigualdadobscena con @OIenAlicante y @openarms_fund…",FALSE,0,NA,2017-10-16 17:35:53,FALSE,NA,"919980227257950208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cordobakike",39,TRUE,FALSE,NA,NA
"69","RT @albert_bosch: Si Europa nos dice que rescatar personas es delito, hemos cometido 35.000 delitos. @campsoscar @openarms_fund en #Jornada…",FALSE,0,NA,2017-10-16 17:34:46,FALSE,NA,"919979945866223621",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ElisendaG",54,TRUE,FALSE,NA,NA
"70","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 17:30:42,FALSE,NA,"919978922191843329",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rvalls",46,TRUE,FALSE,NA,NA
"71","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 17:28:49,FALSE,NA,"919978450152239104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sllopisortega",46,TRUE,FALSE,NA,NA
"72","@DuranDirector @Soy_Fracaso @eduardo0977 @chuncharoja @adictoapple @PaIestina @openarms_fund Ya. Chao",FALSE,0,"DuranDirector",2017-10-16 17:28:10,FALSE,"919962629145317376","919978287304232965","186119462","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JosefinaVaras",0,FALSE,FALSE,NA,NA
"73","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 17:27:54,FALSE,NA,"919978218756681728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlbaMarfil",46,TRUE,FALSE,NA,NA
"74","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 17:27:50,FALSE,NA,"919978203544014848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","enricnieto",46,TRUE,FALSE,NA,NA
"75","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 17:27:48,FALSE,NA,"919978194085834753",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nuriaribell",46,TRUE,FALSE,NA,NA
"76","RT @xavitorresll: Dijous 19, al Museu Marítim de BCN, exposició fotogràfica dels 2 anys de batalla de @openarms_fund i @campsoscar. No pots…",FALSE,0,NA,2017-10-16 17:27:47,FALSE,NA,"919978188859674626",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fannym9",46,TRUE,FALSE,NA,NA
