song_id,week,streams,treat_week,seqcnt,treated,exp_id
298,2018-09-24,17166,2018-11-05,6,0,100000368565
298,2018-10-01,17939,2018-11-05,5,0,100000368565
298,2018-10-08,18247,2018-11-05,4,0,100000368565
298,2018-10-15,17247,2018-11-05,3,0,100000368565
298,2018-10-22,17695,2018-11-05,2,0,100000368565
298,2018-10-29,18349,2018-11-05,1,0,100000368565
298,2018-11-05,18694,2018-11-05,0,0,100000368565
298,2018-11-12,19461,2018-11-05,-1,0,100000368565
298,2018-11-19,17438,2018-11-05,-2,0,100000368565
298,2018-11-26,16876,2018-11-05,-3,0,100000368565
298,2018-12-03,17330,2018-11-05,-4,0,100000368565
298,2018-12-10,17337,2018-11-05,-5,0,100000368565
298,2018-12-17,19412,2018-11-05,-6,0,100000368565
298,2018-12-24,24571,2018-11-05,-7,0,100000368565
298,2018-12-31,31400,2018-11-05,-8,0,100000368565
298,2019-01-07,19672,2018-11-05,-9,0,100000368565
298,2019-01-14,20189,2018-11-05,-10,0,100000368565
252,2017-09-04,20741,2017-11-13,10,0,100000376453
252,2017-09-11,20972,2017-11-13,9,0,100000376453
252,2017-09-18,20812,2017-11-13,8,0,100000376453
252,2017-09-25,21289,2017-11-13,7,0,100000376453
252,2017-10-02,19756,2017-11-13,6,0,100000376453
252,2017-10-09,20394,2017-11-13,5,0,100000376453
252,2017-10-16,20938,2017-11-13,4,0,100000376453
252,2017-10-23,19957,2017-11-13,3,0,100000376453
252,2017-10-30,19023,2017-11-13,2,0,100000376453
252,2017-11-06,19596,2017-11-13,1,0,100000376453
252,2017-11-13,19766,2017-11-13,0,0,100000376453
252,2017-11-20,20065,2017-11-13,-1,0,100000376453
252,2017-11-27,19261,2017-11-13,-2,0,100000376453
252,2017-12-04,18679,2017-11-13,-3,0,100000376453
252,2017-12-11,18856,2017-11-13,-4,0,100000376453
252,2017-12-18,19326,2017-11-13,-5,0,100000376453
252,2017-12-25,17387,2017-11-13,-6,0,100000376453
252,2018-01-01,17423,2017-11-13,-7,0,100000376453
252,2018-01-08,19990,2017-11-13,-8,0,100000376453
252,2018-01-15,22070,2017-11-13,-9,0,100000376453
252,2018-01-22,22030,2017-11-13,-10,0,100000376453
163,2017-07-03,22917,2017-09-11,10,0,100000384873
163,2017-07-10,22596,2017-09-11,9,0,100000384873
163,2017-07-17,22718,2017-09-11,8,0,100000384873
163,2017-07-24,22108,2017-09-11,7,0,100000384873
163,2017-07-31,21177,2017-09-11,6,0,100000384873
163,2017-08-07,22066,2017-09-11,5,0,100000384873
163,2017-08-14,21401,2017-09-11,4,0,100000384873
163,2017-08-21,22527,2017-09-11,3,0,100000384873
163,2017-08-28,23656,2017-09-11,2,0,100000384873
163,2017-09-04,22810,2017-09-11,1,0,100000384873
163,2017-09-11,22775,2017-09-11,0,0,100000384873
163,2017-09-18,23331,2017-09-11,-1,0,100000384873
163,2017-09-25,25130,2017-09-11,-2,0,100000384873
163,2017-10-02,26769,2017-09-11,-3,0,100000384873
163,2017-10-09,27404,2017-09-11,-4,0,100000384873
163,2017-10-16,24161,2017-09-11,-5,0,100000384873
163,2017-10-23,22094,2017-09-11,-6,0,100000384873
163,2017-10-30,20425,2017-09-11,-7,0,100000384873
163,2017-11-06,20607,2017-09-11,-8,0,100000384873
163,2017-11-13,20471,2017-09-11,-9,0,100000384873
163,2017-11-20,21023,2017-09-11,-10,0,100000384873
278,2017-11-13,11786,2018-01-22,10,0,100000401050
278,2017-11-20,11640,2018-01-22,9,0,100000401050
278,2017-11-27,11599,2018-01-22,8,0,100000401050
278,2017-12-04,10368,2018-01-22,7,0,100000401050
278,2017-12-11,10023,2018-01-22,6,0,100000401050
278,2017-12-18,10819,2018-01-22,5,0,100000401050
278,2017-12-25,12839,2018-01-22,4,0,100000401050
278,2018-01-01,11064,2018-01-22,3,0,100000401050
278,2018-01-08,12166,2018-01-22,2,0,100000401050
278,2018-01-15,13369,2018-01-22,1,0,100000401050
278,2018-01-22,13187,2018-01-22,0,0,100000401050
278,2018-01-29,13291,2018-01-22,-1,0,100000401050
278,2018-02-05,14613,2018-01-22,-2,0,100000401050
278,2018-02-12,13249,2018-01-22,-3,0,100000401050
278,2018-02-19,13066,2018-01-22,-4,0,100000401050
278,2018-02-26,13232,2018-01-22,-5,0,100000401050
278,2018-03-05,14518,2018-01-22,-6,0,100000401050
278,2018-03-12,14614,2018-01-22,-7,0,100000401050
278,2018-03-19,15193,2018-01-22,-8,0,100000401050
278,2018-03-26,15492,2018-01-22,-9,0,100000401050
278,2018-04-02,14122,2018-01-22,-10,0,100000401050
101,2019-01-07,22172,2019-03-18,10,0,100000401074
101,2019-01-14,23049,2019-03-18,9,0,100000401074
101,2019-01-21,22481,2019-03-18,8,0,100000401074
101,2019-01-28,21628,2019-03-18,7,0,100000401074
101,2019-02-04,20988,2019-03-18,6,0,100000401074
101,2019-02-11,22243,2019-03-18,5,0,100000401074
101,2019-02-18,22080,2019-03-18,4,0,100000401074
101,2019-02-25,23814,2019-03-18,3,0,100000401074
101,2019-03-04,20877,2019-03-18,2,0,100000401074
101,2019-03-11,21187,2019-03-18,1,0,100000401074
101,2019-03-18,23011,2019-03-18,0,0,100000401074
101,2019-03-25,24287,2019-03-18,-1,0,100000401074
101,2019-04-01,24052,2019-03-18,-2,0,100000401074
101,2019-04-08,22107,2019-03-18,-3,0,100000401074
101,2019-04-15,22030,2019-03-18,-4,0,100000401074
101,2019-04-22,20515,2019-03-18,-5,0,100000401074
101,2019-04-29,23371,2019-03-18,-6,0,100000401074
101,2019-05-06,24664,2019-03-18,-7,0,100000401074
101,2019-05-13,23543,2019-03-18,-8,0,100000401074
101,2019-05-20,25011,2019-03-18,-9,0,100000401074
101,2019-05-27,26307,2019-03-18,-10,0,100000401074
234,2017-07-31,413,2017-10-09,10,0,100000403238
234,2017-08-07,507,2017-10-09,9,0,100000403238
234,2017-08-14,504,2017-10-09,8,0,100000403238
234,2017-08-21,525,2017-10-09,7,0,100000403238
234,2017-08-28,572,2017-10-09,6,0,100000403238
234,2017-09-04,1006,2017-10-09,5,0,100000403238
234,2017-09-11,1237,2017-10-09,4,0,100000403238
234,2017-09-18,1510,2017-10-09,3,0,100000403238
234,2017-09-25,1688,2017-10-09,2,0,100000403238
234,2017-10-02,2698,2017-10-09,1,0,100000403238
234,2017-10-09,3008,2017-10-09,0,0,100000403238
234,2017-10-16,3603,2017-10-09,-1,0,100000403238
234,2017-10-23,6430,2017-10-09,-2,0,100000403238
234,2017-10-30,10776,2017-10-09,-3,0,100000403238
234,2017-11-06,22123,2017-10-09,-4,0,100000403238
234,2017-11-13,34895,2017-10-09,-5,0,100000403238
234,2017-11-20,60714,2017-10-09,-6,0,100000403238
234,2017-11-27,175935,2017-10-09,-7,0,100000403238
234,2017-12-04,237166,2017-10-09,-8,0,100000403238
234,2017-12-11,251056,2017-10-09,-9,0,100000403238
234,2017-12-18,593524,2017-10-09,-10,0,100000403238
6,2019-01-28,15423,2019-04-08,10,0,100000430463
6,2019-02-04,16295,2019-04-08,9,0,100000430463
6,2019-02-11,16804,2019-04-08,8,0,100000430463
6,2019-02-18,16562,2019-04-08,7,0,100000430463
6,2019-02-25,17304,2019-04-08,6,0,100000430463
6,2019-03-04,15681,2019-04-08,5,0,100000430463
6,2019-03-11,16416,2019-04-08,4,0,100000430463
6,2019-03-18,17912,2019-04-08,3,0,100000430463
6,2019-03-25,17129,2019-04-08,2,0,100000430463
6,2019-04-01,17176,2019-04-08,1,0,100000430463
6,2019-04-08,16933,2019-04-08,0,0,100000430463
6,2019-04-15,19899,2019-04-08,-1,0,100000430463
6,2019-04-22,17018,2019-04-08,-2,0,100000430463
6,2019-04-29,19393,2019-04-08,-3,0,100000430463
6,2019-05-06,19800,2019-04-08,-4,0,100000430463
6,2019-05-13,19903,2019-04-08,-5,0,100000430463
6,2019-05-20,20079,2019-04-08,-6,0,100000430463
6,2019-05-27,22845,2019-04-08,-7,0,100000430463
6,2019-06-03,22170,2019-04-08,-8,0,100000430463
6,2019-06-10,23866,2019-04-08,-9,0,100000430463
6,2019-06-17,29095,2019-04-08,-10,0,100000430463
87,2019-01-07,14240,2019-03-18,10,0,100000445921
87,2019-01-14,15046,2019-03-18,9,0,100000445921
87,2019-01-21,15007,2019-03-18,8,0,100000445921
87,2019-01-28,15677,2019-03-18,7,0,100000445921
87,2019-02-04,16671,2019-03-18,6,0,100000445921
87,2019-02-11,17336,2019-03-18,5,0,100000445921
87,2019-02-18,17496,2019-03-18,4,0,100000445921
87,2019-02-25,24314,2019-03-18,3,0,100000445921
87,2019-03-04,18577,2019-03-18,2,0,100000445921
87,2019-03-11,15221,2019-03-18,1,0,100000445921
87,2019-03-18,16386,2019-03-18,0,0,100000445921
87,2019-03-25,15905,2019-03-18,-1,0,100000445921
87,2019-04-01,16338,2019-03-18,-2,0,100000445921
87,2019-04-08,15806,2019-03-18,-3,0,100000445921
87,2019-04-15,19842,2019-03-18,-4,0,100000445921
87,2019-04-22,17526,2019-03-18,-5,0,100000445921
87,2019-04-29,21854,2019-03-18,-6,0,100000445921
87,2019-05-06,20480,2019-03-18,-7,0,100000445921
87,2019-05-13,21262,2019-03-18,-8,0,100000445921
87,2019-05-20,22969,2019-03-18,-9,0,100000445921
87,2019-05-27,30291,2019-03-18,-10,0,100000445921
215,2017-07-31,46580,2017-10-09,10,0,100000696863
215,2017-08-07,47160,2017-10-09,9,0,100000696863
215,2017-08-14,45821,2017-10-09,8,0,100000696863
215,2017-08-21,46339,2017-10-09,7,0,100000696863
215,2017-08-28,46996,2017-10-09,6,0,100000696863
215,2017-09-04,46175,2017-10-09,5,0,100000696863
215,2017-09-11,45583,2017-10-09,4,0,100000696863
215,2017-09-18,46705,2017-10-09,3,0,100000696863
215,2017-09-25,48562,2017-10-09,2,0,100000696863
215,2017-10-02,46317,2017-10-09,1,0,100000696863
215,2017-10-09,51113,2017-10-09,0,0,100000696863
215,2017-10-16,52369,2017-10-09,-1,0,100000696863
215,2017-10-23,51036,2017-10-09,-2,0,100000696863
215,2017-10-30,48403,2017-10-09,-3,0,100000696863
215,2017-11-06,50044,2017-10-09,-4,0,100000696863
215,2017-11-13,49988,2017-10-09,-5,0,100000696863
215,2017-11-20,51592,2017-10-09,-6,0,100000696863
215,2017-11-27,50479,2017-10-09,-7,0,100000696863
215,2017-12-04,52454,2017-10-09,-8,0,100000696863
215,2017-12-11,54106,2017-10-09,-9,0,100000696863
215,2017-12-18,57902,2017-10-09,-10,0,100000696863
111,2018-12-17,24493,2019-02-25,10,0,100001417200
111,2018-12-24,24959,2019-02-25,9,0,100001417200
111,2018-12-31,38165,2019-02-25,8,0,100001417200
111,2019-01-07,34915,2019-02-25,7,0,100001417200
111,2019-01-14,42670,2019-02-25,6,0,100001417200
111,2019-01-21,46811,2019-02-25,5,0,100001417200
111,2019-01-28,54004,2019-02-25,4,0,100001417200
111,2019-02-04,62955,2019-02-25,3,0,100001417200
111,2019-02-11,72199,2019-02-25,2,0,100001417200
111,2019-02-18,104929,2019-02-25,1,0,100001417200
111,2019-02-25,394325,2019-02-25,0,0,100001417200
111,2019-03-04,128183,2019-02-25,-1,0,100001417200
111,2019-03-11,37376,2019-02-25,-2,0,100001417200
111,2019-03-18,30326,2019-02-25,-3,0,100001417200
111,2019-03-25,27623,2019-02-25,-4,0,100001417200
111,2019-04-01,24451,2019-02-25,-5,0,100001417200
111,2019-04-08,24270,2019-02-25,-6,0,100001417200
111,2019-04-15,24969,2019-02-25,-7,0,100001417200
111,2019-04-22,22180,2019-02-25,-8,0,100001417200
111,2019-04-29,24510,2019-02-25,-9,0,100001417200
111,2019-05-06,24198,2019-02-25,-10,0,100001417200
115,2018-06-25,42646,2018-09-03,10,0,100001424039
115,2018-07-02,42641,2018-09-03,9,0,100001424039
115,2018-07-09,41951,2018-09-03,8,0,100001424039
115,2018-07-16,43952,2018-09-03,7,0,100001424039
115,2018-07-23,42237,2018-09-03,6,0,100001424039
115,2018-07-30,41902,2018-09-03,5,0,100001424039
115,2018-08-06,42055,2018-09-03,4,0,100001424039
115,2018-08-13,41625,2018-09-03,3,0,100001424039
115,2018-08-20,40561,2018-09-03,2,0,100001424039
115,2018-08-27,41427,2018-09-03,1,0,100001424039
115,2018-09-03,41645,2018-09-03,0,0,100001424039
115,2018-09-10,40844,2018-09-03,-1,0,100001424039
115,2018-09-17,39768,2018-09-03,-2,0,100001424039
115,2018-09-24,38285,2018-09-03,-3,0,100001424039
115,2018-10-01,38935,2018-09-03,-4,0,100001424039
115,2018-10-08,40104,2018-09-03,-5,0,100001424039
115,2018-10-15,40818,2018-09-03,-6,0,100001424039
115,2018-10-22,42109,2018-09-03,-7,0,100001424039
115,2018-10-29,47449,2018-09-03,-8,0,100001424039
115,2018-11-05,53871,2018-09-03,-9,0,100001424039
115,2018-11-12,53706,2018-09-03,-10,0,100001424039
154,2017-08-07,24620,2017-10-16,10,0,100001445483
154,2017-08-14,20506,2017-10-16,9,0,100001445483
154,2017-08-21,19673,2017-10-16,8,0,100001445483
154,2017-08-28,19255,2017-10-16,7,0,100001445483
154,2017-09-04,19186,2017-10-16,6,0,100001445483
154,2017-09-11,19428,2017-10-16,5,0,100001445483
154,2017-09-18,18653,2017-10-16,4,0,100001445483
154,2017-09-25,19822,2017-10-16,3,0,100001445483
154,2017-10-02,19393,2017-10-16,2,0,100001445483
154,2017-10-09,19856,2017-10-16,1,0,100001445483
154,2017-10-16,19585,2017-10-16,0,0,100001445483
154,2017-10-23,18872,2017-10-16,-1,0,100001445483
154,2017-10-30,17690,2017-10-16,-2,0,100001445483
154,2017-11-06,18758,2017-10-16,-3,0,100001445483
154,2017-11-13,19514,2017-10-16,-4,0,100001445483
154,2017-11-20,18617,2017-10-16,-5,0,100001445483
154,2017-11-27,18102,2017-10-16,-6,0,100001445483
154,2017-12-04,17773,2017-10-16,-7,0,100001445483
154,2017-12-11,18481,2017-10-16,-8,0,100001445483
154,2017-12-18,18900,2017-10-16,-9,0,100001445483
154,2017-12-25,15924,2017-10-16,-10,0,100001445483
263,2018-01-29,1034,2018-04-09,10,0,100001526564
263,2018-02-05,950,2018-04-09,9,0,100001526564
263,2018-02-12,627,2018-04-09,8,0,100001526564
263,2018-02-19,579,2018-04-09,7,0,100001526564
263,2018-02-26,743,2018-04-09,6,0,100001526564
263,2018-03-05,565,2018-04-09,5,0,100001526564
263,2018-03-12,696,2018-04-09,4,0,100001526564
263,2018-03-19,663,2018-04-09,3,0,100001526564
263,2018-03-26,543,2018-04-09,2,0,100001526564
263,2018-04-02,466,2018-04-09,1,0,100001526564
263,2018-04-09,446,2018-04-09,0,0,100001526564
263,2018-04-16,344,2018-04-09,-1,0,100001526564
263,2018-04-23,396,2018-04-09,-2,0,100001526564
263,2018-04-30,448,2018-04-09,-3,0,100001526564
263,2018-05-07,271,2018-04-09,-4,0,100001526564
263,2018-05-14,343,2018-04-09,-5,0,100001526564
263,2018-05-21,312,2018-04-09,-6,0,100001526564
263,2018-05-28,287,2018-04-09,-7,0,100001526564
263,2018-06-04,306,2018-04-09,-8,0,100001526564
263,2018-06-11,378,2018-04-09,-9,0,100001526564
263,2018-06-18,402,2018-04-09,-10,0,100001526564
61,2019-04-29,14734,2019-07-08,10,0,100001534162
61,2019-05-06,15519,2019-07-08,9,0,100001534162
61,2019-05-13,20412,2019-07-08,8,0,100001534162
61,2019-05-20,22861,2019-07-08,7,0,100001534162
61,2019-05-27,22244,2019-07-08,6,0,100001534162
61,2019-06-03,21473,2019-07-08,5,0,100001534162
61,2019-06-10,21217,2019-07-08,4,0,100001534162
61,2019-06-17,22527,2019-07-08,3,0,100001534162
61,2019-06-24,20495,2019-07-08,2,0,100001534162
61,2019-07-01,19529,2019-07-08,1,0,100001534162
61,2019-07-08,19849,2019-07-08,0,0,100001534162
61,2019-07-15,20428,2019-07-08,-1,0,100001534162
61,2019-07-22,19844,2019-07-08,-2,0,100001534162
61,2019-07-29,19754,2019-07-08,-3,0,100001534162
61,2019-08-05,17687,2019-07-08,-4,0,100001534162
61,2019-08-12,16080,2019-07-08,-5,0,100001534162
61,2019-08-19,16017,2019-07-08,-6,0,100001534162
61,2019-08-26,15191,2019-07-08,-7,0,100001534162
61,2019-09-02,14643,2019-07-08,-8,0,100001534162
61,2019-09-09,14836,2019-07-08,-9,0,100001534162
61,2019-09-16,15907,2019-07-08,-10,0,100001534162
184,2019-04-29,19654,2019-07-08,10,0,100001548511
184,2019-05-06,19089,2019-07-08,9,0,100001548511
184,2019-05-13,18339,2019-07-08,8,0,100001548511
184,2019-05-20,19704,2019-07-08,7,0,100001548511
184,2019-05-27,20875,2019-07-08,6,0,100001548511
184,2019-06-03,20301,2019-07-08,5,0,100001548511
184,2019-06-10,20497,2019-07-08,4,0,100001548511
184,2019-06-17,22147,2019-07-08,3,0,100001548511
184,2019-06-24,21281,2019-07-08,2,0,100001548511
184,2019-07-01,21783,2019-07-08,1,0,100001548511
184,2019-07-08,21708,2019-07-08,0,0,100001548511
184,2019-07-15,22282,2019-07-08,-1,0,100001548511
184,2019-07-22,21911,2019-07-08,-2,0,100001548511
184,2019-07-29,21288,2019-07-08,-3,0,100001548511
184,2019-08-05,20896,2019-07-08,-4,0,100001548511
184,2019-08-12,20808,2019-07-08,-5,0,100001548511
184,2019-08-19,21278,2019-07-08,-6,0,100001548511
184,2019-08-26,20451,2019-07-08,-7,0,100001548511
184,2019-09-02,19875,2019-07-08,-8,0,100001548511
184,2019-09-09,19558,2019-07-08,-9,0,100001548511
184,2019-09-16,18990,2019-07-08,-10,0,100001548511
160,2019-04-08,46044,2019-06-17,10,0,100001554173
160,2019-04-15,45620,2019-06-17,9,0,100001554173
160,2019-04-22,43133,2019-06-17,8,0,100001554173
160,2019-04-29,45507,2019-06-17,7,0,100001554173
160,2019-05-06,47282,2019-06-17,6,0,100001554173
160,2019-05-13,46408,2019-06-17,5,0,100001554173
160,2019-05-20,45171,2019-06-17,4,0,100001554173
160,2019-05-27,46056,2019-06-17,3,0,100001554173
160,2019-06-03,48239,2019-06-17,2,0,100001554173
160,2019-06-10,45675,2019-06-17,1,0,100001554173
160,2019-06-17,46802,2019-06-17,0,0,100001554173
160,2019-06-24,46441,2019-06-17,-1,0,100001554173
160,2019-07-01,48191,2019-06-17,-2,0,100001554173
160,2019-07-08,49225,2019-06-17,-3,0,100001554173
160,2019-07-15,47859,2019-06-17,-4,0,100001554173
160,2019-07-22,47383,2019-06-17,-5,0,100001554173
160,2019-07-29,48442,2019-06-17,-6,0,100001554173
160,2019-08-05,48422,2019-06-17,-7,0,100001554173
160,2019-08-12,48974,2019-06-17,-8,0,100001554173
160,2019-08-19,46675,2019-06-17,-9,0,100001554173
160,2019-08-26,46061,2019-06-17,-10,0,100001554173
31,2017-10-02,14068,2017-12-11,10,0,100001637885
31,2017-10-09,12694,2017-12-11,9,0,100001637885
31,2017-10-16,12260,2017-12-11,8,0,100001637885
31,2017-10-23,13270,2017-12-11,7,0,100001637885
31,2017-10-30,14232,2017-12-11,6,0,100001637885
31,2017-11-06,13652,2017-12-11,5,0,100001637885
31,2017-11-13,14025,2017-12-11,4,0,100001637885
31,2017-11-20,14676,2017-12-11,3,0,100001637885
31,2017-11-27,13756,2017-12-11,2,0,100001637885
31,2017-12-04,12944,2017-12-11,1,0,100001637885
31,2017-12-11,13685,2017-12-11,0,0,100001637885
31,2017-12-18,14098,2017-12-11,-1,0,100001637885
31,2017-12-25,17527,2017-12-11,-2,0,100001637885
31,2018-01-01,12518,2017-12-11,-3,0,100001637885
31,2018-01-08,17103,2017-12-11,-4,0,100001637885
31,2018-01-15,18302,2017-12-11,-5,0,100001637885
31,2018-01-22,18877,2017-12-11,-6,0,100001637885
31,2018-01-29,19391,2017-12-11,-7,0,100001637885
31,2018-02-05,21318,2017-12-11,-8,0,100001637885
31,2018-02-12,21201,2017-12-11,-9,0,100001637885
31,2018-02-19,18538,2017-12-11,-10,0,100001637885
158,2017-09-11,16283,2017-11-20,10,0,100001805327
158,2017-09-18,15997,2017-11-20,9,0,100001805327
158,2017-09-25,16314,2017-11-20,8,0,100001805327
158,2017-10-02,15080,2017-11-20,7,0,100001805327
158,2017-10-09,15321,2017-11-20,6,0,100001805327
158,2017-10-16,15554,2017-11-20,5,0,100001805327
158,2017-10-23,15265,2017-11-20,4,0,100001805327
158,2017-10-30,14033,2017-11-20,3,0,100001805327
158,2017-11-06,14896,2017-11-20,2,0,100001805327
158,2017-11-13,15015,2017-11-20,1,0,100001805327
158,2017-11-20,15112,2017-11-20,0,0,100001805327
158,2017-11-27,14380,2017-11-20,-1,0,100001805327
158,2017-12-04,14759,2017-11-20,-2,0,100001805327
158,2017-12-11,14707,2017-11-20,-3,0,100001805327
158,2017-12-18,15235,2017-11-20,-4,0,100001805327
158,2017-12-25,13613,2017-11-20,-5,0,100001805327
158,2018-01-01,13211,2017-11-20,-6,0,100001805327
158,2018-01-08,15410,2017-11-20,-7,0,100001805327
158,2018-01-15,18019,2017-11-20,-8,0,100001805327
158,2018-01-22,17698,2017-11-20,-9,0,100001805327
158,2018-01-29,17167,2017-11-20,-10,0,100001805327
257,2017-11-06,19233,2018-01-15,10,0,100001826016
257,2017-11-13,18838,2018-01-15,9,0,100001826016
257,2017-11-20,18091,2018-01-15,8,0,100001826016
257,2017-11-27,17946,2018-01-15,7,0,100001826016
257,2017-12-04,17265,2018-01-15,6,0,100001826016
257,2017-12-11,16954,2018-01-15,5,0,100001826016
257,2017-12-18,17249,2018-01-15,4,0,100001826016
