playlist_id,playlist_owner,playlist_name,spotify_pl,major_pl,artist_pl,german_pl,context_pl,content_pl,ranking_pl,playlist_follower,artist_fame,avg_song_age,n_artists_playlist,n_songs_playlist,new_songs_30d,new_song_share,n_genres,major_share,n_country_rep,avg_song_similarity,avg_danceability,avg_speechiness,avg_valence,avg_energy,avg_loudness,avg_liveness,avg_acousticness,avg_instrumentalness,avg_tempo,min_date
01TSWfUoYC4qXB9fJJmeMG,david-englund,Melbourne Bounce,0,0,0,0,0,1,0,34959,316.320848069085,201.000433098468,230.56050955414,511.929936305733,20.2929936305733,0.0392292269933678,7.91082802547771,0.308962609344361,20.8726114649682,0.690799540710988,1.01629746822257,0.431043384245126,-0.239269622328228,0.974189262532935,0.825053752741796,0.215892393571827,-0.923716722462451,0.419944717754153,0.277414089735151,2016-12-26
01Wo2U9pdwPDThr9NPafqE,genesis_band,Genesis Complete,0,0,0,0,0,1,0,19801,39701.9627881037,1906.47990011059,1,263.732484076433,37.7834394904459,0.134416411125782,4,0.876641825787473,3,0.259689953130989,-0.867303750047137,-0.417435656674304,-0.465853795064763,0.0348411929436959,-0.0644917434751749,0.298732528024343,-0.209342202297055,-0.279078613911501,-0.172515078226421,2016-12-26
024O9JE3y0qCkdeKWxqHiv,jamiecullumofficial,Best Of... Jamie Cullum,0,0,0,0,0,1,0,17039,99.9887767335628,660.711018741546,1.43949044585987,38.1210191082803,3.67515923566879,0.0284896064780526,3.86624203821656,0.767611747181519,5.21656050955414,0.328328590411485,-0.0479994185956579,-0.296876571327779,-0.227464793805464,-0.726572938245295,-0.261520834506959,-0.253307428139961,0.558210035403236,-0.556041578397894,-0.31442921795332,2016-12-26
02g3P7sDYtcLuE8LapCoQI,11152361853,NAJLEPSZE HITY DLA CIEBIE,0,0,0,0,0,0,0,7351,1045.17780022582,57.6068816090572,47.6369426751592,53.7197452229299,64.1273885350319,1.16355731652343,9.14012738853503,0.866664025535047,13.8535031847134,0.615598403337812,0.518298718799857,0.0120752416014952,0.0513723309526404,0.161462247526866,0.622656070854137,-0.0694133477465701,-0.31356517823032,-0.542898643337802,0.0541802370019591,2016-12-26
02lrpV4lyxg9frFY5N5AOQ,teddybearsden,katy melua,0,0,0,0,0,1,0,13181,5207.28975613209,584.164470913394,2.01273885350318,182.611464968153,0.54140127388535,0.0021656050955414,6.26751592356688,0.780831234059061,6,0.364182651403613,-0.233834825054667,-0.46024557099352,-0.663867026430411,-1.2660042173484,-0.731768972472449,-0.077856641500587,1.10538901529226,-0.535744249301938,-0.155679529990469,2016-12-26
02pFLPtnGpXnSfNKhplVSw,sonymusicnl,Deep Chill,0,1,0,0,0,0,0,19936,52.1626215140483,103.506597312121,77.4331210191083,90.2165605095541,53.4713375796178,0.57534669972949,6.87898089171975,0.808593689232817,14.8471337579618,0.555492208905052,0.455998437835021,-0.201909741128775,-0.198685755459565,0.133657698972863,0.384954228347485,-0.10406959271261,-0.358078940915553,-0.503445585501255,-0.147004068543176,2016-12-26
02ROpSqYG9bJbRNVzhvke2,playlists.germany,Klassik zum Lernen,0,0,0,1,0,1,0,10475,26.7398689308645,722.953323807563,37.6369426751592,73.6369426751592,1.27388535031847,0.0200405235819748,10.2547770700637,0.947939616945856,7.92356687898089,0.725050070363806,-1.57036048210148,-0.453216626600727,-1.15300092088134,-1.8683092847513,-2.28420978524024,-0.481380901631828,1.87767384188234,1.84387897469536,-0.57879913194404,2016-12-26
02VqeNsST1W3QB0OxNKa4X,mckinnwi,Clean pop music even your kids can listen to.,0,0,0,0,0,1,0,15703,54267.5230967008,1776.20937575798,461.337579617834,728.503184713376,22.7261146496815,0.0310424158650734,36,0.421665107926169,54.5222929936306,0.419826808574938,0.0156319136013281,-0.414972247771706,0.044083815412645,0.211777895462497,0.390576168705717,-0.262948141503879,-0.254407536562581,-0.521815453011205,-0.0120930537290041,2016-12-26
02XEHWstvo6ACxALKazKTq,warner.music.central.europe,Music For Running,0,1,0,0,0,0,0,49606,915.640359622129,50.5231355101845,71.3375796178344,77.1273885350318,57.3694267515924,0.762209701259338,6.5859872611465,0.898066776643559,13.7834394904459,0.733349884473238,0.567381964246168,-0.223616568715581,0.0728225800141208,0.721339068779763,0.736966665095346,0.0321640020914163,-0.768946828945776,-0.489969925498175,0.0579531823595041,2016-12-26
02XP52Y8U0FOHtMI5cu0cG,sonymusicdenmark,We Got The Sauce,0,1,0,0,0,1,0,17090,82.0789010949471,39.0343475511588,49.0382165605096,81.9808917197452,31.4203821656051,0.447746273272765,6.5796178343949,0.569815060255931,7.59235668789809,0.624538148026434,1.00626104388698,1.1020750916442,0.0738032836761685,0.125801262767985,0.486418949610937,-0.138988291746635,-0.460646898253526,-0.569684981005527,0.10168510148928,2016-12-26
032YQ5Y8RcbPXZoeX3wHAA,milkychancepias,Milky Chance - Favourites,0,0,0,0,0,1,0,12953,443.979241497266,866.345964883498,47.203821656051,50.5732484076433,5.39490445859873,0.0767099854896096,10.1210191082803,0.52937517055929,13.0828025477707,0.319902285620766,0.273424799701521,0.118264107675317,0.15403872811745,-0.313113817903958,0.151503078345217,-0.292929378821716,0.156906975726293,-0.374080224733543,-0.190687321703013,2016-12-26
03bKMoeCxREu1jKjPvCXwD,redconfetti,Music for Programming,0,0,0,0,0,1,0,6583,2541.30642462768,538.13931323,452.210191082803,2121.56050955414,74,0.0346229795471227,15.6178343949045,0.132260988099436,25.8789808917197,0.251950362811418,-0.325626260572878,-0.366551768851708,-0.703306809843035,-0.24650203585703,-0.536279470317036,-0.143241855823602,0.0177865255836835,1.66101929958565,0.0357195634454953,2016-12-26
03HFGkLzFaZIgAumyhV3i3,bbc_playlister,Tune of the Week (BBC Radio 1),0,0,0,0,0,1,0,59304,1123.35093244694,65.607624983549,213.770700636943,292.089171974522,154.611464968153,1.26541824603347,10.1082802547771,0.774526412345397,19.8343949044586,0.583617683593446,0.315647403861599,0.0134135915067494,0.0794396091362456,0.435535458624233,0.600249907647681,-0.174622044955406,-0.570138708773898,-0.486801236725162,-0.0441146917536473,2016-12-26
03NwRS2uuK2vj4bQaORSpz,129421500,Top 200 Wedding Party songs,0,0,0,0,1,0,0,6795,37102.063347094,1902.55825859358,149.490445859873,204.171974522293,1.21019108280255,0.00514974928852148,26,0.342418173948541,33.2292993630573,0.630426723219296,0.743586639007487,0.0500899669796157,0.857247975554107,0.543382283633435,0.479088700355364,-0.0632297910921418,-0.574333586392368,-0.566702021275002,0.0932915518088244,2016-12-26
03pOTOMAPfDTzPmVk3QSDk,gemitaiz_dvd,Quello che vi consiglio,0,0,0,0,0,1,0,24304,5327.78502209912,1613.1093043406,60.3057324840764,67.4968152866242,1.12738853503185,0.0167557826681358,15.8726114649682,0.365442568189651,20.7452229299363,0.310412785037732,0.395162376841548,0.190766112059024,-0.250916337866411,-0.21848457495446,0.0145376755834153,-0.0482239198934831,-0.271864799825801,-0.220766799955537,-0.211422897996125,2016-12-26
03qI2iTZzMNFQchj7wQflQ,fiasel,Blue Marlin Ibiza - Continuous DJ Mix 1,0,0,0,0,0,1,0,6870,23.8282262765758,421.380917691545,54.656050955414,69.2675159235669,2.73885350318471,0.0211677513909244,9.01273885350319,0.411860805022052,13.2547770700637,0.542517894003743,0.984725576486502,-0.180564257194939,0.249729080431932,0.154694974201483,0.120507849805026,-0.194548717744086,-0.670625543971871,0.422607108459412,-0.0776541042547216,2016-12-26
03S4c5qRKYgoWxQ6qBQ9f2,sienaaa,california native,0,0,0,0,0,1,0,8562,11004.9944027338,1813.72039739978,79.5031847133758,143.834394904459,3.80254777070064,0.0291611548292996,14,0.519761443591552,18,0.494378015897562,-0.118896487909208,-0.39426849557254,0.484091960556296,0.457015671280138,0.489301548855855,-0.0362285778675551,-0.485710085256291,-0.387410623292617,0.0550427153965154,2016-12-26
03wYxOOEtXLwR04K7DIAKR,1277863484,Pop Running Songs,0,0,0,0,0,1,0,28463,9189.96196933124,311.798643964769,122.394904458599,217.547770700637,10.4649681528662,0.0484164137670151,14.3312101910828,0.752726036458213,32.4904458598726,0.662901688422425,0.254352564887226,-0.153299557268405,0.262741841319241,0.760617480668391,0.767565901535447,0.0266265832940942,-0.709410377312882,-0.552213831325688,0.107530274301936,2016-12-26
03z1YorF0FYtEpdfGKJ54n,ultramusicofficial,Dance All Day,0,0,0,0,0,1,0,113441,54.0762283518306,40.1651175505151,57.515923566879,59.2484076433121,80.1528662420382,1.3490373781022,5.73885350318471,0.700926077812394,12.7388535031847,0.6723939110779,0.610469705758165,-0.0795884480657043,-0.00017509714094657,0.765732678033691,0.649900344575072,0.304389440009245,-0.739820092211474,-0.160103759871558,0.115214062142201,2016-12-26
040mHdBMzDnhpztYXiZiRW,turika,Melbourne Beats,0,0,0,0,0,1,0,11632,371.975429394572,255.460442798447,172.617834394904,420.624203821656,0.789808917197452,0.0018794815900935,10,0.320838397090572,22,0.688556246738776,1.0276350976648,0.321742577483741,-0.279249867936449,0.954706828746087,0.865585170447101,0.117595118709045,-0.927535470154641,0.551835131824811,0.25930459840231,2016-12-26
049Htl8YyOrScgwMUgXzFq,kennyrogersofficial,Kenny Rogers Best Of,0,0,0,0,0,1,0,25832,0,2037.57130567774,1,30.3566878980892,0.222929936305732,0.00602513341366845,6,0.228033241658977,9,0.297308700568108,-0.313177043675055,-0.435034164786882,-0.132874120809073,-0.77546721129349,-0.465756940713599,-0.316716868017515,0.539468429386231,-0.571239814403775,0.0716537430188446,2016-12-26
04A295zdqQCtGrRfYJJEJk,edwin21696,Banda Las Más Nuevas 2018,0,0,0,0,0,1,0,19176,0,102.070950544299,121.936305732484,725.579617834395,48.3694267515924,0.134503930011978,4.03184713375796,0.476934109487769,5.15286624203822,0.727876362369489,0.689241588450348,-0.420060635396418,1.27622095504402,-0.193248592433463,0.688870797982082,-0.256553262284788,0.28436197508697,-0.586623589248984,0.243557607141829,2016-12-26
04FPqim8lD93fNrri48hRx,filtr.br,Anos 2000 - Internacional,0,1,0,0,0,1,0,30076,14495.2050129484,826.748064377881,71.312101910828,88.687898089172,35.2866242038217,0.374464058684319,15.1847133757962,0.748326478327736,15.2611464968153,0.568330305360933,0.16795612505482,-0.14007609916893,0.330691356189576,0.566629748304143,0.656890105584769,-0.010667021193644,-0.574935002442802,-0.529607240893588,0.0593034099536786,2016-12-26
04UMVlWWVJJQEJzZvsnKy7,1163571455,"Best of 60s, 70s, 80s and 90s",0,0,0,0,0,1,0,8776,247883.73433227,2716.68665309662,316.305732484076,591.955414012739,17.7197452229299,0.0292275564448221,35.8789808917197,0.150261524750292,51,0.42600853608456,0.0932228773517166,-0.402344510700847,0.606107378466294,0.249403996969901,0.145795938358484,-0.0610994407660179,-0.168916441756081,-0.505278237669449,0.0740478328432431,2016-12-26
051ehZgDl3xYDr4FIS0ZxC,pascam,80's New wave,0,0,0,0,0,1,0,35829,32298.9457415692,1819.78156075606,313.350318471338,667.649681528662,67.2993630573248,0.100848772611191,27,0.518648565925596,27,0.517287026402244,0.118461207740091,-0.339764147636954,0.772674842675475,0.442910233490523,-0.054174348839544,-0.0524636120425717,-0.612758103224668,-0.205008118897092,0.33497915995,2016-12-26
054lrrCfbXKRjrsdRv6Mhx,rachelbrathen,LOVE!,0,0,0,0,0,1,0,18791,5687.89488740442,716.328075682199,327.477707006369,470.331210191083,27.9108280254777,0.0576157112621897,18.4904458598726,0.523070121143835,27.8980891719745,0.198749992012549,-0.0394988283481774,-0.25110221299273,-0.421523401756881,-0.507219386256853,-0.176154436403299,-0.277963514861003,0.506313329738381,-0.150128499047132,-0.32315525790041,2016-12-26
05Hd48jdQIz3s8WRrvGnzf,mejoresplaylistsspotify,Jazz,1,0,0,0,0,1,0,143714,493.418267490254,3636.90960289127,68.9617834394905,103.343949044586,96.6687898089172,0.937407126616871,25,0.0726839881146638,35.1592356687898,0.220055094537897,-0.198850858156138,-0.374549205150074,0.152203003278624,-1.05849223050865,-0.784911755102699,-0.111623867506214,1.18357966491012,0.182996760150633,-0.217939757679138,2016-12-26
05mbSA2U0bQ1DqF84eQBBH,skursvamp,Death Metal Mix 2016,0,0,0,0,0,1,0,7810,1685.77913475954,728.101158208654,300.528662420382,639.070063694268,17.2292993630573,0.0279207380632101,7,0.573183088048989,22,0.69155401105044,-1.10095929768991,0.0218644241907769,-0.730537401542755,1.3290688983993,0.845231006205087,0.21577838194431,-0.974910030425508,0.0863068807709202,0.175672906118902,2016-12-26
05sfvc3fSs1A0BT5Kt0d2E,demigodzilla,90's Hip-Hop Classics,0,0,0,0,0,1,0,7116,1701.76532526704,1246.95292462821,208.445859872611,508.019108280255,21.515923566879,0.041982214031415,12,0.437888688495925,10.2611464968153,0.678331857268104,0.980962701421788,1.62974924517386,0.579858541825476,0.318101966968508,0.0200222205854407,0.122843030655199,-0.649737125109105,-0.523667039903534,-0.43682473318051,2016-12-26
05T1KuTCkjxifLHkawRNVX,siaofficial,All Things Sia,0,0,0,0,0,1,0,62617,1074.73019227604,328.620540687921,11.484076433121,214.235668789809,19.1337579617834,0.0853049018413283,9.71974522292994,0.781427258076598,9.81528662420382,0.372394277745667,-0.184651690477295,-0.211092680146031,-0.228783648644247,0.0980306774690958,0.399790318224628,-0.144384898436373,-0.387574119394108,-0.350914306843178,0.169033688093578,2016-12-26
05YlmFJIC6rbsCBam035Nk,eelainekkim,Throwback (2005-2011),0,0,0,0,0,1,0,47964,31002.4129659587,643.470446965045,212.03821656051,526.203821656051,18.7515923566879,0.0352424460045312,21.8216560509554,0.737114652827097,34.0127388535032,0.57750903337064,0.568130816718842,0.15842127088279,0.416979963388642,0.439683491391963,0.637463694973878,0.00428305724340424,-0.611334760131945,-0.572200001395018,-0.0268474592632619,2016-12-26
063OOAs1pcT92wa1WOTIES,digster.se,Ballin Beats,0,1,0,0,0,1,0,14550,680.265899106988,52.3508310060477,55.9108280254777,87.5541401273885,69.3184713375796,0.93150671568514,6.54140127388535,0.787193022496948,8.68152866242038,0.571981086838585,0.913115192999256,0.613770016921678,-0.233015131327869,0.0711117836312097,0.594090973206168,-0.210376191019731,-0.416066552402776,-0.585986388934827,0.363315359860046,2016-12-26
064PXW3a66042BjmZEu3Rv,digsternl,Nederpop,0,1,0,0,0,1,0,8207,0.327443622387678,353.612186390332,43.2356687898089,59.7006369426752,57.0445859872612,0.959365869285459,6.37579617834395,0.749631434247423,4,0.381015061645441,0.359581032054974,-0.151538070361364,-0.101550941719842,-0.123251072335214,0.244833851883516,-0.252880146573525,-0.072386249015217,-0.563053186124809,-0.253697579449047,2016-12-26
06bdl40vjJCF57Yq4cvg5y,22dm2fkdsc2dhmf6khpa4cp6q,Xkito music,0,0,0,0,0,1,0,27133,131.246367958088,157.834783025845,180.420382165605,323.165605095541,38.312101910828,0.277618683469862,7.48407643312102,0.30135193835126,18.031847133758,0.561474991085261,0.189177768465108,-0.115369596470124,-0.56968238361455,0.539344965118634,0.526163691129514,0.0697733722332327,-0.640716799943537,-0.233382571086628,-0.00838445010946745,2016-12-26
06EuZn03KPPl6Ri6f5qmVc,115708493,KaterMukke,0,0,0,0,0,0,0,12549,2.15508295838212,355.051662308843,69.2484076433121,78.9936305732484,0.681528662420382,0.00855393385003553,6,0.210806271194587,14.6242038216561,0.732433293875144,1.18488798722405,-0.280686890698092,-0.320540594024622,0.00366381209434412,-0.141238541471956,-0.403231458887114,-0.731231293131651,1.58749536843322,0.106033446571601,2016-12-26
06HMEOceFUNQi86pnBKsQX,meghantrainorofficial,THE LOVE TRAIN,0,0,0,0,0,1,0,55425,562.718383166677,515.076190491014,10.5923566878981,29.9554140127389,6.52229299363057,0.303781707558338,4.87898089171975,0.721580448640616,6.65605095541401,0.474963216852372,0.557969387028834,0.0644338634312061,0.224697307602275,0.417997555999116,0.685619423967799,-0.00868837665200784,-0.479658180972372,-0.586104352180127,-0.109984130299175,2016-12-26
06LsCWA0CN40Z9wmoMou77,universalmusica,Super Hits,0,1,0,0,0,0,1,203599,916.662513910799,147.319808834384,53.8726114649682,61.2292993630573,88.2611464968153,1.46054336631063,10.0127388535032,0.840267489853864,13.6496815286624,0.573618462209094,0.413379155028525,0.0804227556191423,0.0458414111030034,0.0251902770404025,0.515594056033982,-0.283579535859744,-0.111314580829178,-0.517808632227571,-0.00138897185060866,2016-12-26
06m5HzAGIkYyLsDdNpWoCp,rollingstonesmusic,Rolling Stones Best Of,0,0,0,0,0,1,0,240829,36978.0666360232,2413.44806121086,1,52.0063694267516,11.6815286624204,0.224721026444518,8,0.792894705860258,11,0.47843106300668,-0.145869677938316,-0.339355709088841,0.607960650703144,0.623193359070932,0.370168857836457,0.115136675335063,-0.195471583260912,-0.306229721142788,0.152682345829553,2016-12-26
06MtbfNH3yEkSXDGbbFFW9,thechainsmokers,The Chainsmokers Originals,0,0,0,0,0,1,0,160732,76.851854025824,99.5026740750492,2,30.5031847133758,1.21019108280255,0.0402121040294647,4.94904458598726,0.799282357841339,6.98726114649682,0.677486250861426,0.101586518901276,-0.315528437556195,-0.329615809721464,0.250386728766836,0.452730968045617,-0.123197725366695,-0.690782698010214,-0.499781717967152,-0.0534431699653534,2016-12-26
06TSMDjFOBBwP3uVOTWJhS,joelkrigstrom,slow jazz,0,0,0,0,0,1,0,27284,45.4972258088821,2821.55339094946,32.3630573248408,78.3630573248408,0.0636942675159236,0.000811424862057773,25,0.0511317800769942,26,0.608439491111031,-0.392858216155606,-0.415090171664282,-0.689396528170441,-1.90984953881372,-1.47975191861725,-0.424351219604825,1.79876768784191,0.850932244272127,-0.784890724725031,2016-12-26
06v1EorvSMGJdch454V4Qi,makka1998,Chill Music (Gaming),0,0,0,0,1,0,0,6594,11571.2869423219,289.028410403373,271.471337579618,517.146496815287,33.8471337579618,0.060052727774482,15.8726114649682,0.644976947903715,36.3821656050955,0.561405995710786,0.0526009851582289,-0.109556030244854,-0.157376153066982,0.625547627743787,0.682913455430021,0.0127836266729076,-0.68929088755355,-0.378052359250743,0.1692414521877,2016-12-26
06y31QevDVDYpM8vv3bEPs,jaysupreme,中文歌(Mandarin and Cantonese),0,0,0,0,0,1,0,12451,1366.72675803828,1008.87114833212,112.955414012739,217.713375796178,44.3885350318471,0.21603614124662,12.9490445859873,0.466122899932418,17.0191082802548,0.44608725314344,-0.280426243635233,-0.509936492921384,-0.644738964088993,-0.62389108191732,0.129435329543239,-0.2967959085931,0.718750558429078,-0.565968151912597,0.171921549829829,2016-12-26
06yne4tGdIAHELhcFRxVNt,warnermuscirl,All The Hits - Ed Sheeran,0,1,0,0,0,1,0,32720,6283.66405180025,215.223899313885,2,55.4522292993631,5.22929936305733,0.0872241034365164,5,0.850578189695188,7.9171974522293,0.37811005319503,0.475613165374837,-0.0899716280312107,0.170289733987572,-0.299341080398848,0.218432911158439,-0.107936031956797,0.31568603944813,-0.585555948026815,-0.403356823549933,2016-12-26
06zrBJ5cts5aemZmqe80J7,atlastrecords,Tropical House!,0,0,0,0,0,1,0,124405,235.125567865222,47.1551909416576,45.9554140127389,58.0828025477707,68.6178343949045,1.18832612262664,5.18471337579618,0.380924005091345,9.80254777070064,0.667080788940215,0.710116509930078,-0.126484136394671,0.179182276537843,0.307299032832694,0.519578847378976,0.0267116535735164,-0.391935252346919,-0.562192256477263,-0.202999950210424,2016-12-26
075tMHRIBkVoa2qBEYn2sL,clomaxproject,Ray Donovan Soundtrack,0,0,0,0,0,1,0,10401,2980.9363136417,1839.81561350897,196.273885350318,216.554140127389,3.84713375796178,0.0177750599302861,21.796178343949,0.232349122539282,26.3694267515924,0.262433068091364,-0.0525844235019751,-0.126165052329753,0.167026858953769,-0.0488987398003043,0.0663570852186432,-0.0869855842807417,-0.0782925604189146,-0.279131110446695,0.0143953418707819,2016-12-26
07erhEfxIuOddt8KA1RJvR,leopujado79,u2 coldplay inxs queen radiohead pearl jam dylan keane audioslave,0,0,0,0,0,1,0,16687,162185.286486511,1820.93509251358,196.006369426752,586.980891719745,23.2993630573248,0.0392190173550003,28.6305732484076,0.488382293668162,43.9363057324841,0.421135082884337,-0.215685546747055,-0.426984922580952,0.144401494810968,0.335546532366087,0.293294527778562,-0.0499650407554429,-0.509952906068413,-0.444268579218433,0.0336392456380335,2016-12-26
07mKoqZ1ZN2JCHBcboLkdm,floridamusic,Zillionaire,0,0,0,0,0,1,0,13957,1544.65568541674,360.657511634598,24.4777070063694,29.0127388535032,0.732484076433121,0.0339070572800841,5.4968152866242,0.661592606292465,8.52229299363057,0.645557267392021,0.840218907079239,0.566955221699435,0.238605580533665,0.504461651164642,0.735985569800666,-0.110674046730082,-0.698631583092907,-0.584923259305477,0.0684771101257219,2016-12-26
089GyNArqFs9lvrSkp7XVm,blancoynegromusic,IBIZA HITS 2020,0,0,0,0,0,0,0,40153,411.122105416361,59.6664926942413,55.0127388535032,58.1783439490446,63.8789808917198,1.10575079803994,5.05732484076433,0.310376887808967,14.859872611465,0.711622436013338,0.636262883163779,-0.219959155196122,-0.0479617660150491,0.707485830267098,0.691342857118342,0.236575757531291,-0.75581392011171,-0.416138418754,0.0383939677269849,2016-12-26
08CJ6fWrTA1vMfwVwAxWUl,digster.fm,Alternative Buzz,0,1,0,0,0,1,0,112651,172.670567248762,34.5170214890992,46.5732484076433,56.2929936305733,74.1337579617835,1.31926446142937,6.81528662420382,0.918315050390224,7.84076433121019,0.626943704390636,-0.0542839621269316,-0.239615169623304,-0.036120534613008,0.54234694691293,0.637156817409642,-0.104749540111997,-0.631945530178365,-0.50093009381768,-0.0313251059888838,2016-12-26
08EBIfA4BFMQqcLjXPFKVU,1125997142,Golden Oldies Jukebox,0,0,0,0,0,1,0,21476,185144.167737593,2752.10147988156,343.15923566879,689.796178343949,26.2420382165605,0.0376462082627698,37,0.0719513371101989,48,0.549856452444016,0.213722511152962,-0.310711326634125,1.26864486348714,0.301358419345847,0.133894928604236,0.0541306139435637,0.117058665521569,-0.504414718770205,0.155239879755974,2016-12-26
08GTQIhMEzNXKUiCzVIw4q,m83spotify,Cinematic M83,1,0,0,0,0,1,0,13716,24.7180151964994,442.886119869186,3,36.5477707006369,0.140127388535032,0.00361059246409565,6,0.100263636517627,5,0.356504518951065,-1.70032660807285,-0.447794172376378,-1.40191534446284,-0.725690845438701,-0.265732168672508,-0.0727385526403772,0.108618871031847,1.12404728068015,-0.222026343668689,2016-12-26
08sv80heb5Xjpdep151bK3,singstreetofficial,The 80s - What A Decade. What A Time To Be Alive.,0,0,0,0,0,1,0,14460,11298.3887684769,1850.11469150594,51,52.9617834394905,0.273885350318471,0.00515018637840414,17,0.454706461567738,18,0.688772142889684,0.492148343342452,-0.415018203018106,1.01521695024556,0.372025687643623,0.0478602288845648,-0.122065506293394,-0.460209287492137,-0.340193652036651,0.226353800634818,2016-12-26
