playlist_id,playlist_owner,playlist_name,spotify_pl,major_pl,artist_pl,german_pl,context_pl,content_pl,ranking_pl,playlist_follower,artist_fame,avg_song_age,n_artists_playlist,n_songs_playlist,new_songs_30d,new_song_share,n_genres,major_share,n_country_rep,avg_song_similarity
02ROpSqYG9bJbRNVzhvke2,playlists.germany,Klassik zum Lernen,0,0,0,1,0,1,0,10475,26.7398689308645,722.953323807563,37.6369426751592,73.6369426751592,1.27388535031847,0.0200405235819748,10.2547770700637,0.947939616945856,7.92356687898089,0.725050070363806
02VqeNsST1W3QB0OxNKa4X,mckinnwi,Clean pop music even your kids can listen to.,0,0,0,0,0,1,0,15703,54267.5230967008,1776.20937575798,461.337579617834,728.503184713376,22.7261146496815,0.0310424158650734,36,0.421665107926169,54.5222929936306,0.419826808574938
02XEHWstvo6ACxALKazKTq,warner.music.central.europe,Music For Running,0,1,0,0,0,0,0,49606,915.640359622129,50.5231355101845,71.3375796178344,77.1273885350318,57.3694267515924,0.762209701259338,6.5859872611465,0.898066776643559,13.7834394904459,0.733349884473238
02XP52Y8U0FOHtMI5cu0cG,sonymusicdenmark,We Got The Sauce,0,1,0,0,0,1,0,17090,82.0789010949471,39.0343475511588,49.0382165605096,81.9808917197452,31.4203821656051,0.447746273272765,6.5796178343949,0.569815060255931,7.59235668789809,0.624538148026434
032YQ5Y8RcbPXZoeX3wHAA,milkychancepias,Milky Chance - Favourites,0,0,0,0,0,1,0,12953,443.979241497266,866.345964883498,47.203821656051,50.5732484076433,5.39490445859873,0.0767099854896096,10.1210191082803,0.52937517055929,13.0828025477707,0.319902285620766
03bKMoeCxREu1jKjPvCXwD,redconfetti,Music for Programming,0,0,0,0,0,1,0,6583,2541.30642462768,538.13931323,452.210191082803,2121.56050955414,74,0.0346229795471227,15.6178343949045,0.132260988099436,25.8789808917197,0.251950362811418
03HFGkLzFaZIgAumyhV3i3,bbc_playlister,Tune of the Week (BBC Radio 1),0,0,0,0,0,1,0,59304,1123.35093244694,65.607624983549,213.770700636943,292.089171974522,154.611464968153,1.26541824603347,10.1082802547771,0.774526412345397,19.8343949044586,0.583617683593446
03NwRS2uuK2vj4bQaORSpz,129421500,Top 200 Wedding Party songs,0,0,0,0,1,0,0,6795,37102.063347094,1902.55825859358,149.490445859873,204.171974522293,1.21019108280255,0.00514974928852148,26,0.342418173948541,33.2292993630573,0.630426723219296
03pOTOMAPfDTzPmVk3QSDk,gemitaiz_dvd,Quello che vi consiglio,0,0,0,0,0,1,0,24304,5327.78502209912,1613.1093043406,60.3057324840764,67.4968152866242,1.12738853503185,0.0167557826681358,15.8726114649682,0.365442568189651,20.7452229299363,0.310412785037732
03qI2iTZzMNFQchj7wQflQ,fiasel,Blue Marlin Ibiza - Continuous DJ Mix 1,0,0,0,0,0,1,0,6870,23.8282262765758,421.380917691545,54.656050955414,69.2675159235669,2.73885350318471,0.0211677513909244,9.01273885350319,0.411860805022052,13.2547770700637,0.542517894003743
03S4c5qRKYgoWxQ6qBQ9f2,sienaaa,california native,0,0,0,0,0,1,0,8562,11004.9944027338,1813.72039739978,79.5031847133758,143.834394904459,3.80254777070064,0.0291611548292996,14,0.519761443591552,18,0.494378015897562
03wYxOOEtXLwR04K7DIAKR,1277863484,Pop Running Songs,0,0,0,0,0,1,0,28463,9189.96196933124,311.798643964769,122.394904458599,217.547770700637,10.4649681528662,0.0484164137670151,14.3312101910828,0.752726036458213,32.4904458598726,0.662901688422425
03z1YorF0FYtEpdfGKJ54n,ultramusicofficial,Dance All Day,0,0,0,0,0,1,0,113441,54.0762283518306,40.1651175505151,57.515923566879,59.2484076433121,80.1528662420382,1.3490373781022,5.73885350318471,0.700926077812394,12.7388535031847,0.6723939110779
040mHdBMzDnhpztYXiZiRW,turika,Melbourne Beats,0,0,0,0,0,1,0,11632,371.975429394572,255.460442798447,172.617834394904,420.624203821656,0.789808917197452,0.0018794815900935,10,0.320838397090572,22,0.688556246738776
049Htl8YyOrScgwMUgXzFq,kennyrogersofficial,Kenny Rogers Best Of,0,0,0,0,0,1,0,25832,0,2037.57130567774,1,30.3566878980892,0.222929936305732,0.00602513341366845,6,0.228033241658977,9,0.297308700568108
04A295zdqQCtGrRfYJJEJk,edwin21696,Banda Las Más Nuevas 2018,0,0,0,0,0,1,0,19176,0,102.070950544299,121.936305732484,725.579617834395,48.3694267515924,0.134503930011978,4.03184713375796,0.476934109487769,5.15286624203822,0.727876362369489
04FPqim8lD93fNrri48hRx,filtr.br,Anos 2000 - Internacional,0,1,0,0,0,1,0,30076,14495.2050129484,826.748064377881,71.312101910828,88.687898089172,35.2866242038217,0.374464058684319,15.1847133757962,0.748326478327736,15.2611464968153,0.568330305360933
04UMVlWWVJJQEJzZvsnKy7,1163571455,"Best of 60s, 70s, 80s and 90s",0,0,0,0,0,1,0,8776,247883.73433227,2716.68665309662,316.305732484076,591.955414012739,17.7197452229299,0.0292275564448221,35.8789808917197,0.150261524750292,51,0.42600853608456
051ehZgDl3xYDr4FIS0ZxC,pascam,80's New wave,0,0,0,0,0,1,0,35829,32298.9457415692,1819.78156075606,313.350318471338,667.649681528662,67.2993630573248,0.100848772611191,27,0.518648565925596,27,0.517287026402244
054lrrCfbXKRjrsdRv6Mhx,rachelbrathen,LOVE!,0,0,0,0,0,1,0,18791,5687.89488740442,716.328075682199,327.477707006369,470.331210191083,27.9108280254777,0.0576157112621897,18.4904458598726,0.523070121143835,27.8980891719745,0.198749992012549
05Hd48jdQIz3s8WRrvGnzf,mejoresplaylistsspotify,Jazz,1,0,0,0,0,1,0,143714,493.418267490254,3636.90960289127,68.9617834394905,103.343949044586,96.6687898089172,0.937407126616871,25,0.0726839881146638,35.1592356687898,0.220055094537897
05mbSA2U0bQ1DqF84eQBBH,skursvamp,Death Metal Mix 2016,0,0,0,0,0,1,0,7810,1685.77913475954,728.101158208654,300.528662420382,639.070063694268,17.2292993630573,0.0279207380632101,7,0.573183088048989,22,0.69155401105044
05sfvc3fSs1A0BT5Kt0d2E,demigodzilla,90's Hip-Hop Classics,0,0,0,0,0,1,0,7116,1701.76532526704,1246.95292462821,208.445859872611,508.019108280255,21.515923566879,0.041982214031415,12,0.437888688495925,10.2611464968153,0.678331857268104
05T1KuTCkjxifLHkawRNVX,siaofficial,All Things Sia,0,0,0,0,0,1,0,62617,1074.73019227604,328.620540687921,11.484076433121,214.235668789809,19.1337579617834,0.0853049018413283,9.71974522292994,0.781427258076598,9.81528662420382,0.372394277745667
05YlmFJIC6rbsCBam035Nk,eelainekkim,Throwback (2005-2011),0,0,0,0,0,1,0,47964,31002.4129659587,643.470446965045,212.03821656051,526.203821656051,18.7515923566879,0.0352424460045312,21.8216560509554,0.737114652827097,34.0127388535032,0.57750903337064
063OOAs1pcT92wa1WOTIES,digster.se,Ballin Beats,0,1,0,0,0,1,0,14550,680.265899106988,52.3508310060477,55.9108280254777,87.5541401273885,69.3184713375796,0.93150671568514,6.54140127388535,0.787193022496948,8.68152866242038,0.571981086838585
064PXW3a66042BjmZEu3Rv,digsternl,Nederpop,0,1,0,0,0,1,0,8207,0.327443622387678,353.612186390332,43.2356687898089,59.7006369426752,57.0445859872612,0.959365869285459,6.37579617834395,0.749631434247423,4,0.381015061645441
06bdl40vjJCF57Yq4cvg5y,22dm2fkdsc2dhmf6khpa4cp6q,Xkito music,0,0,0,0,0,1,0,27133,131.246367958088,157.834783025845,180.420382165605,323.165605095541,38.312101910828,0.277618683469862,7.48407643312102,0.30135193835126,18.031847133758,0.561474991085261
06EuZn03KPPl6Ri6f5qmVc,115708493,KaterMukke,0,0,0,0,0,0,0,12549,2.15508295838212,355.051662308843,69.2484076433121,78.9936305732484,0.681528662420382,0.00855393385003553,6,0.210806271194587,14.6242038216561,0.732433293875144
06HMEOceFUNQi86pnBKsQX,meghantrainorofficial,THE LOVE TRAIN,0,0,0,0,0,1,0,55425,562.718383166677,515.076190491014,10.5923566878981,29.9554140127389,6.52229299363057,0.303781707558338,4.87898089171975,0.721580448640616,6.65605095541401,0.474963216852372
06LsCWA0CN40Z9wmoMou77,universalmusica,Super Hits,0,1,0,0,0,0,1,203599,916.662513910799,147.319808834384,53.8726114649682,61.2292993630573,88.2611464968153,1.46054336631063,10.0127388535032,0.840267489853864,13.6496815286624,0.573618462209094
06m5HzAGIkYyLsDdNpWoCp,rollingstonesmusic,Rolling Stones Best Of,0,0,0,0,0,1,0,240829,36978.0666360232,2413.44806121086,1,52.0063694267516,11.6815286624204,0.224721026444518,8,0.792894705860258,11,0.47843106300668
06MtbfNH3yEkSXDGbbFFW9,thechainsmokers,The Chainsmokers Originals,0,0,0,0,0,1,0,160732,76.851854025824,99.5026740750492,2,30.5031847133758,1.21019108280255,0.0402121040294647,4.94904458598726,0.799282357841339,6.98726114649682,0.677486250861426
06TSMDjFOBBwP3uVOTWJhS,joelkrigstrom,slow jazz,0,0,0,0,0,1,0,27284,45.4972258088821,2821.55339094946,32.3630573248408,78.3630573248408,0.0636942675159236,0.000811424862057773,25,0.0511317800769942,26,0.608439491111031
06v1EorvSMGJdch454V4Qi,makka1998,Chill Music (Gaming),0,0,0,0,1,0,0,6594,11571.2869423219,289.028410403373,271.471337579618,517.146496815287,33.8471337579618,0.060052727774482,15.8726114649682,0.644976947903715,36.3821656050955,0.561405995710786
06y31QevDVDYpM8vv3bEPs,jaysupreme,中文歌(Mandarin and Cantonese),0,0,0,0,0,1,0,12451,1366.72675803828,1008.87114833212,112.955414012739,217.713375796178,44.3885350318471,0.21603614124662,12.9490445859873,0.466122899932418,17.0191082802548,0.44608725314344
06yne4tGdIAHELhcFRxVNt,warnermuscirl,All The Hits - Ed Sheeran,0,1,0,0,0,1,0,32720,6283.66405180025,215.223899313885,2,55.4522292993631,5.22929936305733,0.0872241034365164,5,0.850578189695188,7.9171974522293,0.37811005319503
06zrBJ5cts5aemZmqe80J7,atlastrecords,Tropical House!,0,0,0,0,0,1,0,124405,235.125567865222,47.1551909416576,45.9554140127389,58.0828025477707,68.6178343949045,1.18832612262664,5.18471337579618,0.380924005091345,9.80254777070064,0.667080788940215
075tMHRIBkVoa2qBEYn2sL,clomaxproject,Ray Donovan Soundtrack,0,0,0,0,0,1,0,10401,2980.9363136417,1839.81561350897,196.273885350318,216.554140127389,3.84713375796178,0.0177750599302861,21.796178343949,0.232349122539282,26.3694267515924,0.262433068091364
07erhEfxIuOddt8KA1RJvR,leopujado79,u2 coldplay inxs queen radiohead pearl jam dylan keane audioslave,0,0,0,0,0,1,0,16687,162185.286486511,1820.93509251358,196.006369426752,586.980891719745,23.2993630573248,0.0392190173550003,28.6305732484076,0.488382293668162,43.9363057324841,0.421135082884337
07mKoqZ1ZN2JCHBcboLkdm,floridamusic,Zillionaire,0,0,0,0,0,1,0,13957,1544.65568541674,360.657511634598,24.4777070063694,29.0127388535032,0.732484076433121,0.0339070572800841,5.4968152866242,0.661592606292465,8.52229299363057,0.645557267392021
089GyNArqFs9lvrSkp7XVm,blancoynegromusic,IBIZA HITS 2020,0,0,0,0,0,0,0,40153,411.122105416361,59.6664926942413,55.0127388535032,58.1783439490446,63.8789808917198,1.10575079803994,5.05732484076433,0.310376887808967,14.859872611465,0.711622436013338
08CJ6fWrTA1vMfwVwAxWUl,digster.fm,Alternative Buzz,0,1,0,0,0,1,0,112651,172.670567248762,34.5170214890992,46.5732484076433,56.2929936305733,74.1337579617835,1.31926446142937,6.81528662420382,0.918315050390224,7.84076433121019,0.626943704390636
08EBIfA4BFMQqcLjXPFKVU,1125997142,Golden Oldies Jukebox,0,0,0,0,0,1,0,21476,185144.167737593,2752.10147988156,343.15923566879,689.796178343949,26.2420382165605,0.0376462082627698,37,0.0719513371101989,48,0.549856452444016
08GTQIhMEzNXKUiCzVIw4q,m83spotify,Cinematic M83,1,0,0,0,0,1,0,13716,24.7180151964994,442.886119869186,3,36.5477707006369,0.140127388535032,0.00361059246409565,6,0.100263636517627,5,0.356504518951065
08sv80heb5Xjpdep151bK3,singstreetofficial,The 80s - What A Decade. What A Time To Be Alive.,0,0,0,0,0,1,0,14460,11298.3887684769,1850.11469150594,51,52.9617834394905,0.273885350318471,0.00515018637840414,17,0.454706461567738,18,0.688772142889684
08YHx41PTASUnKgit2hp3o,dx115falcon,Zombies In Spaceland,0,0,0,0,0,1,0,7175,1069.24470595731,1665.0961763435,23.9426751592357,24.9299363057325,0.0573248407643312,0.00216850853793529,15.5031847133758,0.306791449325012,10,0.52406125356925
098hVwvAVYKJZd5kTwm9Ra,myplay.com,Classic Rock Icons,0,0,0,0,0,1,0,59576,46324.444767739,2224.08539425868,101.707006369427,156.917197452229,45.0509554140127,0.286221374578935,23.031847133758,0.454977372063129,29.2420382165605,0.387791011644985
09ar2zDOjwmNHYq9H0ObgJ,playlists.germany,Club Sounds Brand New,0,0,0,1,0,1,0,52005,1568.68337494961,531.369996663362,70.8726114649682,85.9554140127389,10.9108280254777,0.12904558894234,11.4140127388535,0.587289428618371,20.2929936305733,0.678240388707924
09FNJIDFU9fKDcPbbB3628,mikhael.abe,Pagode anos 90,0,0,0,0,0,1,0,93742,0,1062.96051024025,26.203821656051,83.2484076433121,0.54140127388535,0.00649276119629357,2,0.724661814711997,2,0.520774465861349
09I0tyeHnd4G6vnt8iBYDM,roman86s,DubStep,0,0,0,0,0,1,0,11484,3368.27715896645,476.753771089432,448.216560509554,666.503184713376,28.8407643312102,0.043473786677904,15,0.420997032583406,28.0509554140127,0.612704652428995
09r5SYAx6ourZ7vdr7qMrq,playlistmebrasil,Segue o Baile!,0,0,0,0,0,1,0,17273,251.114722980869,50.2103005160484,37.4522292993631,50.9426751592357,34.312101910828,0.684011230419501,6.31847133757962,0.718588224728653,9.81528662420382,0.672261959305992
09tdi9JkYgC7DP0XYBl4Az,mejoresplaylistsspotify,Clubbers Night,1,0,0,0,0,1,0,574563,537.630381624484,42.1075926192697,72.6942675159236,99.3248407643312,112.407643312102,1.14694325138694,7.5796178343949,0.716881646976379,19.8662420382166,0.690212661268842
09Tf9XyYxjrQqOnvRnTYlv,johnlegendofficial,Wedding Songs Playlist,0,0,0,0,0,0,0,53933,53.8595922024958,1960.660817596,6.31210191082803,15.484076433121,0.987261146496815,0.0448251554593288,14.0254777070064,0.407293166672366,14.171974522293,0.33722822694036
09ygflEGVHs8urtZL2KHJZ,zimzulu,Christian Hip Hop /RnB/ Dance,0,0,0,0,0,1,0,13745,0.13219468923596,204.326111144083,224.305732484076,835.03821656051,28.5605095541401,0.0338272618665455,8,0.109844271023021,7,0.568290546309623
0A06WmiRHgp1h6YPbhVkA6,tominic,top running songs.,0,0,0,0,0,0,0,77067,394.667785569324,179.64629949419,97.343949044586,113.802547770701,40.7643312101911,0.309799515973393,9.96815286624204,0.861061792360863,21.0764331210191,0.673136958593969
0a35XpmRBAWxWmIuZmlN3p,kollegahofficial,KOLLEGAH - BENZ FAHREN,0,0,0,0,0,1,0,13161,147.758897149992,248.288908338088,16.6114649681529,27.859872611465,1.5031847133758,0.0546641728170391,5.74522292993631,0.355231640263487,5.74522292993631,0.565518659893213
0aAGYpldUWYmAkIUjfIEDf,brainmixture,psychodelic rock,0,0,0,0,0,1,0,9783,1931.96053377993,2570.51943763959,42,66.2611464968153,0.0318471337579618,0.000475330354596444,19,0.225623604223514,23,0.28653312012616
0AcUgDPsn0BZ66DOIEysKw,224gagy6abjt3w44s6pdoqjza,Black Music 2000,0,0,0,0,0,1,0,65610,6361.18259815996,745.005635422471,82.2993630573249,165.828025477707,18.0127388535032,0.10309031633981,15.0700636942675,0.666338712392735,13.7388535031847,0.615349786502116
0aDNy3LWk6IfSuzMgi5Gru,11130521104,Nassau Beach Club Ibiza 2018🏝,0,0,0,0,0,0,0,13387,156.166445591427,256.396926652434,368.923566878981,468.68152866242,45.8917197452229,0.10238362055918,11.0509554140127,0.268665079084269,26.4458598726115,0.585179592207687
0AF4jgCJ48VYmYPMwofk2s,filtr,Morning Refresh,0,1,0,0,0,0,0,38834,383.923406631695,2275.30694674911,63.9235668789809,71.7388535031847,22.2929936305733,0.291848001306978,16.9108280254777,0.2279600956622,21.8726114649682,0.560041257807797
0AjInv1X06Mx6HqLYWL4HT,warner.music.central.europe,Urban Vibes,0,1,0,0,0,1,0,139883,345.736462684038,22.1450418221347,60.343949044586,70.8726114649682,98.1910828025478,1.39316189115166,7.96178343949045,0.733876527426362,10.7643312101911,0.621424073490598
0aKdqLs5wf1EArbaMdAunS,noraenpure,Purified by Nora En Pure,0,0,0,0,0,1,0,17407,18.8859760838631,230.509393370903,100.40127388535,164.668789808917,24.5031847133758,0.149292115120376,5.85987261146497,0.191017908706398,13.7133757961783,0.586865524567177
0aL7M6qKDacHCtUUch3AhB,maroon5,Maroon 5 Greatest Hits,0,0,0,0,0,1,0,655486,785.229696646305,403.25479931646,1,54.4904458598726,26.859872611465,0.499072411715698,6,0.927409352130054,6,0.568161501909175
0AQgRMkHHWqiRUpnwIP8Nf,dj3lau,3LAU HAUS,0,0,0,0,0,1,0,12310,55.9563451416091,73.5342554261549,31.4649681528662,32.3949044585987,36.7834394904459,1.13834796828071,4.68152866242038,0.438659441925518,7.9171974522293,0.568986523410787
0AvbnDtMJFRrl9BaSlkPO3,12128193812,Música para la lluvia,0,0,0,0,0,1,0,52312,826.694609631603,404.273002634116,48.859872611465,48.5923566878981,23.4012738853503,0.558374999159652,8.96178343949045,0.687392225066683,14.1273885350318,0.404046039796971
0AW49K9TK1fpm7P6wZrsS7,fayesaville,Noughties Throwback,0,0,0,0,0,1,0,15097,25778.423962405,669.059040710331,270.96178343949,504.363057324841,12.1910828025478,0.0255994933687326,23,0.76876150315124,34,0.609835461667479
0awYwHsLlGYGJ3C6AwyrQM,1229744886,La Belle musique,0,0,0,0,0,1,0,17693,331.14081544753,488.053504480413,99.312101910828,109.101910828025,1.01910828025478,0.00940645569007473,11,0.391409610906092,21.1146496815287,0.318285429083431
0B3WoheGNqol1B69LM9Y8n,alekzanther,Minimal Techno,0,0,0,0,0,1,0,105893,458.966314305108,419.733920639741,326.273885350319,719.694267515924,22.0828025477707,0.0311569397875608,9.89808917197452,0.101929144793723,25,0.726533125010169
0bbPxW20MYbU7p2mlqdapj,1226076389,Big Bands & WWII,0,0,0,0,0,1,0,8770,3537.64836517208,3177.64145656298,284,861.363057324841,23.7898089171975,0.0318471337579618,31,0.0618465061915732,40,0.307395608358183
0Beys2KaNYweCqKvCaGY3Q,parrelle18,my jamz🔥🔥,0,0,0,0,0,1,0,17357,12816.7105183683,438.982793839286,413.898089171975,872.388535031847,55.0828025477707,0.0643368662750945,21.7643312101911,0.630959320160312,35.0445859872611,0.581621546510207
0bG1EMQkukEeO7vvcQQQYU,ruhin94,Holy Shit - An Incredibly Epic Playlist | Music Scores and Soundtracks | Position Music Collab,0,0,0,0,0,0,0,58288,246.790619540133,322.84170796455,150.707006369427,574.796178343949,60.859872611465,0.105048281516434,9.80254777070064,0.294678846201176,16.8662420382166,0.457834575425179
0bjUxRcn829dNNGhqFW2sx,mejoresplaylistsspotify,Música Romantica,1,0,0,0,0,1,0,46171,481.359676850545,356.947292043967,60.4968152866242,98.6433121019108,105.490445859873,1.07117220324317,6.45859872611465,0.948154488588704,9.54777070063694,0.483550051439919
0BNbXvvCKhsuuZiMZAlvbU,selena_gomez_,Selena Gomez - The Hits,0,0,0,0,0,1,0,443319,127.33954505903,268.143395235904,6.29936305732484,56.8025477707006,21.5732484076433,0.377303201800709,7.1656050955414,0.819218356668216,7.48407643312102,0.670201105864031
0bNfUbrEfTrTeH1pyCBPyT,tommarchant,Classic R'n'B/Hip Hop/Basic Garage/Old Rap,0,0,0,0,0,1,0,9056,18860.5486031335,854.276256490428,237.898089171975,581.40127388535,14.7388535031847,0.0268411056682777,22,0.596277637890882,27.9044585987261,0.606934429899455
0Bp8UVfdimKEFjisV1eJtf,dachweiler,"Soft Rock &  Pop - 60s, 70s, 80s",0,0,0,0,0,1,0,22184,41319.5988205732,2335.47011947295,142.490445859873,323.356687898089,2.51592356687898,0.00789825106687553,23.3694267515924,0.391610089151792,29.968152866242,0.370845513469794
0BQw1mO6A3N21TPsmRbHuy,indipendenza_one,Anthrazit RR,0,0,0,0,0,1,0,217405,750.79599156818,106.435751072068,3.94267515923567,62.5095541401274,4.39490445859873,0.0770131473068517,3.15923566878981,0.635346738802391,3.6687898089172,0.331322112215289
0bSK0EVgNA93FGDPewoPxt,petitbiscuitofficial,PETIT BISCUIT Essentials,0,0,0,0,0,1,0,28945,0.506086619473741,105.739310444312,9.90445859872611,34.4203821656051,3.35668789808917,0.118532409139939,3.70063694267516,0.196408812267974,3.01910828025478,0.274585325951806
0Bwc1QkTF2EddMIhwRIiae,mejoreslistasspotify,Fiesshhta,1,0,0,0,0,1,0,296364,1506.14881108938,86.8720638697556,53.8471337579618,77.9363057324841,87.4585987261147,1.12575762166894,8.07006369426752,0.829806136420299,16.7388535031847,0.701712343868722
0bWUBjlr7O4troJKyyMVbD,bezoing,Combat: Standard,0,0,0,0,0,1,0,12929,9.16210633053732,266.384150267106,46.8025477707006,91.6178343949045,1.88535031847134,0.0233824140169017,4.80891719745223,0.152401711917069,10.6751592356688,0.247723358358257
0bx5Dgu5yOEhST49LP67su,myplay.com,Lowkey Flex,0,0,0,0,0,1,0,42500,5.51353452233885,15.2903076555227,53.2165605095542,58.7452229299363,84.0828025477707,1.47155849898838,5.60509554140127,0.466557919993928,5.63057324840764,0.594669891250412
0BzFGfX1B2n1Qa3ROBkPMO,100keepit,Fire: Grime & UK Rap,0,0,0,0,0,1,0,23759,3.89558386610588,38.5068115271893,54.9808917197452,70.4267515923567,68.5541401273885,1.04496126891365,5.04458598726115,0.753297707336318,4.38853503184713,0.6439187043853
0c12LKjFxyOhTRseyQpvIy,cheatcodesmusic,Cheat Codes Party Playlist,0,0,0,0,0,1,0,15267,374.026932391991,73.7796302032953,34.5796178343949,39.5286624203822,32.4585987261147,0.888702356682576,6.59235668789809,0.690597666123654,9,0.582559399937107
0c14jmmx6VEe3EgFnwsrZY,liluzivertofficial,UziGang,0,0,0,0,0,1,0,189685,20.5753627365855,87.5229755247231,33.6624203821656,81.687898089172,28.5286624203822,0.387458238261837,5.84713375796178,0.596654081627631,3.93630573248408,0.636269411720188
0C1xOlXjCWiPSu7cTFeXg0,12132742009,"Epic Music, Movie Soundtracks, and Video Game Themes",0,0,0,0,0,1,0,15888,569.343801477579,650.754677017457,151.477707006369,534.095541401274,17.6496815286624,0.0333118447261293,11,0.569003103188102,14,0.491102903811573
0C2f68EiDiTDu0FHL8jZgU,laarrolladoraumle,La Arrolladora Banda El Limón De René Camacho : Lo Mejor,0,0,0,0,0,1,0,15826,0,326.043222619095,2.75796178343949,55.5796178343949,1.17834394904459,0.0215701985224104,2,0.998040176384125,2,0.820583027796414
0C4fNwQcHsC5G8zNAjzvuA,augustomorillas,Previa💥2017,0,0,0,0,0,1,0,7653,287.753236796514,103.582901030969,222.828025477707,493.203821656051,79.3694267515924,0.183308025959266,11.8089171974522,0.428786672367111,21.0764331210191,0.688674898308724
