week,song_id,streams,treated_post,post,treated,major_label,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre,audience_age,artist_fame,ig_followers,n_playlists,playlist_followers,n_postings
2018-02-05,5,14774,0,0,0,1,0.241,0.272,-7.629,0.0297,0.346,0,0.201,0.128,179.336,238.706,rock,49.9250804820375,1.2808432420023,427757,63,543444,11
2018-02-12,5,14834,0,0,0,1,0.241,0.272,-7.629,0.0297,0.346,0,0.201,0.128,179.336,238.706,rock,49.9250804820375,1.2808432420023,427757,63,547649,9
2018-02-19,5,14400,0,0,0,1,0.241,0.272,-7.629,0.0297,0.346,0,0.201,0.128,179.336,238.706,rock,49.9250804820375,1.2808432420023,427757,64,552650,1
2018-02-26,5,13653,0,0,0,1,0.241,0.272,-7.629,0.0297,0.346,0,0.201,0.128,179.336,238.706,rock,49.9250804820375,1.2808432420023,427757,64,557817,8
2018-03-05,5,14352,0,0,0,1,0.241,0.272,-7.629,0.0297,0.346,0,0.201,0.128,179.336,238.706,rock,49.9250804820375,1.2808432420023,428145,64,562957,7
2018-03-12,5,13930,0,0,0,1,0.241,0.272,-7.629,0.0297,0.346,0,0.201,0.128,179.336,238.706,rock,49.9250804820375,1.2808432420023,428549,64,568348,0
2018-03-19,5,14700,0,1,0,1,0.241,0.272,-7.629,0.0297,0.346,0,0.201,0.128,179.336,238.706,rock,49.9250804820375,1.2808432420023,429032,66,573571,1
2018-03-26,5,13908,0,1,0,1,0.241,0.272,-7.629,0.0297,0.346,0,0.201,0.128,179.336,238.706,rock,49.9250804820375,1.2808432420023,429385,67,580014,4
2018-04-02,5,15102,0,1,0,1,0.241,0.272,-7.629,0.0297,0.346,0,0.201,0.128,179.336,238.706,rock,49.9250804820375,1.2808432420023,429855,67,584249,8
2018-04-09,5,15452,0,1,0,1,0.241,0.272,-7.629,0.0297,0.346,0,0.201,0.128,179.336,238.706,rock,49.9250804820375,1.2808432420023,430255,68,589743,3
2018-04-16,5,15016,0,1,0,1,0.241,0.272,-7.629,0.0297,0.346,0,0.201,0.128,179.336,238.706,rock,49.9250804820375,1.2808432420023,430782,69,640737,8
2018-04-23,5,16782,0,1,0,1,0.241,0.272,-7.629,0.0297,0.346,0,0.201,0.128,179.336,238.706,rock,49.9250804820375,1.2808432420023,431302,69,647497,5
2018-04-30,5,20670,0,1,0,1,0.241,0.272,-7.629,0.0297,0.346,0,0.201,0.128,179.336,238.706,rock,49.9250804820375,1.2808432420023,431693,69,656597,8
2018-05-07,5,18874,0,1,0,1,0.241,0.272,-7.629,0.0297,0.346,0,0.201,0.128,179.336,238.706,rock,49.9250804820375,1.2808432420023,432145,70,664256,7
2018-05-14,5,17238,0,1,0,1,0.241,0.272,-7.629,0.0297,0.346,0,0.201,0.128,179.336,238.706,rock,49.9250804820375,1.2808432420023,432580,70,672231,9
2018-05-21,5,16807,0,1,0,1,0.241,0.272,-7.629,0.0297,0.346,0,0.201,0.128,179.336,238.706,rock,49.9250804820375,1.2808432420023,432804,70,681104,4
2018-05-28,5,17666,0,1,0,1,0.241,0.272,-7.629,0.0297,0.346,0,0.201,0.128,179.336,238.706,rock,49.9250804820375,1.2808432420023,432934,70,690132,6
2018-01-08,6,13699,0,0,0,1,0.792,0.738,-7.344,0.0323,0.175,0,0.0525,0.836,131.952,226.44,pop,51.0012186465485,0.0654618317318001,0,4,9896,0
2018-01-15,6,17368,0,0,0,1,0.792,0.738,-7.344,0.0323,0.175,0,0.0525,0.836,131.952,226.44,pop,51.0012186465485,0.0654618317318001,0,4,10219,0
2018-01-22,6,15149,0,0,0,1,0.792,0.738,-7.344,0.0323,0.175,0,0.0525,0.836,131.952,226.44,pop,51.0012186465485,0.0654618317318001,0,4,10468,0
2018-01-29,6,13620,0,0,0,1,0.792,0.738,-7.344,0.0323,0.175,0,0.0525,0.836,131.952,226.44,pop,51.0012186465485,0.0654618317318001,0,4,10770,0
2018-02-05,6,13171,0,0,0,1,0.792,0.738,-7.344,0.0323,0.175,0,0.0525,0.836,131.952,226.44,pop,51.0012186465485,0.0654618317318001,0,4,10974,0
2018-02-12,6,14146,0,0,0,1,0.792,0.738,-7.344,0.0323,0.175,0,0.0525,0.836,131.952,226.44,pop,51.0012186465485,0.0654618317318001,0,4,11177,0
2018-02-19,6,13860,0,0,0,1,0.792,0.738,-7.344,0.0323,0.175,0,0.0525,0.836,131.952,226.44,pop,51.0012186465485,0.0654618317318001,0,4,11374,0
2018-02-26,6,13694,0,0,0,1,0.792,0.738,-7.344,0.0323,0.175,0,0.0525,0.836,131.952,226.44,pop,51.0012186465485,0.0654618317318001,0,4,11549,0
2018-03-05,6,13416,0,0,0,1,0.792,0.738,-7.344,0.0323,0.175,0,0.0525,0.836,131.952,226.44,pop,51.0012186465485,0.0654618317318001,0,4,11763,0
2018-03-12,6,13967,0,0,0,1,0.792,0.738,-7.344,0.0323,0.175,0,0.0525,0.836,131.952,226.44,pop,51.0012186465485,0.0654618317318001,0,4,11958,0
2018-03-19,6,13522,0,1,0,1,0.792,0.738,-7.344,0.0323,0.175,0,0.0525,0.836,131.952,226.44,pop,51.0012186465485,0.0654618317318001,0,4,12176,0
2018-03-26,6,13961,0,1,0,1,0.792,0.738,-7.344,0.0323,0.175,0,0.0525,0.836,131.952,226.44,pop,51.0012186465485,0.0654618317318001,0,4,12292,0
2018-04-02,6,14421,0,1,0,1,0.792,0.738,-7.344,0.0323,0.175,0,0.0525,0.836,131.952,226.44,pop,51.0012186465485,0.0654618317318001,0,4,12430,0
2018-04-09,6,14502,0,1,0,1,0.792,0.738,-7.344,0.0323,0.175,0,0.0525,0.836,131.952,226.44,pop,51.0012186465485,0.0654618317318001,0,5,12947,0
2018-04-16,6,15252,0,1,0,1,0.792,0.738,-7.344,0.0323,0.175,0,0.0525,0.836,131.952,226.44,pop,51.0012186465485,0.0654618317318001,0,5,13127,0
2018-04-23,6,15449,0,1,0,1,0.792,0.738,-7.344,0.0323,0.175,0,0.0525,0.836,131.952,226.44,pop,51.0012186465485,0.0654618317318001,0,5,13260,0
2018-04-30,6,15427,0,1,0,1,0.792,0.738,-7.344,0.0323,0.175,0,0.0525,0.836,131.952,226.44,pop,51.0012186465485,0.0654618317318001,0,5,13555,0
2018-05-07,6,15802,0,1,0,1,0.792,0.738,-7.344,0.0323,0.175,0,0.0525,0.836,131.952,226.44,pop,51.0012186465485,0.0654618317318001,0,5,13826,0
2018-05-14,6,15656,0,1,0,1,0.792,0.738,-7.344,0.0323,0.175,0,0.0525,0.836,131.952,226.44,pop,51.0012186465485,0.0654618317318001,0,5,14018,0
2018-05-21,6,16327,0,1,0,1,0.792,0.738,-7.344,0.0323,0.175,0,0.0525,0.836,131.952,226.44,pop,51.0012186465485,0.0654618317318001,0,5,14235,0
2018-05-28,6,19840,0,1,0,1,0.792,0.738,-7.344,0.0323,0.175,0,0.0525,0.836,131.952,226.44,pop,51.0012186465485,0.0654618317318001,0,5,14410,0
2018-01-08,7,5755,0,0,1,1,0.814,0.915,-5.169,0.18,0.126,0,0.316,0.766,93.954,247.2,pop,51.0012186465485,51.6207397539187,53243,1,1082,1
2018-01-15,7,5882,0,0,1,1,0.814,0.915,-5.169,0.18,0.126,0,0.316,0.766,93.954,247.2,pop,51.0012186465485,51.6207397539187,53301,1,1099,2
2018-01-22,7,7457,0,0,1,1,0.814,0.915,-5.169,0.18,0.126,0,0.316,0.766,93.954,247.2,pop,51.0012186465485,51.6207397539187,53322,1,1119,0
2018-01-29,7,6860,0,0,1,1,0.814,0.915,-5.169,0.18,0.126,0,0.316,0.766,93.954,247.2,pop,51.0012186465485,51.6207397539187,53363,1,1139,2
2018-02-05,7,6166,0,0,1,1,0.814,0.915,-5.169,0.18,0.126,0,0.316,0.766,93.954,247.2,pop,51.0012186465485,51.6207397539187,53402,1,1149,3
2018-02-12,7,6115,0,0,1,1,0.814,0.915,-5.169,0.18,0.126,0,0.316,0.766,93.954,247.2,pop,51.0012186465485,51.6207397539187,53458,1,1170,2
2018-02-19,7,5514,0,0,1,1,0.814,0.915,-5.169,0.18,0.126,0,0.316,0.766,93.954,247.2,pop,51.0012186465485,51.6207397539187,53468,1,1188,1
2018-02-26,7,5345,0,0,1,1,0.814,0.915,-5.169,0.18,0.126,0,0.316,0.766,93.954,247.2,pop,51.0012186465485,51.6207397539187,53468,1,1210,7
2018-03-05,7,5616,0,0,1,1,0.814,0.915,-5.169,0.18,0.126,0,0.316,0.766,93.954,247.2,pop,51.0012186465485,51.6207397539187,53468,1,1223,7
2018-03-12,7,5016,0,0,1,1,0.814,0.915,-5.169,0.18,0.126,0,0.316,0.766,93.954,247.2,pop,51.0012186465485,51.6207397539187,53468,1,1237,3
2018-03-19,7,7248,1,1,1,1,0.814,0.915,-5.169,0.18,0.126,0,0.316,0.766,93.954,247.2,pop,51.0012186465485,51.6207397539187,53468,1,1265,4
2018-03-26,7,10593,1,1,1,1,0.814,0.915,-5.169,0.18,0.126,0,0.316,0.766,93.954,247.2,pop,51.0012186465485,51.6207397539187,53468,1,1287,4
2018-04-02,7,9084,1,1,1,1,0.814,0.915,-5.169,0.18,0.126,0,0.316,0.766,93.954,247.2,pop,51.0012186465485,51.6207397539187,53468,1,1302,5
2018-04-09,7,8377,1,1,1,1,0.814,0.915,-5.169,0.18,0.126,0,0.316,0.766,93.954,247.2,pop,51.0012186465485,51.6207397539187,53468,1,1313,3
2018-04-16,7,8466,1,1,1,1,0.814,0.915,-5.169,0.18,0.126,0,0.316,0.766,93.954,247.2,pop,51.0012186465485,51.6207397539187,53468,1,1334,3
2018-04-23,7,7194,1,1,1,1,0.814,0.915,-5.169,0.18,0.126,0,0.316,0.766,93.954,247.2,pop,51.0012186465485,51.6207397539187,53468,1,1346,5
2018-04-30,7,6238,1,1,1,1,0.814,0.915,-5.169,0.18,0.126,0,0.316,0.766,93.954,247.2,pop,51.0012186465485,51.6207397539187,53468,1,1374,5
2018-05-07,7,5652,1,1,1,1,0.814,0.915,-5.169,0.18,0.126,0,0.316,0.766,93.954,247.2,pop,51.0012186465485,51.6207397539187,53468,1,1384,3
2018-05-14,7,5390,1,1,1,1,0.814,0.915,-5.169,0.18,0.126,0,0.316,0.766,93.954,247.2,pop,51.0012186465485,51.6207397539187,53468,1,1399,4
2018-05-21,7,5302,1,1,1,1,0.814,0.915,-5.169,0.18,0.126,0,0.316,0.766,93.954,247.2,pop,51.0012186465485,51.6207397539187,53468,1,1410,3
2018-05-28,7,5159,1,1,1,1,0.814,0.915,-5.169,0.18,0.126,0,0.316,0.766,93.954,247.2,pop,51.0012186465485,51.6207397539187,53468,1,1430,2
2018-01-08,8,9959,0,0,0,1,0.931,0.619,-6.961,0.292,0.133,0.000008,0.033,0.645,98.05,254.733,rap,36.1042538164829,0,184022,122,1707624,0
2018-01-15,8,10318,0,0,0,1,0.931,0.619,-6.961,0.292,0.133,0.000008,0.033,0.645,98.05,254.733,rap,36.1042538164829,0,183984,121,1702322,0
2018-01-22,8,9918,0,0,0,1,0.931,0.619,-6.961,0.292,0.133,0.000008,0.033,0.645,98.05,254.733,rap,36.1042538164829,0,183933,122,1719965,0
2018-01-29,8,10047,0,0,0,1,0.931,0.619,-6.961,0.292,0.133,0.000008,0.033,0.645,98.05,254.733,rap,36.1042538164829,0,183808,122,1713644,0
2018-02-05,8,10454,0,0,0,1,0.931,0.619,-6.961,0.292,0.133,0.000008,0.033,0.645,98.05,254.733,rap,36.1042538164829,0,183753,122,1727229,0
2018-02-12,8,11801,0,0,0,1,0.931,0.619,-6.961,0.292,0.133,0.000008,0.033,0.645,98.05,254.733,rap,36.1042538164829,0,183695,123,1729718,0
2018-02-19,8,12085,0,0,0,1,0.931,0.619,-6.961,0.292,0.133,0.000008,0.033,0.645,98.05,254.733,rap,36.1042538164829,0,183623,124,1734068,0
2018-02-26,8,12570,0,0,0,1,0.931,0.619,-6.961,0.292,0.133,0.000008,0.033,0.645,98.05,254.733,rap,36.1042538164829,0,183564,125,1742440,0
2018-03-05,8,11739,0,0,0,1,0.931,0.619,-6.961,0.292,0.133,0.000008,0.033,0.645,98.05,254.733,rap,36.1042538164829,0,183529,125,1752132,0
2018-03-12,8,11609,0,0,0,1,0.931,0.619,-6.961,0.292,0.133,0.000008,0.033,0.645,98.05,254.733,rap,36.1042538164829,0,183362,126,2301119,0
