song_id,week,streams,treated
60,2018-03-05,10811,0
60,2018-03-12,10177,0
60,2018-03-26,10513,0
60,2018-04-02,10525,0
60,2018-04-09,10398,0
60,2018-04-16,10573,0
60,2018-04-23,11072,0
60,2018-04-30,11346,0
60,2018-05-07,10500,0
60,2018-05-14,12359,0
60,2018-05-21,12675,0
60,2018-05-28,10865,0
61,2018-01-08,9935,0
61,2018-01-15,10565,0
61,2018-01-22,11565,0
61,2018-01-29,14489,0
61,2018-02-05,13711,0
61,2018-02-12,12976,0
61,2018-02-19,12663,0
61,2018-02-26,13829,0
61,2018-03-05,13284,0
61,2018-03-12,14238,0
61,2018-03-26,13203,0
61,2018-04-02,12776,0
61,2018-04-09,13319,0
61,2018-04-16,13533,0
61,2018-04-23,14613,0
61,2018-04-30,15159,0
61,2018-05-07,14705,0
61,2018-05-14,14507,0
61,2018-05-21,14246,0
61,2018-05-28,14411,0
62,2018-01-08,12360,0
62,2018-01-15,11802,0
62,2018-01-22,11669,0
62,2018-01-29,11814,0
62,2018-02-05,12371,0
62,2018-02-12,12789,0
62,2018-02-19,12605,0
62,2018-02-26,12221,0
62,2018-03-05,12727,0
62,2018-03-12,12214,0
62,2018-03-26,19586,1
62,2018-04-02,16878,1
62,2018-04-09,15555,1
62,2018-04-16,16080,1
62,2018-04-23,15948,1
62,2018-04-30,15023,1
62,2018-05-07,15085,1
62,2018-05-14,14099,1
62,2018-05-21,15588,1
62,2018-05-28,15706,1
63,2018-01-08,4825,0
63,2018-01-15,4424,0
63,2018-01-22,4450,0
63,2018-01-29,4176,0
63,2018-02-05,4143,0
63,2018-02-12,4245,0
63,2018-02-19,3985,0
63,2018-02-26,3896,0
63,2018-03-05,3909,0
63,2018-03-12,3681,0
63,2018-03-26,18015,1
63,2018-04-02,11340,1
63,2018-04-09,8367,1
63,2018-04-16,7301.99999999999,1
63,2018-04-23,8518,1
63,2018-04-30,6932,1
63,2018-05-07,6517,1
63,2018-05-14,5985,1
63,2018-05-21,5585,1
63,2018-05-28,5471,1
64,2018-01-08,13388,0
64,2018-01-15,13147,0
64,2018-01-22,13717,0
64,2018-01-29,13381,0
64,2018-02-05,13931,0
64,2018-02-12,14783,0
64,2018-02-19,14403,0
64,2018-02-26,15728,0
64,2018-03-05,16139,0
64,2018-03-12,17352,0
64,2018-03-26,19920,0
64,2018-04-02,15616,0
64,2018-04-09,14996,0
64,2018-04-16,14748,0
64,2018-04-23,14011,0
64,2018-04-30,13618,0
64,2018-05-07,14551,0
64,2018-05-14,19128,0
64,2018-05-21,18222,0
64,2018-05-28,14691,0
65,2018-01-08,13878,0
65,2018-01-15,13406,0
65,2018-01-22,13412,0
65,2018-01-29,14300,0
65,2018-02-05,14148,0
65,2018-02-12,14973,0
65,2018-02-19,15841,0
65,2018-02-26,16027,0
65,2018-03-05,15519,0
65,2018-03-12,14706,0
65,2018-03-26,14835,0
65,2018-04-02,14731,0
65,2018-04-09,15732,0
65,2018-04-16,15227,0
65,2018-04-23,18649,0
65,2018-04-30,19270,0
65,2018-05-07,16833,0
65,2018-05-14,17247,0
65,2018-05-21,17889,0
65,2018-05-28,20431,0
66,2018-01-08,33727,0
66,2018-01-15,34583,0
66,2018-01-22,34465,0
66,2018-01-29,35265,0
66,2018-02-05,33182,0
66,2018-02-12,31744,0
66,2018-02-19,30714,0
66,2018-02-26,28914,0
66,2018-03-05,28487,0
66,2018-03-12,28361,0
66,2018-03-26,25868,0
66,2018-04-02,25980,0
66,2018-04-09,26568,0
66,2018-04-16,26174,0
66,2018-04-23,24489,0
66,2018-04-30,25222,0
66,2018-05-07,28213,0
66,2018-05-14,28505,0
66,2018-05-21,25157,0
66,2018-05-28,23951,0
67,2018-01-08,57567,0
67,2018-01-15,54183,0
67,2018-01-22,53506,0
67,2018-01-29,51153,0
67,2018-02-05,51735,0
67,2018-02-12,52808,0
67,2018-02-19,55975,0
67,2018-02-26,57983.0000000001,0
67,2018-03-05,55925,0
67,2018-03-12,55479,0
67,2018-03-26,63669,1
67,2018-04-02,59945,1
67,2018-04-09,58178,1
67,2018-04-16,58826,1
67,2018-04-23,57906.0000000001,1
67,2018-04-30,56998,1
67,2018-05-07,57540,1
67,2018-05-14,67256,1
67,2018-05-21,79901,1
67,2018-05-28,71295.0000000001,1
68,2018-01-08,12832,0
68,2018-01-15,13639,0
68,2018-01-22,13331,0
68,2018-01-29,13077,0
68,2018-02-05,12930,0
68,2018-02-12,13129,0
68,2018-02-19,12646,0
68,2018-02-26,13202,0
68,2018-03-05,14004,0
68,2018-03-12,13879,0
68,2018-03-26,14254,0
68,2018-04-02,15163,0
68,2018-04-09,14078,0
68,2018-04-16,13892,0
68,2018-04-23,12981,0
68,2018-04-30,12951,0
68,2018-05-07,12302,0
68,2018-05-14,12590,0
68,2018-05-21,12364,0
68,2018-05-28,12076,0
69,2018-01-08,18447,0
69,2018-01-15,18599,0
69,2018-01-22,18430,0
69,2018-01-29,17815,0
69,2018-02-05,18142,0
69,2018-02-12,18489,0
69,2018-02-19,18696,0
69,2018-02-26,18560,0
69,2018-03-05,18894,0
69,2018-03-12,19138,0
69,2018-03-26,19981,0
69,2018-04-02,20275,0
69,2018-04-09,19662,0
69,2018-04-16,21096,0
69,2018-04-23,21613,0
69,2018-04-30,21807,0
69,2018-05-07,22172,0
69,2018-05-14,29966,0
69,2018-05-21,32069,0
69,2018-05-28,29231,0
71,2018-01-08,101712,0
71,2018-01-15,102611,0
71,2018-01-22,113471,0
71,2018-01-29,134155,0
71,2018-02-05,118750,0
71,2018-02-12,113640,0
71,2018-02-19,112717,0
71,2018-02-26,115732,0
71,2018-03-05,114036,0
71,2018-03-12,109633,0
71,2018-03-26,124409,1
71,2018-04-02,119654,1
71,2018-04-09,123500,1
71,2018-04-16,123450,1
71,2018-04-23,128786,1
71,2018-04-30,137896,1
71,2018-05-07,132562,1
71,2018-05-14,126919,1
71,2018-05-21,129380,1
71,2018-05-28,120181,1
72,2018-01-08,22884,0
72,2018-01-15,24442,0
72,2018-01-22,25631,0
72,2018-01-29,23370,0
72,2018-02-05,22537,0
72,2018-02-12,23481,0
72,2018-02-19,23171,0
72,2018-02-26,25900,0
72,2018-03-05,26246,0
72,2018-03-12,24766,0
72,2018-03-26,23979,0
72,2018-04-02,23408,0
72,2018-04-09,23196,0
72,2018-04-16,22385,0
72,2018-04-23,23770,0
72,2018-04-30,25040,0
72,2018-05-07,25086,0
72,2018-05-14,24953,0
72,2018-05-21,23168,0
72,2018-05-28,24028,0
74,2018-01-08,13931,0
74,2018-01-15,14116,0
74,2018-01-22,13800,0
74,2018-01-29,14374,0
74,2018-02-05,13933,0
74,2018-02-12,13545,0
74,2018-02-19,13826,0
74,2018-02-26,13991,0
74,2018-03-05,14853,0
74,2018-03-12,17425,0
74,2018-03-26,15337,0
74,2018-04-02,14864,0
74,2018-04-09,13827,0
74,2018-04-16,13080,0
74,2018-04-23,13025,0
74,2018-04-30,13730,0
74,2018-05-07,16064,0
74,2018-05-14,19120,0
74,2018-05-21,19351,0
74,2018-05-28,19517,0
75,2018-01-08,257594,0
75,2018-01-15,252876,0
75,2018-01-22,249120,0
75,2018-01-29,252552,0
75,2018-02-05,243215,0
75,2018-02-12,242449,0
75,2018-02-19,236223,0
75,2018-02-26,231051,0
75,2018-03-05,214653,0
75,2018-03-12,206270,0
75,2018-03-26,212452,1
75,2018-04-02,218256,1
75,2018-04-09,216010,1
75,2018-04-16,217937,1
75,2018-04-23,225367,1
75,2018-04-30,241660,1
75,2018-05-07,252612,1
75,2018-05-14,247325,1
75,2018-05-21,213065,1
75,2018-05-28,211619,1
77,2018-01-08,36718,0
77,2018-01-15,36166,0
77,2018-01-22,37644,0
77,2018-01-29,33439,0
77,2018-02-05,31978,0
77,2018-02-12,30758,0
77,2018-02-19,31263,0
77,2018-02-26,30591,0
77,2018-03-05,29719,0
77,2018-03-12,28993,0
77,2018-03-26,27703,0
77,2018-04-02,28318,0
77,2018-04-09,31421,0
77,2018-04-16,34021,0
77,2018-04-23,36837,0
77,2018-04-30,36439,0
77,2018-05-07,31505,0
77,2018-05-14,28133,0
77,2018-05-21,23919,0
77,2018-05-28,23626,0
78,2018-01-08,30602,0
78,2018-01-15,30909,0
78,2018-01-22,29525,0
78,2018-01-29,27989,0
78,2018-02-05,26769,0
78,2018-02-12,24924,0
78,2018-02-19,24068,0
78,2018-02-26,22888,0
78,2018-03-05,24037,0
78,2018-03-12,24281,0
78,2018-03-26,23971,0
78,2018-04-02,31129,0
78,2018-04-09,37499,0
78,2018-04-16,33036,0
78,2018-04-23,34794,0
78,2018-04-30,35120,0
78,2018-05-07,37012,0
78,2018-05-14,37303,0
78,2018-05-21,31845,0
78,2018-05-28,37246,0
79,2018-01-08,193638,0
79,2018-01-15,198885,0
79,2018-01-22,204769,0
79,2018-01-29,197352,0
79,2018-02-05,193475,0
79,2018-02-12,212216,0
79,2018-02-19,212219,0
79,2018-02-26,199641,0
79,2018-03-05,193643,0
79,2018-03-12,197867,0
79,2018-03-26,207567,1
79,2018-04-02,208150,1
79,2018-04-09,202359,1
79,2018-04-16,203556,1
79,2018-04-23,198432,1
79,2018-04-30,200728,1
79,2018-05-07,193756,1
79,2018-05-14,195578,1
79,2018-05-21,194189,1
79,2018-05-28,190738,1
80,2018-01-08,8057,0
80,2018-01-15,8687.99999999999,0
80,2018-01-22,7613,0
80,2018-01-29,7605.00000000001,0
80,2018-02-05,9827.00000000001,0
80,2018-02-12,9705.99999999999,0
80,2018-02-19,9625,0
80,2018-02-26,10021,0
80,2018-03-05,9561.00000000001,0
80,2018-03-12,9772,0
80,2018-03-26,10078,0
80,2018-04-02,9938,0
80,2018-04-09,9731.00000000001,0
80,2018-04-16,10615,0
80,2018-04-23,9749.00000000001,0
80,2018-04-30,10040,0
80,2018-05-07,9951.99999999999,0
80,2018-05-14,10583,0
80,2018-05-21,10352,0
80,2018-05-28,9969.99999999999,0
81,2018-01-08,124064,0
81,2018-01-15,130369,0
81,2018-01-22,142114,0
81,2018-01-29,132446,0
81,2018-02-05,140161,0
81,2018-02-12,161739,0
81,2018-02-19,154786,0
81,2018-02-26,138856,0
81,2018-03-05,138300,0
81,2018-03-12,145374,0
81,2018-03-26,155724,1
81,2018-04-02,157273,1
81,2018-04-09,159378,1
81,2018-04-16,160678,1
81,2018-04-23,157650,1
81,2018-04-30,152915,1
81,2018-05-07,143411,1
81,2018-05-14,137838,1
81,2018-05-21,133326,1
81,2018-05-28,128393,1
82,2018-01-08,16738,0
82,2018-01-15,15084,0
82,2018-01-22,14621,0
82,2018-01-29,16038,0
82,2018-02-05,16790,0
82,2018-02-12,19928,0
82,2018-02-19,23657,0
82,2018-02-26,21115,0
82,2018-03-05,19948,0
82,2018-03-12,20208,0
82,2018-03-26,19143,0
82,2018-04-02,17002,0
82,2018-04-09,17563,0
82,2018-04-16,18649,0
82,2018-04-23,19385,0
82,2018-04-30,19193,0
82,2018-05-07,21573,0
82,2018-05-14,27673,0
82,2018-05-21,25981,0
82,2018-05-28,25329,0
83,2018-01-08,29453,0
83,2018-01-15,33366,0
83,2018-01-22,38809,0
83,2018-01-29,38999,0
83,2018-02-05,46052,0
83,2018-02-12,38964,0
83,2018-02-19,34013,0
83,2018-02-26,33371,0
83,2018-03-05,34524,0
83,2018-03-12,35915,0
83,2018-03-26,33267,0
83,2018-04-02,31846,0
83,2018-04-09,30199,0
83,2018-04-16,32377,0
83,2018-04-23,30055,0
83,2018-04-30,27499,0
83,2018-05-07,27930,0
83,2018-05-14,27248,0
83,2018-05-21,26705,0
83,2018-05-28,27740,0
84,2018-01-08,19738,0
84,2018-01-15,19365,0
84,2018-01-22,19207,0
84,2018-01-29,21052,0
84,2018-02-05,21189,0
84,2018-02-12,22415,0
84,2018-02-19,21761,0
84,2018-02-26,22690,0
84,2018-03-05,22277,0
84,2018-03-12,23055,0
84,2018-03-26,23922,0
84,2018-04-02,25639,0
84,2018-04-09,25485,0
84,2018-04-16,25837,0
84,2018-04-23,26361,0
84,2018-04-30,27967,0
84,2018-05-07,25999,0
84,2018-05-14,26282,0
84,2018-05-21,27910,0
84,2018-05-28,27522,0
85,2018-01-08,3131,0
85,2018-01-15,4040,0
85,2018-01-22,3387,0
85,2018-01-29,3344,0
85,2018-02-05,3150,0
85,2018-02-12,3377,0
85,2018-02-19,3426,0
85,2018-02-26,4888,0
85,2018-03-05,3940,0
85,2018-03-12,3701,0
85,2018-03-26,11554,1
85,2018-04-02,8438,1
85,2018-04-09,6216,1
85,2018-04-16,6218,1
85,2018-04-23,5380,1
85,2018-04-30,5037,1
85,2018-05-07,5082,1
85,2018-05-14,5020,1
85,2018-05-21,5360,1
85,2018-05-28,5405,1
86,2018-01-08,21189,0
86,2018-01-15,18909,0
86,2018-01-22,18310,0
86,2018-01-29,17360,0
86,2018-02-05,16702,0
86,2018-02-12,15881,0
86,2018-02-19,14954,0
86,2018-02-26,15070,0
86,2018-03-05,15491,0
86,2018-03-12,15096,0
86,2018-03-26,16710,0
86,2018-04-02,17809,0
86,2018-04-09,16089,0
86,2018-04-16,16725,0
86,2018-04-23,16371,0
86,2018-04-30,17766,0
86,2018-05-07,17891,0
86,2018-05-14,13695,0
86,2018-05-21,15632,0
86,2018-05-28,16497,0
87,2018-01-08,43518,0
87,2018-01-15,45728,0
87,2018-01-22,45533,0
87,2018-01-29,48687,0
87,2018-02-05,53631,0
87,2018-02-12,54578,0
87,2018-02-19,50801,0
87,2018-02-26,50300,0
87,2018-03-05,52482,0
87,2018-03-12,51801,0
87,2018-03-26,63066,0
87,2018-04-02,61171,0
87,2018-04-09,53468,0
87,2018-04-16,52636,0
87,2018-04-23,55629,0
87,2018-04-30,53815,0
87,2018-05-07,54668,0
87,2018-05-14,45072,0
87,2018-05-21,45716,0
87,2018-05-28,54008,0
88,2018-01-08,6576.00000000001,0
88,2018-01-15,6631,0
88,2018-01-22,6945,0
88,2018-01-29,6619,0
88,2018-02-05,6058,0
88,2018-02-12,6155,0
88,2018-02-19,6011,0
88,2018-02-26,6156,0
88,2018-03-05,6662,0
88,2018-03-12,6329,0
88,2018-03-26,14478,1
88,2018-04-02,12807,1
88,2018-04-09,10646,1
88,2018-04-16,9053,1
88,2018-04-23,8282.99999999999,1
88,2018-04-30,8846.00000000001,1
88,2018-05-07,9091,1
88,2018-05-14,9362,1
88,2018-05-21,8912.00000000001,1
88,2018-05-28,8739.99999999999,1
90,2018-01-08,37155,0
90,2018-01-15,37442,0
90,2018-01-22,37177,0
90,2018-01-29,35501,0
90,2018-02-05,33210,0
90,2018-02-12,37538,0
90,2018-02-19,34613,0
90,2018-02-26,36163,0
90,2018-03-05,37243,0
90,2018-03-12,32644,0
90,2018-03-26,35927,0
90,2018-04-02,34365,0
90,2018-04-09,35025,0
90,2018-04-16,34706,0
90,2018-04-23,35420,0
90,2018-04-30,37592,0
90,2018-05-07,40408,0
90,2018-05-14,42928,0
90,2018-05-21,48670,0
90,2018-05-28,41084,0
92,2018-01-08,52876,0
92,2018-01-15,53918,0
92,2018-01-22,52977,0
92,2018-01-29,49251,0
92,2018-02-05,49762,0
92,2018-02-12,50605,0
92,2018-02-19,51193,0
92,2018-02-26,51798,0
92,2018-03-05,51932,0
92,2018-03-12,54418,0
92,2018-03-26,65760.9999999999,1
92,2018-04-02,62757,1
92,2018-04-09,63215.0000000001,1
92,2018-04-16,56312,1
92,2018-04-23,55092,1
92,2018-04-30,54491,1
92,2018-05-07,53044,1
92,2018-05-14,50171,1
92,2018-05-21,49866,1
92,2018-05-28,49474,1
94,2018-01-08,16412,0
94,2018-01-15,15466,0
94,2018-01-22,16147,0
94,2018-01-29,16254,0
94,2018-02-05,15959,0
94,2018-02-12,16457,0
94,2018-02-19,15716,0
94,2018-02-26,15363,0
94,2018-03-05,15799,0
94,2018-03-12,17726,0
94,2018-03-26,36077,1
94,2018-04-02,27515,1
94,2018-04-09,23707,1
94,2018-04-16,21368,1
94,2018-04-23,20370,1
94,2018-04-30,19576,1
94,2018-05-07,18650,1
94,2018-05-14,18717,1
94,2018-05-21,17476,1
94,2018-05-28,16594,1
95,2018-01-08,11743,0
95,2018-01-15,11701,0
95,2018-01-22,11574,0
95,2018-01-29,12414,0
95,2018-02-05,12160,0
95,2018-02-12,11874,0
95,2018-02-19,11447,0
95,2018-02-26,11850,0
95,2018-03-05,12048,0
95,2018-03-12,11094,0
95,2018-03-26,11258,0
95,2018-04-02,11366,0
95,2018-04-09,11357,0
95,2018-04-16,11534,0
95,2018-04-23,11543,0
95,2018-04-30,12104,0
95,2018-05-07,12075,0
95,2018-05-14,11797,0
95,2018-05-21,11379,0
95,2018-05-28,11591,0
96,2018-01-08,62745,0
96,2018-01-15,59530,0
96,2018-01-22,65012,0
96,2018-01-29,66688,0
96,2018-02-05,69889.0000000001,0
96,2018-02-12,69350,0
96,2018-02-19,65670,0
96,2018-02-26,67321,0
96,2018-03-05,67227.9999999999,0
96,2018-03-12,66363.0000000001,0
96,2018-03-26,68017,1
96,2018-04-02,69913.0000000001,1
96,2018-04-09,69127,1
96,2018-04-16,68591,1
96,2018-04-23,70432,1
96,2018-04-30,67669.0000000001,1
96,2018-05-07,69429,1
96,2018-05-14,67161,1
96,2018-05-21,69390,1
96,2018-05-28,67152,1
97,2018-01-08,16300,0
97,2018-01-15,16993,0
97,2018-01-22,16811,0
97,2018-01-29,16995,0
97,2018-02-05,16001,0
97,2018-02-12,17267,0
97,2018-02-19,18520,0
97,2018-02-26,18217,0
97,2018-03-05,19748,0
97,2018-03-12,18551,0
97,2018-03-26,18601,0
97,2018-04-02,19300,0
97,2018-04-09,18768,0
97,2018-04-16,19414,0
97,2018-04-23,20422,0
97,2018-04-30,20086,0
97,2018-05-07,20360,0
97,2018-05-14,21208,0
97,2018-05-21,22714,0
97,2018-05-28,21060,0
98,2018-01-08,19078,0
98,2018-01-15,19857,0
98,2018-01-22,21818,0
98,2018-01-29,22535,0
98,2018-02-05,21613,0
98,2018-02-12,21528,0
98,2018-02-19,20942,0
98,2018-02-26,22159,0
98,2018-03-05,22648,0
98,2018-03-12,21049,0
98,2018-03-26,30434,1
98,2018-04-02,26585,1
98,2018-04-09,26002,1
98,2018-04-16,24738,1
98,2018-04-23,24107,1
98,2018-04-30,23792,1
98,2018-05-07,24107,1
98,2018-05-14,22574,1
98,2018-05-21,23152,1
98,2018-05-28,21956,1
99,2018-01-08,10223,0
99,2018-01-15,10981,0
99,2018-01-22,11622,0
99,2018-01-29,10950,0
99,2018-02-05,11203,0
99,2018-02-12,11728,0
99,2018-02-19,11516,0
99,2018-02-26,10898,0
99,2018-03-05,10883,0
99,2018-03-12,10966,0
99,2018-03-26,12220,0
99,2018-04-02,13012,0
99,2018-04-09,12780,0
99,2018-04-16,13386,0
99,2018-04-23,18154,0
99,2018-04-30,18081,0
99,2018-05-07,17504,0
99,2018-05-14,17666,0
99,2018-05-21,18847,0
99,2018-05-28,19560,0
100,2018-01-08,21170,0
100,2018-01-15,21718,0
100,2018-01-22,22022,0
100,2018-01-29,23848,0
100,2018-02-05,27515,0
100,2018-02-12,27506,0
100,2018-02-19,29018,0
100,2018-02-26,26001,0
100,2018-03-05,25485,0
100,2018-03-12,25357,0
100,2018-03-26,35360,1
100,2018-04-02,34943,1
100,2018-04-09,32741,1
100,2018-04-16,32770,1
100,2018-04-23,32753,1
100,2018-04-30,32040,1
100,2018-05-07,30794,1
100,2018-05-14,30393,1
100,2018-05-21,30631,1
100,2018-05-28,32192,1
101,2018-01-08,34382,0
101,2018-01-15,35040,0
101,2018-01-22,37280,0
101,2018-01-29,36176,0
101,2018-02-05,33830,0
101,2018-02-12,36174,0
101,2018-02-19,38569,0
101,2018-02-26,48351,0
101,2018-03-05,46360,0
101,2018-03-12,42407,0
101,2018-03-26,39031,0
101,2018-04-02,38145,0
101,2018-04-09,35884,0
101,2018-04-16,36386,0
101,2018-04-23,36897,0
101,2018-04-30,40341,0
101,2018-05-07,40247,0
101,2018-05-14,37850,0
101,2018-05-21,43578,0
101,2018-05-28,43654,0
102,2018-01-08,8847,0
102,2018-01-15,9056.00000000001,0
102,2018-01-22,9301.00000000001,0
102,2018-01-29,10057,0
102,2018-02-05,10902,0
102,2018-02-12,10199,0
102,2018-02-19,9649,0
102,2018-02-26,9482.00000000001,0
102,2018-03-05,9667.00000000001,0
102,2018-03-12,11008,0
102,2018-03-26,16077,1
102,2018-04-02,13864,1
102,2018-04-09,12744,1
102,2018-04-16,11891,1
102,2018-04-23,11197,1
102,2018-04-30,10622,1
102,2018-05-07,10789,1
102,2018-05-14,11262,1
102,2018-05-21,11549,1
102,2018-05-28,11344,1
103,2018-01-08,10320,0
103,2018-01-15,10711,0
103,2018-01-22,10344,0
103,2018-01-29,10276,0
103,2018-02-05,10623,0
103,2018-02-12,11000,0
103,2018-02-19,11120,0
103,2018-02-26,10998,0
103,2018-03-05,10733,0
103,2018-03-12,11490,0
103,2018-03-26,11675,0
103,2018-04-02,13470,0
103,2018-04-09,25943,0
103,2018-04-16,22576,0
103,2018-04-23,17281,0
103,2018-04-30,16041,0
103,2018-05-07,15683,0
103,2018-05-14,14120,0
103,2018-05-21,14807,0
103,2018-05-28,11550,0
104,2018-01-08,7308,0
104,2018-01-15,6430.00000000001,0
104,2018-01-22,5654,0
104,2018-01-29,5250,0
104,2018-02-05,4837,0
104,2018-02-12,4751,0
104,2018-02-19,5798,0
104,2018-02-26,5255,0
104,2018-03-05,5492,0
104,2018-03-12,5120,0
104,2018-03-26,10830,1
104,2018-04-02,9748.00000000001,1
104,2018-04-09,9320,1
104,2018-04-16,9158,1
104,2018-04-23,7836,1
104,2018-04-30,7222,1
104,2018-05-07,6567,1
104,2018-05-14,6447,1
104,2018-05-21,6891.00000000001,1
104,2018-05-28,7101,1
105,2018-01-08,65863,0
105,2018-01-15,67902,0
105,2018-01-22,86010,0
105,2018-01-29,78026,0
105,2018-02-05,70070,0
