isrc,n_playlists,streams,sp_popularity,youtube_views,tiktok_counts,ins_followers_artist,monthly_listeners_artist,playlist_total_reach_artist,sp_fans_artist,shazam_counts,log_n_playlists,log_streams,log_youtube_views,log_tiktok_counts,log_ins_followers_artist,log_monthly_listeners_artist,log_playlist_total_reach_artist,log_sp_fans_artist,log_shazam_counts
KRA381700253,2582,6808250,75,394182665,132200,38700892,26147576,152858657,2166028,417205,7.85631957140659,15.7336456700652,19.7923249765764,11.7920712063997,17.47137320683,17.079267048194,18.8450242419233,14.588405633514,12.9413329866966
ES5022000978,108,2493328,67,14572569,684,2085280,6294779,15110307,485949,15456,4.68213122712422,14.7291289222428,16.4946514838366,6.52795791762255,14.5504136967645,15.6552311176164,16.5308876517129,13.0938589591046,9.6457525564523
USUG11902877,2618,58639345,72,161936183,283900,14397115,23874202,188411226,570164,1328240,7.87016594646985,17.8869164456304,18.9027128834863,12.5563773424611,16.4825383972518,16.9883090196887,19.0541375043186,13.2536793177257,14.0993653155817
PLUM71900666,75,3082676,52,43895993,3364,650143,394712,2194929,2851,104665,4.31748811353631,14.9413086089033,17.5973335982531,8.12088602109284,13.3849476176754,12.8859116640264,14.6016602577268,7.95542508891267,11.5585200525286
KRA401700057,1881,27786,43,9430986,302,1606353,1149861,4357040,144299,184756,7.53955882930103,10.2322875757088,16.0595112090588,5.71042701737487,14.2894769500834,13.9551516234689,15.2873034856863,11.879642814731,12.1267913146025
QMCE31902432,347,1687582,71,3072432,554,61257,3115722,27816418,2265,145113,5.84932477994686,14.3388072931408,14.9379799883629,6.31716468674728,11.0228334075911,14.9519714650479,17.1411369798793,7.72533003791714,11.8852680282429
UK6KW1500205,8882,38858546,82,435164650,2286,778709,11602197,74048772,223402,4424988,9.09178203585205,17.4754385848471,19.8912350231849,7.73455884435476,13.5653926992227,16.2667050346951,18.120234515151,12.3167281181286,15.3027781245561
USSD11700457,206,1635691,51,54663544,880,5802090,7183444,29090593,1406123,269670,5.32787616878958,14.307575903,17.8167075735376,6.77992190747225,15.5737287554356,15.7872894917597,17.1859254152756,14.1563468297455,12.5049542682356
MXF151500217,938,8058997,67,271919066,6501,3476080,8367070,42398451,861858,268619,6.84374994900623,15.902299665052,19.4210150285125,8.77971129020447,15.0614157800623,15.9398143214433,17.562622386516,13.6668458028972,12.5010492977251
USUG11701776,658,313085,61,3264094,1388,3241684,25339162,139412394,262059,88765,6.48920493132532,12.6542299981503,14.9984927936711,7.23561914106675,14.9916035058301,17.0478616620658,18.7529469619511,12.4763249482313,11.3937477071409
DECE72000176,122,16314635,56,15500929,106900,4175967,4624519,19601164,995210,23831,4.80402104473326,16.607573115709,16.5564105155773,11.5796490970131,15.2448565062145,15.3468829235203,16.7910995101925,13.8107090491481,10.0787425331234
QZ5FN1767793,601,5035474,73,334954313,30000,5607205,7689163,30935971,387923,373998,6.39859493453521,15.4320182207167,19.6295047013844,10.3089526606443,15.5395629358785,15.8553224929052,17.2474301748496,12.8685621453026,12.8320057287888
DEE861701064,169,12209,45,13196103,15,179400,2405500,19346216,184558,491050,5.12989871492307,9.40992866366886,16.3954321166957,2.70805020110221,12.0973732286068,14.6932683401216,16.778007402761,12.1257190562046,13.1043012345859
GBARL1801498,505,1771500,60,23400839,14500,2731631,9015171,37339758,859723,219787,6.22455842927536,14.3873372032877,16.968282434386,9.58190392840867,14.8204094246648,16.0144193828257,17.4355692150713,13.6643655233233,12.3004141745256
ES5021900055,74,32317,51,8454909,870,672675,3321607,14366663,184344,36004,4.30406509320417,10.3833486865446,15.9502577773947,6.76849321164863,13.4190175796543,15.0159592599295,16.4804210111854,12.1245588563466,10.491385322377
USUYG1283992,854,6272361,71,36175592,9651,18761684,27692936,59707763,2547427,143789,6.74993119378857,15.651663396754,17.4038951952408,9.17481681590714,16.7473272629721,17.1366879205844,17.90497260341,14.7505943881238,11.8761022262111
USUM71604366,688,1039509,45,26391859,1268,649482,3703161,16673806,462634,214689,6.53378883793334,13.8542590442514,17.0885661493482,7.14519613499717,13.3839304010829,15.1246973372115,16.6293495430044,13.0446915237008,12.276945748274
US5Z51800005,471,8975,60,54428388,346,1037326,5561524,16239841,748693,254888,6.15485809401642,9.10219821335648,17.8123964139512,5.84643877505773,13.8521568061786,15.5313827293875,16.6029781020095,13.5260842986359,12.4485795119708
TRA160900072,246,29398631,65,1197777,3544,169940,1315271,2198580,534249,110681,5.50533153593236,17.1964586665989,13.995977896758,8.17301131172497,12.0432007125575,14.0895532860119,14.6033222553876,13.1886173013968,11.6144074689161
AUHT01800201,317,9876265,61,6079084,474,180617,1854484,6081632,39321,226264,5.75890177387728,16.105644961813,15.6203645846976,6.16120732169508,12.1041340462105,14.4331170482121,15.6207836389765,10.5795140062877,12.3294577381008
TRA161500270,18,268643,34,50997506,2886,159882,467147,1304550,296399,57169,2.89037175789616,12.5011386396105,17.7472872875321,7.96762673933382,11.9821913221291,13.0543992622803,14.081368711686,12.5994617985792,10.9537670724136
COSO11900249,108,433563,50,30224610,233,3096883,1959141,12007136,841390,67419,4.68213122712422,12.9797923933633,17.2241670511561,5.4510384535657,14.9459066797464,14.4880166698343,16.3010116976748,13.6428105651143,11.1186821562841
GBAYE1901251,1329,9170581,65,49390065,3068,12321091,37392066,217779801,14099345,1292744,7.19218205871325,16.0315112010042,17.7152598485718,8.02878116248715,16.3268230673437,17.4369691008427,19.1989950231156,16.4616389003687,14.0722776489791
USWB11002103,9704,658963,77,90381912,843600,3391016,4665809,21966365,403264,2661106,9.18029345062389,13.3984226662332,18.3195547168465,13.6454337275868,15.0366401394688,15.3557717963065,16.9050229777817,12.9073467133017,14.7942523838151
TR0011800289,28,1002970,26,29661624,521,9722067,786483,2105217,307442,48004,3.3322045101752,13.8184761562276,17.2053646470524,6.25575004175337,16.0899088081499,13.575326386498,14.5599291076714,12.6360417305519,10.7790396197513
USUM71804957,341,1673925,59,4122884,3838,59448876,42568761,257192162,5613129,39607,5.83188247728352,14.3306817261605,15.23206347644,8.25270667656764,17.9006272742781,17.5666312323773,19.3653340755244,15.5406188760226,10.5867611492978
GBARL1801758,959,61708482,64,51799930,11200,259354,6600288,44107185,255626,2119727,6.86589107488344,17.9379319510642,17.7628993558774,9.32366905728319,12.4659492028339,15.7026238424083,17.6021332523163,12.451470717752,14.5667978647713
USUM71707343,1094,1544,60,14220746,1,1169284,16224250,80408253,1651866,513625,6.99759598298193,7.34213173058472,16.4702124422854,0,13.9719021536345,16.6020175945245,18.2026273781349,14.3174161159717,13.1492487061857
USUM71902439,722,46190447,70,267135063,664,16981029,7078280,30922189,601609,386684,6.58202513889283,17.6482835597793,19.4032649423961,6.49828214947643,16.647607337718,15.7725414983026,17.2469845747792,13.3073630116123,12.8653631009959
NLZ541601286,2511,30872495,56,14808848,410,1375263,5995316,42032388,884546,433238,7.82843635915759,17.2453762160177,16.5107353979383,6.01615715969835,14.1341555435198,15.6064890556468,17.5539510219269,13.6928297980132,12.9790425095601
USUG12001902,424,3269631,9,24965090,2520,12170767,35170985,168430596,1241811,44596,6.04973345523196,15.0001876924694,17.0329890069574,7.83201418050547,16.3145474868069,17.375732010882,18.9420343297303,14.0320813559829,10.7053994478875
UK7MC1600068,1712,1337198,60,45446737,756,621560,4660601,28142699,995466,600168,7.44541755670169,14.1060869378644,17.6320515828312,6.62804137617953,13.3399877259007,15.354654967743,17.1527985183418,13.8109662482115,13.3049648950056
USSM11904142,527,559393,52,2637100,1885,12047434,12145423,123553947,1453327,48733,6.26720054854136,13.2346075462645,14.7851903864973,7.54168309988211,16.3043622491666,16.3124629489597,18.6321884364689,14.1893659688494,10.794111697661
GBAYE9400056,4722,33651,71,46511197,590,1699071,12098955,53317276,3007336,999018,8.45998771764546,10.4237980523133,17.6552036372699,6.38012253689977,14.3455921890687,16.3086296432011,17.7917709641978,14.9165651950033,13.8145280754864
GBUM71702624,383,453542,62,21814,108,18614086,19370584,104855952,3531982,33221,5.94803498918065,13.0248431572589,9.99030724448869,4.68213122712422,16.7394291638955,16.7792661846447,18.4680980805108,15.0773697444303,10.4109374850622
USUM71412644,9483,2049,45,333163346,107300,2883534,18518947,96471048,2049158,4127946,9.15725600088373,7.6251071482389,19.6241434562035,11.5833839286188,14.874527183194,16.7343049281145,18.3847535005686,14.5329395350339,15.2332905046626
USAT21603126,1941,71472,58,69424398,44000,29549102,43732503,273217008,2016919,419311,7.57095858316901,11.1770610435919,18.0557489198916,10.6919449129004,17.2015639121837,17.5936021593454,19.4257769384816,14.5170816574785,12.9463681670146
FR0X81800010,7,41311,22,2091577,176,2173022,526764,866360,1762414,11076,1.94591014905531,10.6288840873116,14.5534288848692,5.17048399503815,14.5916293834395,13.1745079093863,13.6720558055514,14.3821950181518,9.31253588429085
MXF151800123,936,103488486,69,404537381,6260,3610053,14550980,97362647,2034239,520666,6.84161547647759,18.4549709181046,19.8182547030484,8.74193546409414,15.0992330116417,16.4931689032655,18.3939531940307,14.525632351146,13.1628640403031
USUG11800159,373,475400,58,2306968,604,1388953,5275404,23663908,1459238,82931,5.92157841964382,13.0719118339082,14.6514446662318,6.40357419793482,14.144060783871,15.4785658220714,16.9794615761632,14.1934249396298,11.325764215735
FR9W12004789,57,19334716,62,10708135,1458,3634622,3629235,10277123,4161523,180139,4.04305126783455,16.7774127945267,16.1865142909392,7.2848209125686,15.1060156745467,15.1045324402298,16.1454309150089,15.2413916710063,12.1014840540844
NLM5S1600003,20293,168555366,78,621396987,112500,16116174,24503655,194299451,6915208,5942833,9.91803127797697,18.942774835388,20.2474807061828,11.6307085006266,16.5953339219588,17.0143328480617,19.0849110888161,15.7492336021659,15.5976965136679
SEYOK1612893,714,161057,56,15798,78600,45018,838964,1930548,629,23516,6.57088296233958,11.9895136185773,9.66763862872437,11.2721269784173,10.7148176887738,13.6399230763047,14.4733144584022,6.44413125670044,10.0654363195221
GBBBN0500206,1631,14996,59,152904,16,334544,4031226,20102988,744851,393490,7.39694860262101,9.6155387778558,11.9375655524644,2.77258872223978,12.7205236895112,15.2095811060201,16.8163790186974,13.520939477359,12.8828109335561
SE2EG1900106,128,88498,14,6989181,608,437684,2345161,6378443,216379,20789,4.85203026391962,11.3907352318706,15.7598739399634,6.41017488196617,12.989252467793,14.6678646142222,15.6684345816503,12.2847867787317,9.94217927964711
FR9081800120,19,333193,25,24693648,158,1126802,1995154,5899927,1315787,59563,2.94443897916644,12.7164771806508,17.0220566025335,5.06259503302697,13.9348940899207,14.5062317983093,15.590450535918,14.0899455236643,10.9947898549049
USUM71709292,8896,3357853,72,565420486,137,7844138,48765318,258362470,9247858,10277385,9.09335701649036,15.0268123396042,20.153080235323,4.91998092582813,15.8752770592084,17.7025299214374,19.3698740793863,16.0399025151051,16.1454564082
QMBZ92032655,230,89984,71,25864473,77,1876408,3135187,8002300,690748,69770,5.4380793089232,11.4073871557303,17.068380886188,4.34380542185368,14.4448698689106,14.958199379393,15.8952395583239,13.4455303473779,11.1529593969333
USUR10200371,11355,218417,73,2904,3385,3178063,13603202,59749967,1130434,2629363,9.33741345453966,12.2941613586514,7.97384437594469,8.12710918534638,14.9717824496709,16.4258157641708,17.9056791964745,13.9381121877487,14.7822521694943
ITDV91900072,212,19953892,63,61622999,22600,647922,719806,2160625,22053,233468,5.35658627467201,16.8089347699923,17.9365457192117,10.0257051852604,13.3815255977189,13.4867370102411,14.585908089658,10.0012039260422,12.3608003017317
DK92S1707001,88,1305772,40,115355,54,162906,521504,1769812,30267,5314,4.47733681447821,14.0823049947111,11.6557696089997,3.98898404656427,12.0009286263244,13.1644722235757,14.3863838842196,10.3178132890765,8.57810012631976
QMAF31500062,1116,64157,81,9873612,228500,3971733,5897442,15666925,107321,663408,7.01750614294126,11.0690884833425,16.1053763019104,12.3392914893164,15.194713081344,15.5900292555399,16.567062360232,11.5835796224238,13.4051454645119
