"revenue"	"gender"	"retargeting"	"customerID"	"rank"
2096	"0"	"1"	161	101
1280	"1"	"1"	162	194
1413	"1"	"2"	163	184
756	"0"	"3"	164	253
342	"1"	"2"	165	276
1809	"1"	"1"	166	134
367	"0"	"2"	167	274
1283	"1"	"2"	168	193
1761	"1"	"2"	169	141
1268	"1"	"3"	170	198
1127	"0"	"2"	171	221
2881	"0"	"1"	172	30
1630	"1"	"1"	173	161
1156	"0"	"2"	174	213
1849	"0"	"3"	175	128
1717	"1"	"2"	176	146
2302	"0"	"3"	177	73
3001	"0"	"3"	178	27
1993	"0"	"1"	179	110
2779	"1"	"3"	180	38
3261	"0"	"1"	181	19
1628	"1"	"2"	182	162
1626	"1"	"1"	183	163
1173	"1"	"1"	184	212
2092	"0"	"1"	185	102
1656	"1"	"2"	186	155
793	"0"	"1"	187	246
929	"1"	"2"	188	237
1844	"1"	"1"	189	129
2866	"1"	"3"	190	32
2221	"0"	"3"	191	81
257	"0"	"1"	192	283
1700	"1"	"3"	193	152
1109	"0"	"1"	194	224
2121	"1"	"1"	195	98
1033	"0"	"3"	196	231
1426	"1"	"1"	197	180
1013	"1"	"1"	198	233
273	"0"	"3"	199	280
1803	"1"	"1"	200	135
1498	"0"	"2"	201	171
222	"0"	"3"	202	284
437	"1"	"2"	203	271
2990	"1"	"2"	204	28
1970	"0"	"2"	205	113
2655	"0"	"3"	206	45
3191	"1"	"1"	207	20
2214	"1"	"3"	208	83
1330	"0"	"3"	209	190
903	"0"	"2"	210	239
1251	"1"	"1"	211	200
1559	"1"	"1"	212	169
2452	"1"	"3"	213	62
944	"0"	"2"	214	236
1857	"0"	"3"	215	126
2204	"1"	"2"	216	85
1414	"1"	"1"	217	183
265	"0"	"1"	218	282
1077	"1"	"1"	219	226
1623	"0"	"3"	220	164
1144	"1"	"1"	221	218
1918	"0"	"3"	222	119
1305	"1"	"1"	223	191
1221	"1"	"1"	224	206
3387	"1"	"2"	225	12
2828	"0"	"3"	227	34
1860	"1"	"2"	228	124
1278	"0"	"3"	229	195
3166	"1"	"2"	230	21
1703	"1"	"1"	231	151
3033	"1"	"3"	232	25
2023	"1"	"3"	233	107
646	"1"	"2"	234	261
2213	"0"	"1"	235	84
2778	"0"	"3"	236	39
38	"1"	"1"	237	290
1335	"1"	"1"	238	189
2195	"0"	"2"	239	87
1081	"0"	"3"	240	225
653	"1"	"1"	241	260
409	"1"	"1"	242	273
559	"0"	"3"	243	265
963	"0"	"1"	244	234
1635	"1"	"1"	245	160
1065	"0"	"3"	246	227
1616	"0"	"2"	247	165
870	"0"	"2"	248	241
4297	"1"	"3"	249	2
2724	"0"	"3"	250	44
1794	"1"	"1"	251	136
1137	"0"	"1"	252	220
2254	"0"	"3"	253	76
817	"0"	"2"	254	244
2188	"1"	"2"	255	89
2515	"0"	"2"	256	56
2439	"1"	"3"	257	63
1677	"1"	"1"	258	154
2237	"1"	"3"	260	80
1152	"0"	"2"	261	214
2184	"1"	"3"	262	90
146	"1"	"1"	263	288
2246	"0"	"3"	264	79
663	"0"	"1"	265	259
804	"1"	"2"	266	245
2604	"1"	"2"	267	51
1993	"0"	"2"	268	111
1125	"0"	"1"	269	222
2347	"1"	"3"	270	69
790	"0"	"1"	271	247
2308	"0"	"2"	272	72
1967	"1"	"3"	273	114
514	"1"	"2"	274	267
1744	"1"	"2"	275	143
1954	"1"	"3"	276	116
1368	"1"	"1"	277	186
212	"0"	"3"	278	286
763	"1"	"1"	279	251
2778	"1"	"3"	280	40
3557	"0"	"2"	281	6
1354	"1"	"3"	282	187
2258	"1"	"1"	283	75
2172	"1"	"1"	284	93
2101	"0"	"3"	285	100
2330	"1"	"1"	286	71
1201	"1"	"1"	287	207
1935	"0"	"3"	288	117
444	"0"	"1"	289	269
569	"0"	"1"	290	264
680	"0"	"1"	291	258
2017	"0"	"2"	292	108
759	"0"	"1"	293	252
1768	"0"	"2"	294	139
1934	"1"	"2"	295	118
2492	"1"	"2"	296	57
3341	"1"	"3"	297	15
3406	"1"	"1"	298	10
2369	"0"	"2"	299	68
180	"0"	"1"	300	287
