"revenue"	"gender"	"retargeting"	"customerID"	"rank"
643	"0"	"1"	115	255
1420	"1"	"2"	116	182
1194	"1"	"2"	117	208
624	"1"	"1"	118	257
1306	"1"	"1"	119	197
841	"0"	"3"	120	241
3643	"1"	"3"	121	4
1406	"1"	"3"	122	186
1925	"1"	"1"	123	118
2464	"1"	"3"	124	59
1477	"0"	"3"	125	175
3875	"1"	"3"	126	2
1224	"0"	"1"	127	205
1494	"0"	"3"	128	172
2260	"1"	"1"	129	80
2885	"1"	"1"	130	33
1300	"1"	"3"	131	198
2758	"0"	"3"	132	39
1992	"1"	"1"	133	110
2327	"1"	"1"	134	74
1812	"1"	"2"	135	134
1837	"1"	"3"	136	130
1670	"0"	"1"	137	152
1182	"1"	"1"	138	210
2469	"1"	"3"	139	58
2854	"0"	"1"	140	34
1881	"1"	"2"	141	125
2438	"0"	"2"	143	62
2892	"1"	"3"	144	32
1768	"1"	"2"	146	136
2741	"0"	"2"	147	40
806	"0"	"3"	148	242
3162	"1"	"3"	149	15
1826	"0"	"1"	150	132
3220	"1"	"3"	151	13
943	"0"	"3"	152	234
1397	"0"	"1"	153	188
2147	"0"	"2"	154	88
310	"0"	"3"	155	275
1708	"0"	"1"	156	149
1682	"0"	"1"	157	150
346	"0"	"1"	158	271
2093	"1"	"3"	159	95
2018	"0"	"3"	160	107
1222	"1"	"1"	161	206
770	"1"	"2"	162	245
31	"0"	"3"	163	289
1648	"1"	"1"	164	157
2176	"0"	"2"	165	87
2988	"0"	"3"	166	22
3105	"1"	"3"	167	17
1524	"0"	"3"	168	168
599	"0"	"1"	169	258
688	"0"	"2"	170	254
1272	"1"	"2"	172	201
3311	"1"	"3"	173	10
946	"0"	"1"	174	233
140	"1"	"1"	175	284
2323	"1"	"2"	176	76
2085	"0"	"3"	177	96
2102	"1"	"3"	178	93
553	"0"	"1"	179	259
1227	"0"	"3"	180	204
1259	"1"	"1"	181	202
880	"1"	"2"	182	237
2034	"0"	"2"	183	105
1499	"0"	"1"	184	171
787	"1"	"3"	185	243
2581	"0"	"3"	186	50
2613	"1"	"2"	187	46
1371	"1"	"2"	188	192
2534	"0"	"3"	189	55
2617	"1"	"2"	190	45
1649	"1"	"1"	191	156
1115	"1"	"2"	192	218
42	"1"	"2"	193	287
755	"1"	"1"	194	247
1926	"0"	"2"	195	117
1419	"0"	"3"	196	183
280	"0"	"1"	197	277
856	"1"	"3"	198	238
1924	"1"	"2"	199	119
2929	"1"	"2"	200	29
2942	"1"	"2"	201	27
1143	"0"	"1"	202	216
2275	"0"	"2"	203	79
1990	"1"	"2"	205	112
1484	"1"	"3"	206	174
3016	"1"	"3"	207	19
2833	"1"	"3"	208	36
329	"1"	"1"	209	274
1098	"0"	"3"	210	220
2036	"0"	"3"	211	104
1789	"1"	"3"	213	135
2998	"0"	"3"	214	20
357	"1"	"1"	215	269
331	"0"	"3"	216	273
260	"0"	"1"	217	279
2663	"1"	"3"	218	42
1456	"1"	"1"	219	178
2717	"1"	"2"	220	41
2964	"0"	"3"	221	25
976	"1"	"1"	222	232
3310	"1"	"2"	223	11
1458	"0"	"2"	224	177
1039	"1"	"1"	225	226
2412	"1"	"2"	226	64
39	"1"	"1"	227	288
849	"1"	"1"	228	240
3383	"0"	"3"	229	6
438	"0"	"1"	230	264
1076	"1"	"2"	231	222
1909	"1"	"2"	232	120
1757	"0"	"1"	233	139
2070	"0"	"1"	234	98
1556	"1"	"1"	235	166
1520	"1"	"2"	236	169
264	"1"	"1"	237	278
1501	"0"	"2"	238	170
923	"0"	"1"	239	235
1374	"1"	"3"	240	191
1387	"1"	"1"	241	190
2200	"1"	"2"	242	84
92	"0"	"1"	243	286
1654	"0"	"2"	244	154
2103	"1"	"3"	245	92
1334	"0"	"3"	246	195
292	"1"	"1"	247	276
1423	"1"	"3"	248	181
2051	"1"	"1"	249	100
636	"1"	"1"	250	256
2326	"0"	"1"	251	75
2191	"0"	"1"	252	86
2342	"0"	"1"	253	70
2549	"0"	"1"	254	53
2140	"0"	"1"	255	89
693	"1"	"1"	256	253
1190	"1"	"3"	257	209
2558	"1"	"1"	258	52
2451	"1"	"3"	259	60
1568	"0"	"3"	260	165
1928	"1"	"2"	261	116
1894	"0"	"2"	262	121
1580	"0"	"3"	263	164
1475	"0"	"1"	264	176
2236	"1"	"2"	265	82
2044	"0"	"2"	266	102
1678	"0"	"1"	267	151
2312	"0"	"3"	268	77
1724	"0"	"2"	269	145
1490	"0"	"2"	270	173
2355	"0"	"3"	271	69
1340	"0"	"2"	272	194
2602	"1"	"3"	273	48
2329	"0"	"2"	274	73
1943	"0"	"3"	275	115
1863	"0"	"1"	276	126
3032	"0"	"3"	277	18
1175	"0"	"2"	278	211
2443	"1"	"2"	279	61
2013	"1"	"3"	280	108
2588	"1"	"1"	281	49
2954	"1"	"3"	282	26
343	"0"	"1"	283	272
3171	"1"	"3"	284	14
1392	"1"	"1"	285	189
1228	"1"	"1"	286	203
392	"1"	"2"	287	266
1715	"0"	"2"	288	146
2625	"1"	"3"	289	43
2248	"0"	"1"	290	81
3129	"1"	"3"	291	16
1711	"1"	"3"	292	148
2824	"1"	"2"	293	37
1158	"1"	"1"	294	213
3289	"0"	"3"	295	12
1727	"0"	"2"	296	144
1763	"1"	"1"	297	138
4294	"1"	"3"	298	1
700	"0"	"2"	299	252
1325	"1"	"1"	300	196
