"revenue"	"gender"	"retargeting"	"customerID"	"rank"
3599	"0"	"3"	100	6
3076	"1"	"3"	101	20
1719	"1"	"1"	102	158
2422	"1"	"2"	103	70
2270	"0"	"2"	104	82
2328	"1"	"2"	105	77
1662	"1"	"3"	106	166
947	"0"	"1"	107	240
2453	"0"	"3"	108	63
1059	"1"	"1"	109	232
1419	"1"	"1"	110	193
2763	"1"	"2"	111	32
1087	"1"	"2"	112	229
3560	"1"	"3"	113	7
2019	"1"	"3"	114	119
1854	"1"	"2"	115	141
591	"1"	"2"	116	269
514	"0"	"1"	117	273
2565	"1"	"3"	118	54
1804	"0"	"3"	119	151
1123	"1"	"3"	120	227
2582	"1"	"3"	122	50
195	"1"	"1"	123	287
1740	"0"	"1"	124	156
1394	"0"	"3"	125	197
2570	"0"	"3"	126	53
7	"0"	"1"	127	295
1527	"0"	"3"	128	183
1193	"1"	"2"	129	221
1547	"0"	"2"	131	179
2622	"1"	"2"	132	46
2303	"0"	"3"	133	79
1815	"1"	"2"	134	146
2528	"1"	"3"	135	58
951	"1"	"1"	136	238
2450	"0"	"3"	137	65
1675	"1"	"3"	138	163
2365	"1"	"2"	139	74
1291	"1"	"1"	140	211
1546	"0"	"1"	141	180
87	"0"	"2"	142	291
1963	"0"	"2"	143	124
1323	"1"	"3"	144	203
1536	"0"	"3"	145	181
2267	"1"	"2"	146	83
2352	"0"	"1"	147	75
1904	"1"	"1"	148	135
426	"0"	"2"	149	275
2883	"1"	"3"	150	26
2573	"1"	"1"	151	52
265	"0"	"2"	152	283
683	"1"	"1"	153	259
1953	"0"	"1"	154	126
2486	"1"	"2"	155	62
2447	"1"	"3"	156	66
2127	"1"	"1"	157	97
1926	"0"	"2"	158	131
3801	"0"	"2"	159	4
761	"0"	"1"	160	256
2332	"1"	"3"	161	76
1849	"1"	"1"	162	142
2743	"1"	"2"	163	33
651	"0"	"2"	164	264
162	"0"	"1"	165	289
1301	"1"	"1"	166	208
1855	"0"	"2"	167	140
3343	"1"	"3"	168	11
2254	"1"	"2"	169	84
2434	"1"	"1"	170	69
1497	"0"	"1"	171	186
36	"0"	"1"	172	294
2147	"0"	"2"	173	94
487	"0"	"1"	174	274
1861	"1"	"3"	175	138
831	"0"	"2"	176	253
1440	"0"	"1"	177	189
733	"0"	"3"	178	258
583	"1"	"2"	179	270
3359	"1"	"2"	180	10
2621	"1"	"3"	181	47
1530	"0"	"2"	182	182
1152	"0"	"3"	183	224
3184	"1"	"2"	184	16
3049	"1"	"1"	185	21
2728	"1"	"3"	186	36
1011	"1"	"2"	187	234
2555	"0"	"3"	188	55
2036	"1"	"3"	189	115
991	"1"	"1"	190	235
1622	"0"	"1"	191	173
2079	"1"	"1"	192	106
1575	"0"	"2"	193	174
2126	"1"	"2"	194	99
605	"0"	"1"	195	268
247	"1"	"1"	196	284
1416	"0"	"1"	197	194
1812	"0"	"3"	198	148
2247	"0"	"2"	199	85
2187	"1"	"1"	200	90
1655	"0"	"2"	201	167
2289	"0"	"2"	202	80
212	"1"	"1"	203	285
1678	"0"	"2"	204	161
2632	"0"	"2"	205	44
2041	"0"	"3"	206	113
1273	"1"	"1"	207	214
803	"0"	"3"	208	254
1389	"1"	"3"	209	198
1810	"0"	"1"	210	149
931	"0"	"3"	211	242
2170	"1"	"3"	212	92
2486	"0"	"3"	213	61
2127	"1"	"2"	214	98
1800	"0"	"1"	215	152
1559	"0"	"1"	216	178
1292	"0"	"3"	217	210
1369	"1"	"1"	218	200
1899	"1"	"2"	219	137
1859	"0"	"2"	220	139
1810	"0"	"2"	221	150
1273	"1"	"2"	222	215
1333	"1"	"1"	223	201
1079	"0"	"1"	224	230
2687	"1"	"3"	225	40
3011	"1"	"3"	226	22
3115	"0"	"3"	227	18
2101	"0"	"2"	228	102
833	"0"	"1"	229	252
1902	"1"	"2"	230	136
1994	"0"	"1"	231	120
65	"1"	"1"	232	292
2712	"0"	"1"	233	37
1725	"0"	"2"	234	157
2592	"1"	"1"	235	48
3373	"1"	"1"	236	9
1631	"0"	"3"	237	169
2543	"1"	"3"	238	56
2282	"1"	"3"	239	81
1440	"0"	"2"	240	190
2091	"1"	"1"	241	104
1225	"0"	"1"	242	218
2440	"1"	"2"	243	68
2073	"1"	"3"	244	108
914	"1"	"2"	245	244
948	"0"	"3"	246	239
2168	"1"	"3"	247	93
2036	"0"	"1"	248	114
2530	"1"	"3"	249	57
298	"0"	"3"	250	281
751	"0"	"1"	251	257
852	"1"	"1"	252	249
2063	"1"	"2"	253	110
1388	"0"	"3"	254	199
1908	"0"	"1"	255	133
2994	"1"	"3"	256	23
2445	"1"	"3"	257	67
1284	"1"	"1"	258	213
2676	"0"	"3"	259	41
951	"0"	"1"	260	237
1311	"0"	"3"	261	207
2526	"1"	"2"	262	59
2404	"1"	"2"	263	71
1492	"0"	"2"	264	187
1133	"1"	"1"	265	225
3258	"0"	"1"	266	13
1431	"1"	"3"	267	191
1629	"0"	"1"	268	171
1967	"0"	"2"	269	123
1819	"0"	"3"	270	144
1911	"1"	"2"	271	132
3795	"0"	"3"	272	5
941	"0"	"2"	273	241
3215	"1"	"3"	274	15
843	"0"	"2"	275	250
2907	"1"	"3"	277	25
1508	"1"	"1"	278	185
2093	"0"	"3"	279	103
312	"0"	"1"	280	280
2313	"1"	"1"	281	78
1936	"1"	"2"	282	129
2047	"1"	"1"	283	112
2403	"0"	"3"	284	72
3536	"1"	"3"	285	8
3079	"1"	"3"	286	19
2183	"0"	"3"	287	91
2654	"0"	"1"	288	42
2864	"1"	"1"	289	27
566	"0"	"1"	290	271
1321	"1"	"1"	291	205
2823	"1"	"3"	292	28
2687	"1"	"2"	293	39
1450	"1"	"1"	294	188
2122	"0"	"3"	295	101
655	"0"	"1"	296	263
3318	"0"	"1"	297	12
359	"0"	"1"	298	278
1697	"0"	"3"	299	159
2764	"0"	"3"	300	31
