revenue	gender	retargeting	customerID	rank
2275	1	1	131	67
864	1	2	132	237
948	0	1	133	228
652	1	1	134	261
1022	0	2	135	220
2031	0	2	137	102
615	1	2	138	264
1299	0	3	139	184
1662	0	3	140	146
967	0	3	141	224
444	1	1	142	274
1211	0	2	143	198
1865	0	1	144	120
529	1	1	145	268
2559	0	3	146	47
731	0	1	147	255
1692	1	2	148	143
205	0	2	149	280
3774	1	3	150	2
1127	1	3	151	209
840	1	1	152	241
731	0	2	153	256
1189	1	1	154	201
1340	0	1	155	181
1246	1	1	156	196
3712	1	2	157	4
2121	1	2	158	87
1466	1	2	159	166
1609	0	2	160	149
3177	1	3	161	11
1120	1	1	162	210
3266	1	3	163	10
937	0	3	164	229
2594	1	3	165	41
2208	1	2	166	73
2559	1	2	167	48
751	0	1	168	254
2655	0	2	169	36
1532	0	2	170	158
2930	1	3	171	23
1364	1	1	172	175
2325	1	2	173	64
3582	1	3	174	7
2828	1	3	175	28
2395	1	3	176	58
1280	1	2	177	188
1170	1	2	178	204
189	0	1	179	282
1766	1	3	180	135
2733	1	2	181	31
2149	0	3	183	84
2580	0	2	184	46
1266	0	1	185	191
574	0	2	186	266
1207	1	1	187	199
856	0	3	188	240
1768	1	1	189	134
2389	0	3	190	59
2979	1	3	191	17
1966	1	3	192	112
1444	0	3	193	168
2127	0	3	194	85
3522	1	3	195	8
2045	0	2	196	97
802	1	3	197	248
893	1	3	198	236
2054	0	2	199	96
694	0	1	200	258
1403	0	2	201	172
2273	0	3	202	68
1978	1	3	203	110
2691	1	1	204	34
115	0	1	205	285
1917	1	3	206	115
440	1	1	207	275
2503	0	3	208	52
716	0	1	210	257
897	1	1	211	235
1479	0	3	212	164
1257	0	1	213	195
1569	0	3	214	156
2063	0	2	215	94
1515	0	1	216	160
1118	0	3	217	211
1595	0	1	218	153
2611	0	2	220	40
577	1	2	221	265
2290	1	3	222	66
493	0	1	223	271
2018	1	3	224	104
1050	0	1	225	217
1742	1	3	226	138
2614	0	3	227	39
1368	1	1	228	174
1819	1	1	229	128
1260	0	1	230	194
1667	0	1	231	145
2187	1	2	232	80
803	0	2	233	247
2948	1	3	234	20
923	0	1	235	231
1606	0	1	236	151
2255	1	2	237	70
97	1	1	238	286
1263	0	2	239	193
2961	1	3	240	18
1356	1	1	241	176
3621	0	3	242	6
1789	1	3	243	133
1798	1	1	244	131
191	0	2	245	281
2705	1	3	246	32
2885	1	2	247	25
408	1	2	248	277
786	1	1	249	249
2031	0	3	250	103
2181	0	3	251	81
959	0	1	252	226
2299	0	3	253	65
1808	1	1	254	129
1137	0	1	255	207
1286	1	1	256	186
1565	1	2	258	157
2648	1	3	259	38
1590	0	3	260	154
2401	1	2	261	57
49	1	2	262	289
1793	0	3	263	132
1342	1	2	264	179
1601	0	2	265	152
1343	0	3	266	178
2648	0	2	267	37
1099	0	1	268	214
2692	0	2	269	33
1989	1	2	270	109
84	0	3	271	287
1341	1	1	272	180
1233	1	3	273	197
27	0	1	274	290
1129	0	3	275	208
1340	0	1	276	182
2856	0	2	277	27
445	0	1	278	273
657	0	2	279	260
1840	0	2	280	125
1493	0	2	281	162
2387	0	1	282	60
1413	0	1	283	170
308	0	1	284	279
155	0	2	285	284
427	0	1	286	276
3113	1	1	287	13
2193	0	3	288	79
3653	1	3	289	5
958	1	2	290	227
753	1	2	291	253
1858	0	2	292	122
2214	1	3	293	72
339	0	1	294	278
2505	1	3	295	51
1620	0	2	296	148
898	0	3	297	234
1061	0	3	298	216
2955	1	2	299	19
2081	0	3	300	91
