"revenue"	"gender"	"retargeting"	"customerID"	"rank"
2298	"1"	"2"	127	55
1008	"0"	"3"	128	237
695	"1"	"1"	129	257
1667	"0"	"1"	130	140
1649	"0"	"2"	131	146
1196	"0"	"1"	132	211
2486	"0"	"2"	133	38
2053	"1"	"2"	134	92
1688	"0"	"2"	135	136
1200	"1"	"1"	136	210
571	"1"	"1"	137	268
809	"0"	"1"	138	252
1286	"1"	"1"	139	200
1488	"1"	"1"	140	177
3411	"1"	"3"	141	3
484	"0"	"1"	142	272
1655	"1"	"1"	143	143
1090	"0"	"1"	144	224
1085	"1"	"2"	145	225
1034	"0"	"3"	146	235
684	"0"	"2"	147	259
1295	"0"	"1"	148	199
2432	"1"	"3"	149	46
575	"1"	"2"	150	266
1203	"0"	"3"	151	209
1258	"0"	"1"	152	203
1686	"0"	"3"	153	137
3352	"1"	"3"	154	5
1364	"1"	"2"	156	190
1759	"1"	"2"	157	129
688	"1"	"2"	158	258
282	"0"	"2"	159	283
1704	"1"	"3"	160	134
2268	"0"	"3"	161	62
869	"1"	"3"	162	246
717	"0"	"1"	163	254
1301	"1"	"2"	164	197
1486	"0"	"2"	165	178
1599	"0"	"3"	166	154
3465	"1"	"3"	167	2
770	"1"	"1"	168	253
1182	"1"	"1"	169	213
1493	"1"	"2"	170	175
1098	"1"	"2"	171	223
2062	"0"	"1"	172	91
2328	"0"	"3"	173	52
2157	"1"	"2"	176	81
1746	"1"	"3"	177	130
1152	"0"	"3"	178	217
1720	"1"	"1"	179	133
1945	"0"	"3"	180	104
1311	"1"	"1"	181	194
3055	"0"	"1"	182	11
824	"0"	"2"	183	251
584	"0"	"2"	185	265
2515	"1"	"1"	186	35
2835	"1"	"1"	187	14
2508	"1"	"1"	188	37
1179	"1"	"3"	189	214
2207	"1"	"3"	190	74
1297	"0"	"3"	191	198
1665	"0"	"3"	192	142
1546	"1"	"3"	193	163
2628	"1"	"3"	194	28
949	"1"	"3"	195	241
1577	"0"	"2"	196	159
634	"0"	"3"	197	263
2582	"1"	"2"	198	32
1654	"1"	"3"	199	144
2817	"1"	"3"	200	16
1192	"1"	"3"	201	212
2276	"1"	"3"	202	60
1649	"0"	"2"	203	145
2466	"1"	"1"	204	40
152	"0"	"3"	205	288
1360	"0"	"2"	206	191
453	"1"	"1"	207	274
3148	"1"	"3"	208	9
48	"1"	"1"	209	292
856	"0"	"3"	210	248
1615	"1"	"1"	211	152
2445	"1"	"2"	212	41
1596	"0"	"3"	213	155
1244	"0"	"3"	214	204
1208	"1"	"3"	215	207
1913	"0"	"3"	216	109
2080	"0"	"3"	217	89
2070	"0"	"2"	218	90
992	"0"	"3"	219	238
542	"0"	"1"	220	270
878	"0"	"2"	221	244
2168	"1"	"1"	222	79
1899	"0"	"1"	223	114
2760	"1"	"3"	224	20
1740	"1"	"2"	226	132
1144	"0"	"1"	227	218
2295	"1"	"3"	228	56
1913	"1"	"3"	229	110
3108	"0"	"3"	230	10
1858	"1"	"3"	231	117
1378	"1"	"2"	232	186
1445	"1"	"3"	233	182
2031	"0"	"3"	234	95
2310	"0"	"3"	235	54
2593	"0"	"1"	236	30
433	"0"	"2"	237	275
1934	"1"	"3"	238	106
472	"0"	"3"	239	273
2244	"0"	"1"	240	70
235	"0"	"2"	241	285
1911	"1"	"1"	242	111
1036	"0"	"1"	243	234
1269	"0"	"2"	244	201
2423	"0"	"2"	245	48
1638	"1"	"1"	246	148
3281	"0"	"1"	247	6
1351	"1"	"1"	248	192
1904	"0"	"3"	249	113
970	"0"	"2"	250	239
2715	"0"	"3"	251	24
298	"1"	"2"	252	281
1475	"1"	"1"	253	180
1350	"0"	"1"	254	193
1905	"1"	"1"	255	112
2083	"0"	"3"	256	88
2262	"1"	"3"	257	63
1063	"0"	"2"	258	229
1553	"1"	"2"	259	162
2253	"1"	"2"	260	67
2414	"0"	"1"	261	49
363	"0"	"1"	262	278
2098	"0"	"1"	263	86
637	"0"	"1"	265	262
1964	"0"	"3"	266	102
2685	"1"	"3"	267	27
2710	"1"	"3"	268	25
2432	"0"	"3"	269	45
335	"0"	"1"	270	280
2110	"1"	"1"	271	85
238	"0"	"1"	272	284
2161	"0"	"2"	273	80
1775	"0"	"3"	274	126
2289	"1"	"3"	275	57
2618	"0"	"3"	276	29
1771	"0"	"3"	277	127
1240	"1"	"2"	278	205
1999	"1"	"1"	279	97
2519	"0"	"1"	280	34
516	"0"	"1"	281	271
2740	"1"	"2"	282	23
1377	"1"	"3"	283	187
346	"1"	"2"	284	279
2685	"0"	"2"	285	26
1556	"1"	"1"	286	161
290	"0"	"1"	287	282
1787	"0"	"1"	288	123
2441	"1"	"3"	289	44
1947	"0"	"3"	290	103
1630	"1"	"1"	291	150
1526	"0"	"1"	292	168
123	"1"	"2"	293	289
2443	"0"	"2"	294	42
1842	"1"	"2"	295	120
1594	"0"	"1"	296	156
1072	"1"	"1"	297	227
639	"1"	"2"	298	261
1043	"1"	"1"	299	232
1140	"1"	"2"	300	220
